season,week,sample_id,eliminated_rank,eliminated_percentage,n_contestants
7,7,953,Susan Lucci_S7,Susan Lucci_S7,6
7,7,954,Susan Lucci_S7,Susan Lucci_S7,6
7,7,955,Warren Sapp_S7,Susan Lucci_S7,6
7,7,956,Susan Lucci_S7,Susan Lucci_S7,6
7,7,957,Susan Lucci_S7,Susan Lucci_S7,6
7,7,958,Warren Sapp_S7,Susan Lucci_S7,6
7,7,959,Cody Linley_S7,Susan Lucci_S7,6
7,7,960,Susan Lucci_S7,Susan Lucci_S7,6
7,7,961,Warren Sapp_S7,Susan Lucci_S7,6
7,7,962,Susan Lucci_S7,Susan Lucci_S7,6
7,7,963,Susan Lucci_S7,Susan Lucci_S7,6
7,7,964,Susan Lucci_S7,Susan Lucci_S7,6
7,7,965,Susan Lucci_S7,Susan Lucci_S7,6
7,7,966,Susan Lucci_S7,Susan Lucci_S7,6
7,7,967,Susan Lucci_S7,Susan Lucci_S7,6
7,7,968,Warren Sapp_S7,Susan Lucci_S7,6
7,7,969,Susan Lucci_S7,Susan Lucci_S7,6
7,7,970,Cody Linley_S7,Susan Lucci_S7,6
7,7,971,Susan Lucci_S7,Susan Lucci_S7,6
7,7,972,Susan Lucci_S7,Susan Lucci_S7,6
7,7,973,Cody Linley_S7,Susan Lucci_S7,6
7,7,974,Susan Lucci_S7,Susan Lucci_S7,6
7,7,975,Susan Lucci_S7,Susan Lucci_S7,6
7,7,976,Susan Lucci_S7,Susan Lucci_S7,6
7,7,977,Susan Lucci_S7,Susan Lucci_S7,6
7,7,978,Susan Lucci_S7,Susan Lucci_S7,6
7,7,979,Cody Linley_S7,Susan Lucci_S7,6
7,7,980,Susan Lucci_S7,Susan Lucci_S7,6
7,7,981,Susan Lucci_S7,Susan Lucci_S7,6
7,7,982,Susan Lucci_S7,Susan Lucci_S7,6
7,7,983,Susan Lucci_S7,Susan Lucci_S7,6
7,7,984,Susan Lucci_S7,Susan Lucci_S7,6
7,7,985,Susan Lucci_S7,Susan Lucci_S7,6
7,7,986,Susan Lucci_S7,Susan Lucci_S7,6
7,7,987,Susan Lucci_S7,Susan Lucci_S7,6
7,7,988,Susan Lucci_S7,Susan Lucci_S7,6
7,7,989,Susan Lucci_S7,Susan Lucci_S7,6
7,7,990,Susan Lucci_S7,Susan Lucci_S7,6
7,7,991,Susan Lucci_S7,Susan Lucci_S7,6
7,7,992,Susan Lucci_S7,Susan Lucci_S7,6
7,7,993,Susan Lucci_S7,Susan Lucci_S7,6
7,7,994,Susan Lucci_S7,Susan Lucci_S7,6
7,7,995,Susan Lucci_S7,Susan Lucci_S7,6
7,7,996,Susan Lucci_S7,Susan Lucci_S7,6
7,7,997,Susan Lucci_S7,Susan Lucci_S7,6
7,7,998,Susan Lucci_S7,Susan Lucci_S7,6
7,7,999,Susan Lucci_S7,Susan Lucci_S7,6
7,7,1000,Susan Lucci_S7,Susan Lucci_S7,6
7,8,1,Maurice Greene_S7,Maurice Greene_S7,5
7,8,2,Maurice Greene_S7,Maurice Greene_S7,5
7,8,3,Maurice Greene_S7,Maurice Greene_S7,5
7,8,4,Maurice Greene_S7,Maurice Greene_S7,5
7,8,5,Maurice Greene_S7,Maurice Greene_S7,5
7,8,6,Maurice Greene_S7,Maurice Greene_S7,5
7,8,7,Maurice Greene_S7,Maurice Greene_S7,5
7,8,8,Maurice Greene_S7,Maurice Greene_S7,5
7,8,9,Maurice Greene_S7,Maurice Greene_S7,5
7,8,10,Maurice Greene_S7,Maurice Greene_S7,5
7,8,11,Maurice Greene_S7,Maurice Greene_S7,5
7,8,12,Maurice Greene_S7,Maurice Greene_S7,5
7,8,13,Maurice Greene_S7,Maurice Greene_S7,5
7,8,14,Maurice Greene_S7,Maurice Greene_S7,5
7,8,15,Maurice Greene_S7,Maurice Greene_S7,5
7,8,16,Maurice Greene_S7,Maurice Greene_S7,5
7,8,17,Maurice Greene_S7,Maurice Greene_S7,5
7,8,18,Maurice Greene_S7,Maurice Greene_S7,5
7,8,19,Maurice Greene_S7,Maurice Greene_S7,5
7,8,20,Maurice Greene_S7,Maurice Greene_S7,5
7,8,21,Maurice Greene_S7,Maurice Greene_S7,5
7,8,22,Maurice Greene_S7,Maurice Greene_S7,5
7,8,23,Maurice Greene_S7,Maurice Greene_S7,5
7,8,24,Maurice Greene_S7,Maurice Greene_S7,5
7,8,25,Maurice Greene_S7,Maurice Greene_S7,5
7,8,26,Maurice Greene_S7,Maurice Greene_S7,5
7,8,27,Maurice Greene_S7,Maurice Greene_S7,5
7,8,28,Maurice Greene_S7,Maurice Greene_S7,5
7,8,29,Maurice Greene_S7,Maurice Greene_S7,5
7,8,30,Maurice Greene_S7,Maurice Greene_S7,5
7,8,31,Maurice Greene_S7,Maurice Greene_S7,5
7,8,32,Maurice Greene_S7,Maurice Greene_S7,5
7,8,33,Maurice Greene_S7,Maurice Greene_S7,5
7,8,34,Maurice Greene_S7,Maurice Greene_S7,5
7,8,35,Maurice Greene_S7,Maurice Greene_S7,5
7,8,36,Maurice Greene_S7,Maurice Greene_S7,5
7,8,37,Maurice Greene_S7,Maurice Greene_S7,5
7,8,38,Maurice Greene_S7,Maurice Greene_S7,5
7,8,39,Maurice Greene_S7,Maurice Greene_S7,5
7,8,40,Maurice Greene_S7,Maurice Greene_S7,5
7,8,41,Maurice Greene_S7,Maurice Greene_S7,5
7,8,42,Maurice Greene_S7,Maurice Greene_S7,5
7,8,43,Maurice Greene_S7,Maurice Greene_S7,5
7,8,44,Maurice Greene_S7,Maurice Greene_S7,5
7,8,45,Maurice Greene_S7,Maurice Greene_S7,5
7,8,46,Maurice Greene_S7,Maurice Greene_S7,5
7,8,47,Maurice Greene_S7,Maurice Greene_S7,5
7,8,48,Maurice Greene_S7,Maurice Greene_S7,5
7,8,49,Maurice Greene_S7,Maurice Greene_S7,5
7,8,50,Maurice Greene_S7,Maurice Greene_S7,5
7,8,51,Maurice Greene_S7,Maurice Greene_S7,5
7,8,52,Maurice Greene_S7,Maurice Greene_S7,5
7,8,53,Maurice Greene_S7,Maurice Greene_S7,5
7,8,54,Maurice Greene_S7,Maurice Greene_S7,5
7,8,55,Maurice Greene_S7,Maurice Greene_S7,5
7,8,56,Maurice Greene_S7,Maurice Greene_S7,5
7,8,57,Maurice Greene_S7,Maurice Greene_S7,5
7,8,58,Maurice Greene_S7,Maurice Greene_S7,5
7,8,59,Maurice Greene_S7,Maurice Greene_S7,5
7,8,60,Maurice Greene_S7,Maurice Greene_S7,5
7,8,61,Maurice Greene_S7,Maurice Greene_S7,5
7,8,62,Maurice Greene_S7,Maurice Greene_S7,5
7,8,63,Maurice Greene_S7,Maurice Greene_S7,5
7,8,64,Maurice Greene_S7,Maurice Greene_S7,5
7,8,65,Maurice Greene_S7,Maurice Greene_S7,5
7,8,66,Maurice Greene_S7,Maurice Greene_S7,5
7,8,67,Maurice Greene_S7,Maurice Greene_S7,5
7,8,68,Maurice Greene_S7,Maurice Greene_S7,5
7,8,69,Maurice Greene_S7,Maurice Greene_S7,5
7,8,70,Maurice Greene_S7,Maurice Greene_S7,5
7,8,71,Maurice Greene_S7,Maurice Greene_S7,5
7,8,72,Maurice Greene_S7,Maurice Greene_S7,5
7,8,73,Maurice Greene_S7,Maurice Greene_S7,5
7,8,74,Maurice Greene_S7,Maurice Greene_S7,5
7,8,75,Maurice Greene_S7,Maurice Greene_S7,5
7,8,76,Maurice Greene_S7,Maurice Greene_S7,5
7,8,77,Maurice Greene_S7,Maurice Greene_S7,5
7,8,78,Maurice Greene_S7,Maurice Greene_S7,5
7,8,79,Maurice Greene_S7,Maurice Greene_S7,5
7,8,80,Maurice Greene_S7,Maurice Greene_S7,5
7,8,81,Maurice Greene_S7,Maurice Greene_S7,5
7,8,82,Maurice Greene_S7,Maurice Greene_S7,5
7,8,83,Maurice Greene_S7,Maurice Greene_S7,5
7,8,84,Maurice Greene_S7,Maurice Greene_S7,5
7,8,85,Maurice Greene_S7,Maurice Greene_S7,5
7,8,86,Maurice Greene_S7,Maurice Greene_S7,5
7,8,87,Maurice Greene_S7,Maurice Greene_S7,5
7,8,88,Maurice Greene_S7,Maurice Greene_S7,5
7,8,89,Maurice Greene_S7,Maurice Greene_S7,5
7,8,90,Maurice Greene_S7,Maurice Greene_S7,5
7,8,91,Maurice Greene_S7,Maurice Greene_S7,5
7,8,92,Maurice Greene_S7,Maurice Greene_S7,5
7,8,93,Maurice Greene_S7,Maurice Greene_S7,5
7,8,94,Maurice Greene_S7,Maurice Greene_S7,5
7,8,95,Maurice Greene_S7,Maurice Greene_S7,5
7,8,96,Maurice Greene_S7,Maurice Greene_S7,5
7,8,97,Maurice Greene_S7,Maurice Greene_S7,5
7,8,98,Maurice Greene_S7,Maurice Greene_S7,5
7,8,99,Maurice Greene_S7,Maurice Greene_S7,5
7,8,100,Maurice Greene_S7,Maurice Greene_S7,5
7,8,101,Maurice Greene_S7,Maurice Greene_S7,5
7,8,102,Maurice Greene_S7,Maurice Greene_S7,5
7,8,103,Maurice Greene_S7,Maurice Greene_S7,5
7,8,104,Maurice Greene_S7,Maurice Greene_S7,5
7,8,105,Maurice Greene_S7,Maurice Greene_S7,5
7,8,106,Maurice Greene_S7,Maurice Greene_S7,5
7,8,107,Maurice Greene_S7,Maurice Greene_S7,5
7,8,108,Maurice Greene_S7,Maurice Greene_S7,5
7,8,109,Maurice Greene_S7,Maurice Greene_S7,5
7,8,110,Maurice Greene_S7,Maurice Greene_S7,5
7,8,111,Maurice Greene_S7,Maurice Greene_S7,5
7,8,112,Maurice Greene_S7,Maurice Greene_S7,5
7,8,113,Maurice Greene_S7,Maurice Greene_S7,5
7,8,114,Maurice Greene_S7,Maurice Greene_S7,5
7,8,115,Maurice Greene_S7,Maurice Greene_S7,5
7,8,116,Maurice Greene_S7,Maurice Greene_S7,5
7,8,117,Maurice Greene_S7,Maurice Greene_S7,5
7,8,118,Maurice Greene_S7,Maurice Greene_S7,5
7,8,119,Maurice Greene_S7,Maurice Greene_S7,5
7,8,120,Maurice Greene_S7,Maurice Greene_S7,5
7,8,121,Maurice Greene_S7,Maurice Greene_S7,5
7,8,122,Maurice Greene_S7,Maurice Greene_S7,5
7,8,123,Maurice Greene_S7,Maurice Greene_S7,5
7,8,124,Maurice Greene_S7,Maurice Greene_S7,5
7,8,125,Maurice Greene_S7,Maurice Greene_S7,5
7,8,126,Maurice Greene_S7,Maurice Greene_S7,5
7,8,127,Maurice Greene_S7,Maurice Greene_S7,5
7,8,128,Maurice Greene_S7,Maurice Greene_S7,5
7,8,129,Maurice Greene_S7,Maurice Greene_S7,5
7,8,130,Maurice Greene_S7,Maurice Greene_S7,5
7,8,131,Maurice Greene_S7,Maurice Greene_S7,5
7,8,132,Maurice Greene_S7,Maurice Greene_S7,5
7,8,133,Maurice Greene_S7,Maurice Greene_S7,5
7,8,134,Maurice Greene_S7,Maurice Greene_S7,5
7,8,135,Maurice Greene_S7,Maurice Greene_S7,5
7,8,136,Maurice Greene_S7,Maurice Greene_S7,5
7,8,137,Maurice Greene_S7,Maurice Greene_S7,5
7,8,138,Maurice Greene_S7,Maurice Greene_S7,5
7,8,139,Maurice Greene_S7,Maurice Greene_S7,5
7,8,140,Maurice Greene_S7,Maurice Greene_S7,5
7,8,141,Maurice Greene_S7,Maurice Greene_S7,5
7,8,142,Maurice Greene_S7,Maurice Greene_S7,5
7,8,143,Maurice Greene_S7,Maurice Greene_S7,5
7,8,144,Maurice Greene_S7,Maurice Greene_S7,5
7,8,145,Maurice Greene_S7,Maurice Greene_S7,5
7,8,146,Maurice Greene_S7,Maurice Greene_S7,5
7,8,147,Maurice Greene_S7,Maurice Greene_S7,5
7,8,148,Maurice Greene_S7,Maurice Greene_S7,5
7,8,149,Maurice Greene_S7,Maurice Greene_S7,5
7,8,150,Maurice Greene_S7,Maurice Greene_S7,5
7,8,151,Maurice Greene_S7,Maurice Greene_S7,5
7,8,152,Maurice Greene_S7,Maurice Greene_S7,5
7,8,153,Maurice Greene_S7,Maurice Greene_S7,5
7,8,154,Maurice Greene_S7,Maurice Greene_S7,5
7,8,155,Maurice Greene_S7,Maurice Greene_S7,5
7,8,156,Maurice Greene_S7,Maurice Greene_S7,5
7,8,157,Maurice Greene_S7,Maurice Greene_S7,5
7,8,158,Maurice Greene_S7,Maurice Greene_S7,5
7,8,159,Maurice Greene_S7,Maurice Greene_S7,5
7,8,160,Maurice Greene_S7,Maurice Greene_S7,5
7,8,161,Maurice Greene_S7,Maurice Greene_S7,5
7,8,162,Maurice Greene_S7,Maurice Greene_S7,5
7,8,163,Maurice Greene_S7,Maurice Greene_S7,5
7,8,164,Maurice Greene_S7,Maurice Greene_S7,5
7,8,165,Maurice Greene_S7,Maurice Greene_S7,5
7,8,166,Maurice Greene_S7,Maurice Greene_S7,5
7,8,167,Maurice Greene_S7,Maurice Greene_S7,5
7,8,168,Maurice Greene_S7,Maurice Greene_S7,5
7,8,169,Maurice Greene_S7,Maurice Greene_S7,5
7,8,170,Maurice Greene_S7,Maurice Greene_S7,5
7,8,171,Maurice Greene_S7,Maurice Greene_S7,5
7,8,172,Maurice Greene_S7,Maurice Greene_S7,5
7,8,173,Maurice Greene_S7,Maurice Greene_S7,5
7,8,174,Maurice Greene_S7,Maurice Greene_S7,5
7,8,175,Maurice Greene_S7,Maurice Greene_S7,5
7,8,176,Maurice Greene_S7,Maurice Greene_S7,5
7,8,177,Maurice Greene_S7,Maurice Greene_S7,5
7,8,178,Maurice Greene_S7,Maurice Greene_S7,5
7,8,179,Maurice Greene_S7,Maurice Greene_S7,5
7,8,180,Maurice Greene_S7,Maurice Greene_S7,5
7,8,181,Maurice Greene_S7,Maurice Greene_S7,5
7,8,182,Maurice Greene_S7,Maurice Greene_S7,5
7,8,183,Maurice Greene_S7,Maurice Greene_S7,5
7,8,184,Maurice Greene_S7,Maurice Greene_S7,5
7,8,185,Maurice Greene_S7,Maurice Greene_S7,5
7,8,186,Maurice Greene_S7,Maurice Greene_S7,5
7,8,187,Maurice Greene_S7,Maurice Greene_S7,5
7,8,188,Maurice Greene_S7,Maurice Greene_S7,5
7,8,189,Maurice Greene_S7,Maurice Greene_S7,5
7,8,190,Maurice Greene_S7,Maurice Greene_S7,5
7,8,191,Maurice Greene_S7,Maurice Greene_S7,5
7,8,192,Maurice Greene_S7,Maurice Greene_S7,5
7,8,193,Maurice Greene_S7,Maurice Greene_S7,5
7,8,194,Maurice Greene_S7,Maurice Greene_S7,5
7,8,195,Maurice Greene_S7,Maurice Greene_S7,5
7,8,196,Maurice Greene_S7,Maurice Greene_S7,5
7,8,197,Maurice Greene_S7,Maurice Greene_S7,5
7,8,198,Maurice Greene_S7,Maurice Greene_S7,5
7,8,199,Maurice Greene_S7,Maurice Greene_S7,5
7,8,200,Maurice Greene_S7,Maurice Greene_S7,5
7,8,201,Maurice Greene_S7,Maurice Greene_S7,5
7,8,202,Maurice Greene_S7,Maurice Greene_S7,5
7,8,203,Maurice Greene_S7,Maurice Greene_S7,5
7,8,204,Maurice Greene_S7,Maurice Greene_S7,5
7,8,205,Maurice Greene_S7,Maurice Greene_S7,5
7,8,206,Maurice Greene_S7,Maurice Greene_S7,5
7,8,207,Maurice Greene_S7,Maurice Greene_S7,5
7,8,208,Maurice Greene_S7,Maurice Greene_S7,5
7,8,209,Maurice Greene_S7,Maurice Greene_S7,5
7,8,210,Maurice Greene_S7,Maurice Greene_S7,5
7,8,211,Maurice Greene_S7,Maurice Greene_S7,5
7,8,212,Maurice Greene_S7,Maurice Greene_S7,5
7,8,213,Maurice Greene_S7,Maurice Greene_S7,5
7,8,214,Maurice Greene_S7,Maurice Greene_S7,5
7,8,215,Maurice Greene_S7,Maurice Greene_S7,5
7,8,216,Maurice Greene_S7,Maurice Greene_S7,5
7,8,217,Maurice Greene_S7,Maurice Greene_S7,5
7,8,218,Maurice Greene_S7,Maurice Greene_S7,5
7,8,219,Maurice Greene_S7,Maurice Greene_S7,5
7,8,220,Maurice Greene_S7,Maurice Greene_S7,5
7,8,221,Maurice Greene_S7,Maurice Greene_S7,5
7,8,222,Maurice Greene_S7,Maurice Greene_S7,5
7,8,223,Maurice Greene_S7,Maurice Greene_S7,5
7,8,224,Maurice Greene_S7,Maurice Greene_S7,5
7,8,225,Maurice Greene_S7,Maurice Greene_S7,5
7,8,226,Maurice Greene_S7,Maurice Greene_S7,5
7,8,227,Maurice Greene_S7,Maurice Greene_S7,5
7,8,228,Maurice Greene_S7,Maurice Greene_S7,5
7,8,229,Maurice Greene_S7,Maurice Greene_S7,5
7,8,230,Maurice Greene_S7,Maurice Greene_S7,5
7,8,231,Maurice Greene_S7,Maurice Greene_S7,5
7,8,232,Maurice Greene_S7,Maurice Greene_S7,5
7,8,233,Maurice Greene_S7,Maurice Greene_S7,5
7,8,234,Maurice Greene_S7,Maurice Greene_S7,5
7,8,235,Maurice Greene_S7,Maurice Greene_S7,5
7,8,236,Maurice Greene_S7,Maurice Greene_S7,5
7,8,237,Maurice Greene_S7,Maurice Greene_S7,5
7,8,238,Maurice Greene_S7,Maurice Greene_S7,5
7,8,239,Maurice Greene_S7,Maurice Greene_S7,5
7,8,240,Maurice Greene_S7,Maurice Greene_S7,5
7,8,241,Maurice Greene_S7,Maurice Greene_S7,5
7,8,242,Maurice Greene_S7,Maurice Greene_S7,5
7,8,243,Maurice Greene_S7,Maurice Greene_S7,5
7,8,244,Maurice Greene_S7,Maurice Greene_S7,5
7,8,245,Maurice Greene_S7,Maurice Greene_S7,5
7,8,246,Maurice Greene_S7,Maurice Greene_S7,5
7,8,247,Maurice Greene_S7,Maurice Greene_S7,5
7,8,248,Maurice Greene_S7,Maurice Greene_S7,5
7,8,249,Maurice Greene_S7,Maurice Greene_S7,5
7,8,250,Maurice Greene_S7,Maurice Greene_S7,5
7,8,251,Maurice Greene_S7,Maurice Greene_S7,5
7,8,252,Maurice Greene_S7,Maurice Greene_S7,5
7,8,253,Maurice Greene_S7,Maurice Greene_S7,5
7,8,254,Maurice Greene_S7,Maurice Greene_S7,5
7,8,255,Maurice Greene_S7,Maurice Greene_S7,5
7,8,256,Maurice Greene_S7,Maurice Greene_S7,5
7,8,257,Maurice Greene_S7,Maurice Greene_S7,5
7,8,258,Maurice Greene_S7,Maurice Greene_S7,5
7,8,259,Maurice Greene_S7,Maurice Greene_S7,5
7,8,260,Maurice Greene_S7,Maurice Greene_S7,5
7,8,261,Maurice Greene_S7,Maurice Greene_S7,5
7,8,262,Maurice Greene_S7,Maurice Greene_S7,5
7,8,263,Maurice Greene_S7,Maurice Greene_S7,5
7,8,264,Maurice Greene_S7,Maurice Greene_S7,5
7,8,265,Maurice Greene_S7,Maurice Greene_S7,5
7,8,266,Maurice Greene_S7,Maurice Greene_S7,5
7,8,267,Maurice Greene_S7,Maurice Greene_S7,5
7,8,268,Maurice Greene_S7,Maurice Greene_S7,5
7,8,269,Maurice Greene_S7,Maurice Greene_S7,5
7,8,270,Maurice Greene_S7,Maurice Greene_S7,5
7,8,271,Maurice Greene_S7,Maurice Greene_S7,5
7,8,272,Maurice Greene_S7,Maurice Greene_S7,5
7,8,273,Maurice Greene_S7,Maurice Greene_S7,5
7,8,274,Maurice Greene_S7,Maurice Greene_S7,5
7,8,275,Maurice Greene_S7,Maurice Greene_S7,5
7,8,276,Maurice Greene_S7,Maurice Greene_S7,5
7,8,277,Maurice Greene_S7,Maurice Greene_S7,5
7,8,278,Maurice Greene_S7,Maurice Greene_S7,5
7,8,279,Maurice Greene_S7,Maurice Greene_S7,5
7,8,280,Maurice Greene_S7,Maurice Greene_S7,5
7,8,281,Maurice Greene_S7,Maurice Greene_S7,5
7,8,282,Maurice Greene_S7,Maurice Greene_S7,5
7,8,283,Maurice Greene_S7,Maurice Greene_S7,5
7,8,284,Maurice Greene_S7,Maurice Greene_S7,5
7,8,285,Maurice Greene_S7,Maurice Greene_S7,5
7,8,286,Maurice Greene_S7,Maurice Greene_S7,5
7,8,287,Maurice Greene_S7,Maurice Greene_S7,5
7,8,288,Maurice Greene_S7,Maurice Greene_S7,5
7,8,289,Maurice Greene_S7,Maurice Greene_S7,5
7,8,290,Maurice Greene_S7,Maurice Greene_S7,5
7,8,291,Maurice Greene_S7,Maurice Greene_S7,5
7,8,292,Maurice Greene_S7,Maurice Greene_S7,5
7,8,293,Maurice Greene_S7,Maurice Greene_S7,5
7,8,294,Maurice Greene_S7,Maurice Greene_S7,5
7,8,295,Maurice Greene_S7,Maurice Greene_S7,5
7,8,296,Maurice Greene_S7,Maurice Greene_S7,5
7,8,297,Maurice Greene_S7,Maurice Greene_S7,5
7,8,298,Maurice Greene_S7,Maurice Greene_S7,5
7,8,299,Maurice Greene_S7,Maurice Greene_S7,5
7,8,300,Maurice Greene_S7,Maurice Greene_S7,5
7,8,301,Maurice Greene_S7,Maurice Greene_S7,5
7,8,302,Maurice Greene_S7,Maurice Greene_S7,5
7,8,303,Maurice Greene_S7,Maurice Greene_S7,5
7,8,304,Maurice Greene_S7,Maurice Greene_S7,5
7,8,305,Maurice Greene_S7,Maurice Greene_S7,5
7,8,306,Maurice Greene_S7,Maurice Greene_S7,5
7,8,307,Maurice Greene_S7,Maurice Greene_S7,5
7,8,308,Maurice Greene_S7,Maurice Greene_S7,5
7,8,309,Maurice Greene_S7,Maurice Greene_S7,5
7,8,310,Maurice Greene_S7,Maurice Greene_S7,5
7,8,311,Maurice Greene_S7,Maurice Greene_S7,5
7,8,312,Maurice Greene_S7,Maurice Greene_S7,5
7,8,313,Maurice Greene_S7,Maurice Greene_S7,5
7,8,314,Maurice Greene_S7,Maurice Greene_S7,5
7,8,315,Maurice Greene_S7,Maurice Greene_S7,5
7,8,316,Maurice Greene_S7,Maurice Greene_S7,5
7,8,317,Maurice Greene_S7,Maurice Greene_S7,5
7,8,318,Maurice Greene_S7,Maurice Greene_S7,5
7,8,319,Maurice Greene_S7,Maurice Greene_S7,5
7,8,320,Maurice Greene_S7,Maurice Greene_S7,5
7,8,321,Maurice Greene_S7,Maurice Greene_S7,5
7,8,322,Maurice Greene_S7,Maurice Greene_S7,5
7,8,323,Maurice Greene_S7,Maurice Greene_S7,5
7,8,324,Maurice Greene_S7,Maurice Greene_S7,5
7,8,325,Maurice Greene_S7,Maurice Greene_S7,5
7,8,326,Maurice Greene_S7,Maurice Greene_S7,5
7,8,327,Maurice Greene_S7,Maurice Greene_S7,5
7,8,328,Maurice Greene_S7,Maurice Greene_S7,5
7,8,329,Maurice Greene_S7,Maurice Greene_S7,5
7,8,330,Maurice Greene_S7,Maurice Greene_S7,5
7,8,331,Maurice Greene_S7,Maurice Greene_S7,5
7,8,332,Maurice Greene_S7,Maurice Greene_S7,5
7,8,333,Maurice Greene_S7,Maurice Greene_S7,5
7,8,334,Maurice Greene_S7,Maurice Greene_S7,5
7,8,335,Maurice Greene_S7,Maurice Greene_S7,5
7,8,336,Maurice Greene_S7,Maurice Greene_S7,5
7,8,337,Maurice Greene_S7,Maurice Greene_S7,5
7,8,338,Maurice Greene_S7,Maurice Greene_S7,5
7,8,339,Maurice Greene_S7,Maurice Greene_S7,5
7,8,340,Maurice Greene_S7,Maurice Greene_S7,5
7,8,341,Maurice Greene_S7,Maurice Greene_S7,5
7,8,342,Maurice Greene_S7,Maurice Greene_S7,5
7,8,343,Maurice Greene_S7,Maurice Greene_S7,5
7,8,344,Maurice Greene_S7,Maurice Greene_S7,5
7,8,345,Maurice Greene_S7,Maurice Greene_S7,5
7,8,346,Maurice Greene_S7,Maurice Greene_S7,5
7,8,347,Maurice Greene_S7,Maurice Greene_S7,5
7,8,348,Maurice Greene_S7,Maurice Greene_S7,5
7,8,349,Maurice Greene_S7,Maurice Greene_S7,5
7,8,350,Maurice Greene_S7,Maurice Greene_S7,5
7,8,351,Maurice Greene_S7,Maurice Greene_S7,5
7,8,352,Maurice Greene_S7,Maurice Greene_S7,5
7,8,353,Maurice Greene_S7,Maurice Greene_S7,5
7,8,354,Maurice Greene_S7,Maurice Greene_S7,5
7,8,355,Maurice Greene_S7,Maurice Greene_S7,5
7,8,356,Maurice Greene_S7,Maurice Greene_S7,5
7,8,357,Maurice Greene_S7,Maurice Greene_S7,5
7,8,358,Maurice Greene_S7,Maurice Greene_S7,5
7,8,359,Maurice Greene_S7,Maurice Greene_S7,5
7,8,360,Maurice Greene_S7,Maurice Greene_S7,5
7,8,361,Maurice Greene_S7,Maurice Greene_S7,5
7,8,362,Maurice Greene_S7,Maurice Greene_S7,5
7,8,363,Maurice Greene_S7,Maurice Greene_S7,5
7,8,364,Maurice Greene_S7,Maurice Greene_S7,5
7,8,365,Maurice Greene_S7,Maurice Greene_S7,5
7,8,366,Maurice Greene_S7,Maurice Greene_S7,5
7,8,367,Maurice Greene_S7,Maurice Greene_S7,5
7,8,368,Maurice Greene_S7,Maurice Greene_S7,5
7,8,369,Maurice Greene_S7,Maurice Greene_S7,5
7,8,370,Maurice Greene_S7,Maurice Greene_S7,5
7,8,371,Maurice Greene_S7,Maurice Greene_S7,5
7,8,372,Maurice Greene_S7,Maurice Greene_S7,5
7,8,373,Maurice Greene_S7,Maurice Greene_S7,5
7,8,374,Maurice Greene_S7,Maurice Greene_S7,5
7,8,375,Maurice Greene_S7,Maurice Greene_S7,5
7,8,376,Maurice Greene_S7,Maurice Greene_S7,5
7,8,377,Maurice Greene_S7,Maurice Greene_S7,5
7,8,378,Maurice Greene_S7,Maurice Greene_S7,5
7,8,379,Maurice Greene_S7,Maurice Greene_S7,5
7,8,380,Maurice Greene_S7,Maurice Greene_S7,5
7,8,381,Maurice Greene_S7,Maurice Greene_S7,5
7,8,382,Maurice Greene_S7,Maurice Greene_S7,5
7,8,383,Maurice Greene_S7,Maurice Greene_S7,5
7,8,384,Maurice Greene_S7,Maurice Greene_S7,5
7,8,385,Maurice Greene_S7,Maurice Greene_S7,5
7,8,386,Maurice Greene_S7,Maurice Greene_S7,5
7,8,387,Maurice Greene_S7,Maurice Greene_S7,5
7,8,388,Maurice Greene_S7,Maurice Greene_S7,5
7,8,389,Maurice Greene_S7,Maurice Greene_S7,5
7,8,390,Maurice Greene_S7,Maurice Greene_S7,5
7,8,391,Maurice Greene_S7,Maurice Greene_S7,5
7,8,392,Maurice Greene_S7,Maurice Greene_S7,5
7,8,393,Maurice Greene_S7,Maurice Greene_S7,5
7,8,394,Maurice Greene_S7,Maurice Greene_S7,5
7,8,395,Maurice Greene_S7,Maurice Greene_S7,5
7,8,396,Maurice Greene_S7,Maurice Greene_S7,5
7,8,397,Maurice Greene_S7,Maurice Greene_S7,5
7,8,398,Maurice Greene_S7,Maurice Greene_S7,5
7,8,399,Maurice Greene_S7,Maurice Greene_S7,5
7,8,400,Maurice Greene_S7,Maurice Greene_S7,5
7,8,401,Maurice Greene_S7,Maurice Greene_S7,5
7,8,402,Maurice Greene_S7,Maurice Greene_S7,5
7,8,403,Maurice Greene_S7,Maurice Greene_S7,5
7,8,404,Maurice Greene_S7,Maurice Greene_S7,5
7,8,405,Maurice Greene_S7,Maurice Greene_S7,5
7,8,406,Maurice Greene_S7,Maurice Greene_S7,5
7,8,407,Maurice Greene_S7,Maurice Greene_S7,5
7,8,408,Maurice Greene_S7,Maurice Greene_S7,5
7,8,409,Maurice Greene_S7,Maurice Greene_S7,5
7,8,410,Maurice Greene_S7,Maurice Greene_S7,5
7,8,411,Maurice Greene_S7,Maurice Greene_S7,5
7,8,412,Maurice Greene_S7,Maurice Greene_S7,5
7,8,413,Maurice Greene_S7,Maurice Greene_S7,5
7,8,414,Maurice Greene_S7,Maurice Greene_S7,5
7,8,415,Maurice Greene_S7,Maurice Greene_S7,5
7,8,416,Maurice Greene_S7,Maurice Greene_S7,5
7,8,417,Maurice Greene_S7,Maurice Greene_S7,5
