season,week,contestant_id,fan_percent,judge_percent,left_contestants,fan_rank,judge_rank,rank_sum,percent_sum,rank_rank,percent_rank,rev_rank_rank,rev_percent_rank,week_rank,season_weeks,voting_method,week_elim,max_week_in_season,rank_rank_is_eliminated,percent_rank_is_eliminated
10,5,Jake Pavelka_S10,0.13442890174950234,0.1329479768786127,8,3,3,6,0.26737687862811504,1,3,8,6,3,10,percentage,1,10,false,false
10,5,Kate Gosselin_S10,0.10006336269334222,0.08670520231213873,8,8,8,16,0.18676856500548095,8,8,1,1,8,10,percentage,1,10,true,true
10,5,Nicole Scherzinger_S10,0.12492844355033025,0.1676300578034682,8,5,1,6,0.29255850135379846,3,1,6,8,1,10,percentage,1,10,false,false
10,5,Niecy Nash_S10,0.13927166221676562,0.10404624277456648,8,1,6,7,0.2433179049913321,4,4,5,5,6,10,percentage,1,10,false,false
10,5,Pamela Anderson_S10,0.11956273541118802,0.12138728323699421,8,6,5,11,0.24095001864818222,6,6,3,3,5,10,percentage,1,10,false,false
10,6,Chad Ochocinco_S10,0.15497814938419902,0.14832537716633498,7,3,3,6,0.303303526550534,2,2,6,6,3,10,percentage,1,10,false,false
10,6,Erin Andrews_S10,0.12577603536121656,0.16267997069846646,7,6,2,8,0.288456006059683,5,3,3,5,2,10,percentage,1,10,false,false
10,6,Evan Lysacek_S10,0.15914839344235238,0.12918703555466454,7,2,5,7,0.2883354289970169,4,4,4,4,5,10,percentage,1,10,false,false
10,6,Jake Pavelka_S10,0.10620363426077548,0.1196171470430762,7,7,7,14,0.2258207813038517,7,7,1,1,7,10,percentage,1,10,true,true
10,6,Nicole Scherzinger_S10,0.1544620021429976,0.17224890226905065,7,4,1,5,0.32671090441204825,1,1,7,7,1,10,percentage,1,10,false,false
10,6,Niecy Nash_S10,0.16060285325665463,0.1244013735931173,7,1,6,7,0.28500422684977195,3,5,5,3,6,10,percentage,1,10,false,false
10,6,Pamela Anderson_S10,0.13882893215180395,0.1435401936752898,7,5,4,9,0.2823691258270937,6,6,2,2,4,10,percentage,1,10,false,false
10,7,Chad Ochocinco_S10,0.18552731476647435,0.16720257234726688,6,1,3,4,0.3527298871137412,1,3,6,4,3,10,percentage,1,10,false,false
10,7,Erin Andrews_S10,0.16044721694379652,0.1639871382636656,6,5,4,9,0.3244343552074621,5,5,2,2,4,10,percentage,1,10,false,false
10,7,Evan Lysacek_S10,0.1837363877971856,0.17363344051446947,6,3,1,4,0.3573698283116551,2,1,5,6,2,10,percentage,1,10,false,false
10,7,Nicole Scherzinger_S10,0.17914646835762343,0.17363344051446947,6,4,1,5,0.3527799088720929,3,2,4,5,1,10,percentage,1,10,false,false
10,7,Niecy Nash_S10,0.1841902280162488,0.15755627009646303,6,2,6,8,0.34174649811271185,4,4,3,3,6,10,percentage,1,10,false,false
10,7,Pamela Anderson_S10,0.10695238411867065,0.1639871382636656,6,6,4,10,0.27093952238233626,6,6,1,1,5,10,percentage,1,10,true,true
10,8,Chad Ochocinco_S10,0.22574130375435794,0.17786561264822134,5,1,4,5,0.4036069164025793,3,3,3,3,4,10,percentage,1,10,false,false
10,8,Erin Andrews_S10,0.18500688062800785,0.20948616600790515,5,4,2,6,0.394493046635913,4,4,2,2,3,10,percentage,1,10,false,false
10,8,Evan Lysacek_S10,0.2171750825966324,0.20948616600790515,5,2,2,4,0.4266612486045376,1,2,5,4,2,10,percentage,1,10,false,false
10,8,Nicole Scherzinger_S10,0.20916427127440804,0.233201581027668,5,3,1,4,0.44236585230207603,2,1,4,5,1,10,percentage,1,10,false,false
10,8,Niecy Nash_S10,0.1629124617465939,0.16996047430830039,5,5,5,10,0.3328729360548943,5,5,1,1,5,10,percentage,1,10,true,true
10,9,Chad Ochocinco_S10,0.20080888636649097,0.23008849557522124,4,4,4,8,0.43089738194171223,4,4,1,1,4,10,percentage,1,10,true,true
10,9,Erin Andrews_S10,0.2482980634837221,0.24778761061946902,4,3,3,6,0.49608567410319115,3,3,2,2,3,10,percentage,1,10,false,false
10,9,Evan Lysacek_S10,0.278220984875525,0.2610619469026549,4,1,1,2,0.5392829317781799,1,1,4,4,2,10,percentage,1,10,false,false
10,9,Nicole Scherzinger_S10,0.27267206527426235,0.2610619469026549,4,2,1,3,0.5337340121769172,2,2,3,3,1,10,percentage,1,10,false,false
10,10,Erin Andrews_S10,0.2401086496553562,0.32661232765023673,3,3,2,5,0.5667209773055929,3,3,1,1,2,10,percentage,3,10,true,true
10,10,Evan Lysacek_S10,0.3471796063196555,0.325268368450467,3,2,3,5,0.6724479747701225,2,2,2,2,3,10,percentage,3,10,true,true
10,10,Nicole Scherzinger_S10,0.41271174402498956,0.3481193038992962,3,1,1,2,0.7608310479242857,1,1,3,3,1,10,percentage,3,10,true,true
11,1,Audrina Patridge_S11,0.087164436379293,0.08370044052863436,12,5,5,10,0.17086487690792734,4,6,9,7,5,10,percentage,1,10,false,false
11,1,Brandy_S11,0.08401492640173713,0.1013215859030837,12,8,2,10,0.18533651230482084,5,2,8,11,2,10,percentage,1,10,false,false
11,1,Bristol Palin_S11,0.08314173376649224,0.07929515418502203,12,10,7,17,0.16243688795151429,10,8,3,5,8,10,percentage,1,10,false,false
11,1,David Hasselhoff_S11,0.05560886206543876,0.06607929515418502,12,12,11,23,0.12168815721962378,12,12,1,1,10,10,percentage,1,10,true,true
11,1,Florence Henderson_S11,0.08648352299880574,0.07929515418502203,12,6,7,13,0.16577867718382777,7,7,6,6,7,10,percentage,1,10,false,false
11,1,Jennifer Grey_S11,0.08768309865223348,0.10572687224669604,12,3,1,4,0.19340997089892953,1,1,12,12,1,10,percentage,1,10,false,false
11,1,Kurt Warner_S11,0.08778556183268459,0.08370044052863436,12,2,5,7,0.17148600236131895,2,5,11,8,6,10,percentage,1,10,false,false
11,1,Kyle Massey_S11,0.08303160509344609,0.1013215859030837,12,11,2,13,0.1843531909965298,8,3,5,10,3,10,percentage,1,10,false,false
11,1,Margaret Cho_S11,0.08370898820784925,0.06607929515418502,12,9,11,20,0.14978828336203426,11,11,2,2,12,10,percentage,1,10,false,false
11,1,Michael Bolton_S11,0.08487889460690792,0.07048458149779736,12,7,9,16,0.1553634761047053,9,10,4,3,9,10,percentage,1,10,false,false
11,1,Rick Fox_S11,0.08717626169653703,0.09691629955947137,12,4,4,8,0.1840925612560084,3,4,10,9,4,10,percentage,1,10,false,false
11,1,The Situation_S11,0.08932210829857441,0.06607929515418502,12,1,11,12,0.15540140345275943,6,9,7,4,11,10,percentage,1,10,false,false
11,2,Audrina Patridge_S11,0.09157245855826865,0.10407239819004525,11,7,2,9,0.1956448567483139,6,2,6,10,2,10,percentage,1,10,false,false
11,2,Brandy_S11,0.09127538347094544,0.09502262443438914,11,8,6,14,0.18629800790533457,8,7,4,5,7,10,percentage,1,10,false,false
11,2,Bristol Palin_S11,0.09367152491337817,0.09954751131221719,11,4,3,7,0.19321903622559536,3,3,9,9,4,10,percentage,1,10,false,false
11,2,Florence Henderson_S11,0.08877562871444404,0.08597285067873303,11,10,8,18,0.17474847939317706,10,9,2,3,8,10,percentage,1,10,false,false
11,2,Jennifer Grey_S11,0.09288075259841454,0.1085972850678733,11,5,1,6,0.20147803766628786,1,1,11,11,1,10,percentage,1,10,false,false
11,2,Kurt Warner_S11,0.09597876557180823,0.09502262443438914,11,2,6,8,0.19100139000619737,4,6,8,6,5,10,percentage,1,10,false,false
11,2,Kyle Massey_S11,0.09240137695481304,0.09954751131221719,11,6,3,9,0.19194888826703022,5,5,7,7,3,10,percentage,1,10,false,false
11,2,Margaret Cho_S11,0.0890389663629303,0.08144796380090498,11,9,9,18,0.17048693016383526,9,10,3,2,9,10,percentage,1,10,false,false
11,2,Michael Bolton_S11,0.07233572566844991,0.05429864253393665,11,11,11,22,0.12663436820238655,11,11,1,1,11,10,percentage,1,10,true,true
11,2,Rick Fox_S11,0.09796156855563647,0.09502262443438914,11,1,6,7,0.19298419299002562,2,4,10,8,6,10,percentage,1,10,false,false
11,2,The Situation_S11,0.09410784863091039,0.08144796380090498,11,3,9,12,0.17555581243181537,7,8,5,4,10,10,percentage,1,10,false,false
11,3,Audrina Patridge_S11,0.10318213399596268,0.11764705882352941,10,7,1,8,0.2208291928194921,4,1,7,10,1,10,percentage,1,10,false,false
11,3,Brandy_S11,0.1030623248481422,0.1085972850678733,10,8,3,11,0.2116596099160155,8,4,3,7,3,10,percentage,1,10,false,false
11,3,Bristol Palin_S11,0.10540119019284278,0.08597285067873303,10,1,9,10,0.1913740408715758,6,8,5,3,9,10,percentage,1,10,false,false
11,3,Florence Henderson_S11,0.10034445234763667,0.09049773755656108,10,9,7,16,0.19084218990419777,9,9,2,2,7,10,percentage,1,10,false,false
11,3,Jennifer Grey_S11,0.1039112833756915,0.1085972850678733,10,4,3,7,0.2125085684435648,1,2,10,9,4,10,percentage,1,10,false,false
11,3,Kurt Warner_S11,0.10475095284455807,0.10407239819004525,10,3,5,8,0.2088233510346033,2,5,9,6,6,10,percentage,1,10,false,false
11,3,Kyle Massey_S11,0.10341720356144085,0.10407239819004525,10,6,5,11,0.20748960175148612,7,6,4,5,5,10,percentage,1,10,false,false
11,3,Margaret Cho_S11,0.06716984591005816,0.08144796380090498,10,10,10,20,0.14861780971096314,10,10,1,1,10,10,percentage,1,10,true,true
11,3,Rick Fox_S11,0.10378823307315038,0.1085972850678733,10,5,3,8,0.2123855181410237,3,3,8,8,2,10,percentage,1,10,false,false
11,3,The Situation_S11,0.1049723798505172,0.09049773755656108,10,2,7,9,0.1954701174070783,5,7,6,4,8,10,percentage,1,10,false,false
11,4,Audrina Patridge_S11,0.11256325582935071,0.12849162011173185,9,7,3,10,0.24105487594108255,6,3,4,7,3,10,percentage,1,10,false,false
11,4,Brandy_S11,0.10824740598456357,0.1340782122905028,9,8,2,10,0.24232561827506638,7,2,3,8,2,10,percentage,1,10,false,false
11,4,Bristol Palin_S11,0.11742383550639414,0.0893854748603352,9,3,8,11,0.20680931036672934,8,8,2,2,8,10,percentage,1,10,false,false
11,4,Florence Henderson_S11,0.11333173479977479,0.09776536312849161,9,4,6,10,0.21109709792826642,4,7,6,3,6,10,percentage,1,10,false,false
11,4,Jennifer Grey_S11,0.11324780936974443,0.1564245810055866,9,5,1,6,0.26967239037533103,2,1,8,9,1,10,percentage,1,10,false,false
11,4,Kurt Warner_S11,0.11867812586494243,0.09497206703910614,9,2,7,9,0.21365019290404857,3,6,7,4,7,10,percentage,1,10,false,false
11,4,Kyle Massey_S11,0.11265781715522843,0.11173184357541899,9,6,4,10,0.22438966073064742,5,5,5,5,4,10,percentage,1,10,false,false
11,4,Rick Fox_S11,0.1188123907850564,0.10893854748603352,9,1,5,6,0.22775093827108991,1,4,9,6,5,10,percentage,1,10,false,false
11,4,The Situation_S11,0.08503762470494537,0.0782122905027933,9,9,9,18,0.16324991520773868,9,9,1,1,9,10,percentage,1,10,true,true
11,5,Audrina Patridge_S11,0.13089962813561393,0.12637362637362637,8,4,5,9,0.2572732545092403,6,5,3,4,5,10,percentage,1,10,false,false
11,5,Brandy_S11,0.12710023198162337,0.14835164835164835,8,7,1,8,0.2754518803332717,3,1,6,8,1,10,percentage,1,10,false,false
11,5,Bristol Palin_S11,0.13784176312024637,0.0989010989010989,8,1,8,9,0.23674286202134526,4,7,5,2,8,10,percentage,1,10,false,false
11,5,Florence Henderson_S11,0.08086292305775204,0.11538461538461539,8,8,6,14,0.19624753844236742,8,8,1,1,6,10,percentage,1,10,true,true
11,5,Jennifer Grey_S11,0.13014388842854302,0.13736263736263737,8,5,2,7,0.2675065257911804,2,2,7,7,2,10,percentage,1,10,false,false
11,5,Kurt Warner_S11,0.1315337106527665,0.13186813186813187,8,3,3,6,0.2634018425208984,1,3,8,6,4,10,percentage,1,10,false,false
11,5,Kyle Massey_S11,0.1337368388800021,0.10989010989010989,8,2,7,9,0.24362694877011198,5,6,4,3,7,10,percentage,1,10,false,false
11,5,Rick Fox_S11,0.12788101574345284,0.13186813186813187,8,6,3,9,0.25974914761158474,7,4,2,5,3,10,percentage,1,10,false,false
11,6,Audrina Patridge_S11,0.07862692352526843,0.15458892856159417,7,7,2,9,0.2332158520868626,6,7,2,1,2,10,percentage,1,10,false,true
11,6,Brandy_S11,0.1438828720001489,0.1739131484985698,7,6,1,7,0.3177960204987187,3,1,5,7,1,10,percentage,1,10,false,false
11,6,Bristol Palin_S11,0.1513310502906762,0.13526519171803963,7,4,6,10,0.2865962420087158,7,5,1,3,6,10,percentage,1,10,true,false
11,6,Jennifer Grey_S11,0.15612323241701895,0.14009709211577043,7,2,5,7,0.29622032453278935,2,3,6,5,5,10,percentage,1,10,false,false
11,6,Kurt Warner_S11,0.16819428753029605,0.1062800695461289,7,1,7,8,0.274474357076425,4,6,4,2,7,10,percentage,1,10,false,false
11,6,Kyle Massey_S11,0.1487614667191444,0.14492754323323798,7,5,4,9,0.29368900995238234,5,4,3,4,4,10,percentage,1,10,false,false
11,6,Rick Fox_S11,0.15308016751744638,0.14492802632665908,7,3,3,6,0.2980081938441055,1,2,7,6,3,10,percentage,1,10,false,false
11,7,Brandy_S11,0.17222951338506365,0.1750599520383693,6,5,1,6,0.347289465423433,3,3,4,4,1,10,percentage,1,10,false,false
11,7,Bristol Palin_S11,0.18002534536772472,0.15587529976019185,6,2,6,8,0.33590064512791656,4,5,3,2,6,10,percentage,1,10,false,false
11,7,Jennifer Grey_S11,0.17365103703764975,0.1750599520383693,6,4,1,5,0.34871098907601905,2,2,5,5,2,10,percentage,1,10,false,false
11,7,Kurt Warner_S11,0.18269274819427056,0.16786570743405277,6,1,3,4,0.35055845562832333,1,1,6,6,3,10,percentage,1,10,false,false
11,7,Kyle Massey_S11,0.17874193512707118,0.1606714628297362,6,3,5,8,0.33941339795680736,5,4,2,3,5,10,percentage,1,10,false,false
11,7,Rick Fox_S11,0.11265942088821933,0.16546762589928057,6,6,4,10,0.2781270467874999,6,6,1,1,4,10,percentage,1,10,true,true
11,8,Brandy_S11,0.2068595942371462,0.21509433962264152,5,4,1,5,0.42195393385978774,3,3,3,3,1,10,percentage,1,10,false,false
11,8,Bristol Palin_S11,0.2195664993927528,0.17735849056603772,5,1,5,6,0.39692498995879055,4,4,2,2,5,10,percentage,1,10,false,false
11,8,Jennifer Grey_S11,0.20910947641972408,0.21509433962264152,5,3,1,4,0.42420381604236557,1,1,5,5,2,10,percentage,1,10,false,false
11,8,Kurt Warner_S11,0.15247904357670963,0.1811320754716981,5,5,4,9,0.33361111904840773,5,5,1,1,4,10,percentage,1,10,true,true
11,8,Kyle Massey_S11,0.21198538637366768,0.21132075471698114,5,2,3,5,0.4233061410906488,2,2,4,4,3,10,percentage,1,10,false,false
11,9,Brandy_S11,0.18140095605932288,0.25,4,4,3,7,0.4314009560593229,4,4,1,1,3,10,percentage,1,10,true,true
11,9,Bristol Palin_S11,0.276751265572866,0.2324561403508772,4,1,4,5,0.5092074059237433,3,3,2,2,4,10,percentage,1,10,false,false
11,9,Jennifer Grey_S11,0.27082539096546504,0.2631578947368421,4,3,1,4,0.5339832857023071,2,1,3,4,1,10,percentage,1,10,false,false
11,9,Kyle Massey_S11,0.27102238740234674,0.2543859649122807,4,2,2,4,0.5254083523146275,1,2,4,3,2,10,percentage,1,10,false,false
11,10,Bristol Palin_S11,0.2670607878868056,0.3092368897274451,3,3,3,6,0.5762976776142508,3,3,1,1,3,10,percentage,3,10,true,true
11,10,Jennifer Grey_S11,0.3941085011852679,0.36144665408832316,3,1,1,2,0.7555551552735911,1,1,3,3,1,10,percentage,3,10,true,true
11,10,Kyle Massey_S11,0.3388307109279275,0.3293164561842318,3,2,2,4,0.6681471671121593,2,2,2,2,2,10,percentage,3,10,true,true
12,1,Chelsea Kane_S12,0.09045587356520324,0.10144927536231885,11,9,3,12,0.19190514892752208,8,4,4,8,4,10,percentage,0,10,false,false
12,1,Chris Jericho_S12,0.09338719341990243,0.09178743961352658,11,4,5,9,0.18517463303342901,4,5,8,7,6,10,percentage,0,10,false,false
12,1,Hines Ward_S12,0.09653589820550672,0.10144927536231885,11,2,3,5,0.19798517356782558,2,3,10,9,3,10,percentage,0,10,false,false
12,1,Kendra Wilkinson_S12,0.09330903073094136,0.08695652173913043,11,5,7,12,0.1802655524700718,6,7,6,5,8,10,percentage,0,10,false,false
12,1,Kirstie Alley_S12,0.09264577221021587,0.1111111111111111,11,6,2,8,0.20375688332132696,3,2,9,10,2,10,percentage,0,10,false,false
12,1,Mike Catherwood_S12,0.08056924319929748,0.06280193236714976,11,10,11,21,0.14337117556644724,11,11,1,1,11,10,percentage,0,10,false,false
12,1,Petra Nemcova_S12,0.07965081863997296,0.08695652173913043,11,11,7,18,0.1666073403791034,10,9,2,3,7,10,percentage,0,10,false,false
12,1,Ralph Macchio_S12,0.09395511034945628,0.11594202898550725,11,3,1,4,0.2098971393349635,1,1,11,11,1,10,percentage,0,10,false,false
12,1,Romeo_S12,0.0909730984170202,0.09178743961352658,11,7,5,12,0.18276053803054676,7,6,5,6,5,10,percentage,0,10,false,false
12,1,Sugar Ray Leonard_S12,0.09771047672286887,0.0821256038647343,11,1,9,10,0.17983608058760317,5,8,7,4,9,10,percentage,0,10,false,false
12,1,Wendy Williams_S12,0.09080748453961425,0.06763285024154589,11,8,10,18,0.15844033478116015,9,10,3,2,10,10,percentage,0,10,false,false
12,2,Chelsea Kane_S12,0.09604127718106509,0.08333333333333333,11,4,7,11,0.1793746105143984,5,7,7,5,8,10,percentage,1,10,false,false
12,2,Chris Jericho_S12,0.09642446373743392,0.10648148148148148,11,3,2,5,0.20290594521891542,1,1,11,11,1,10,percentage,1,10,false,false
12,2,Hines Ward_S12,0.09566604972036041,0.10648148148148148,11,6,2,8,0.2021475312018419,2,2,10,10,2,10,percentage,1,10,false,false
12,2,Kendra Wilkinson_S12,0.09424619805351064,0.08796296296296297,11,8,6,14,0.1822091610164736,9,6,3,6,6,10,percentage,1,10,false,false
12,2,Kirstie Alley_S12,0.09593270935681401,0.09259259259259259,11,5,5,10,0.1885253019494066,3,5,9,7,5,10,percentage,1,10,false,false
12,2,Mike Catherwood_S12,0.05409804219238033,0.0787037037037037,11,11,10,21,0.13280174589608404,11,11,1,1,9,10,percentage,1,10,true,true
12,2,Petra Nemcova_S12,0.08554549383802816,0.08333333333333333,11,10,7,17,0.1688788271713615,10,10,2,2,7,10,percentage,1,10,false,false
12,2,Ralph Macchio_S12,0.09552259969903759,0.09722222222222222,11,7,4,11,0.1927448219212598,6,4,6,8,4,10,percentage,1,10,false,false
12,2,Romeo_S12,0.09071074642095217,0.10648148148148148,11,9,2,11,0.19719222790243365,7,3,5,9,3,10,percentage,1,10,false,false
12,2,Sugar Ray Leonard_S12,0.09711477098928163,0.0787037037037037,11,2,10,12,0.17581847469298534,8,9,4,3,11,10,percentage,1,10,false,false
12,2,Wendy Williams_S12,0.09869764881113674,0.0787037037037037,11,1,10,11,0.17740135251484046,4,8,8,4,10,10,percentage,1,10,false,false
12,3,Chelsea Kane_S12,0.10314590517590135,0.10747663551401869,10,5,3,8,0.21062254068992003,3,2,8,9,3,10,percentage,1,10,false,false
12,3,Chris Jericho_S12,0.10783710091302336,0.09813084112149532,10,1,6,7,0.20596794203451868,2,5,9,6,7,10,percentage,1,10,false,false
12,3,Hines Ward_S12,0.10317895178312148,0.11682242990654206,10,4,1,5,0.22000138168966354,1,1,10,10,2,10,percentage,1,10,false,false
12,3,Kendra Wilkinson_S12,0.10043831939926132,0.10747663551401869,10,8,3,11,0.20791495491328,7,3,4,8,4,10,percentage,1,10,false,false
12,3,Kirstie Alley_S12,0.10253530229227989,0.09813084112149532,10,6,6,12,0.2006661434137752,8,7,3,4,6,10,percentage,1,10,false,false
12,3,Petra Nemcova_S12,0.08956841996163552,0.11682242990654206,10,9,1,10,0.20639084986817757,6,4,5,7,1,10,percentage,1,10,false,false
12,3,Ralph Macchio_S12,0.10530420639089752,0.09813084112149532,10,3,6,9,0.20343504751239283,4,6,7,5,5,10,percentage,1,10,false,false
12,3,Romeo_S12,0.10167202927179644,0.09345794392523364,10,7,8,15,0.19512997319703007,9,9,2,2,9,10,percentage,1,10,false,false
12,3,Sugar Ray Leonard_S12,0.10646280145412722,0.09345794392523364,10,2,8,10,0.19992074537936086,5,8,6,3,8,10,percentage,1,10,false,false
12,3,Wendy Williams_S12,0.07985696335795701,0.07009345794392523,10,10,10,20,0.14995042130188224,10,10,1,1,10,10,percentage,1,10,true,true
12,4,Chelsea Kane_S12,0.11288677761133145,0.1262135922330097,9,7,1,8,0.23910036984434116,4,2,6,8,1,10,percentage,1,10,false,false
12,4,Chris Jericho_S12,0.11891477426219502,0.11165048543689321,9,2,5,7,0.23056525969908823,2,4,8,6,4,10,percentage,1,10,false,false
12,4,Hines Ward_S12,0.11833083298688753,0.12135922330097088,9,3,2,5,0.2396900562878584,1,1,9,9,2,10,percentage,1,10,false,false
12,4,Kendra Wilkinson_S12,0.1238139867192305,0.08737864077669903,9,1,9,10,0.21119262749592954,5,8,5,2,9,10,percentage,1,10,false,false
12,4,Kirstie Alley_S12,0.1169042251073241,0.10679611650485436,9,4,7,11,0.22370034161217844,6,6,4,4,7,10,percentage,1,10,false,false
12,4,Petra Nemcova_S12,0.10413741909797555,0.11165048543689321,9,8,5,13,0.21578790453486876,8,7,2,3,6,10,percentage,1,10,false,false
12,4,Ralph Macchio_S12,0.11585073940995244,0.12135922330097088,9,5,2,7,0.23720996271092332,3,3,7,7,3,10,percentage,1,10,false,false
12,4,Romeo_S12,0.11562261714924922,0.11165048543689321,9,6,5,11,0.22727310258614242,7,5,3,5,5,10,percentage,1,10,false,false
12,4,Sugar Ray Leonard_S12,0.0735386276558548,0.10194174757281553,9,9,8,17,0.17548037522867033,9,9,1,1,8,10,percentage,1,10,true,true
12,5,Chelsea Kane_S12,0.1281214808995761,0.13402061855670103,8,6,3,9,0.2621420994562771,5,3,4,6,4,10,percentage,1,10,false,false
12,5,Chris Jericho_S12,0.1321354432345542,0.13402061855670103,8,3,3,6,0.2661560617912552,2,2,7,7,2,10,percentage,1,10,false,false
12,5,Hines Ward_S12,0.131234964436969,0.13917525773195877,8,4,1,5,0.27041022216892774,1,1,8,8,1,10,percentage,1,10,false,false
12,5,Kendra Wilkinson_S12,0.13372498216747614,0.1134020618556701,8,2,7,9,0.24712704402314623,4,7,5,2,8,10,percentage,1,10,false,false
12,5,Kirstie Alley_S12,0.13046127298050408,0.11855670103092783,8,5,5,10,0.24901797401143191,6,6,3,3,5,10,percentage,1,10,false,false
12,5,Petra Nemcova_S12,0.08014464247390866,0.1134020618556701,8,8,7,15,0.19354670432957877,8,8,1,1,7,10,percentage,1,10,true,true
12,5,Ralph Macchio_S12,0.13618868941454582,0.1134020618556701,8,1,7,8,0.2495907512702159,3,5,6,4,6,10,percentage,1,10,false,false
12,5,Romeo_S12,0.1279885243924665,0.13402061855670103,8,7,3,10,0.26200914294916755,7,4,2,5,3,10,percentage,1,10,false,false
12,6,Chelsea Kane_S12,0.14793087266644483,0.15555555555555556,7,4,1,5,0.3034864282220004,1,1,7,7,1,10,percentage,1,10,false,false
12,6,Chris Jericho_S12,0.10525272241058782,0.12222222222222222,7,7,7,14,0.22747494463281004,7,7,1,1,7,10,percentage,1,10,true,true
12,6,Hines Ward_S12,0.14930757747791737,0.15,7,3,3,6,0.29930757747791736,2,3,6,5,3,10,percentage,1,10,false,false
12,6,Kendra Wilkinson_S12,0.15025344510499086,0.1388888888888889,7,2,5,7,0.2891423339938798,4,5,4,3,5,10,percentage,1,10,false,false
12,6,Kirstie Alley_S12,0.14723192584655895,0.14444444444444443,7,5,4,9,0.29167637029100335,6,4,2,4,4,10,percentage,1,10,false,false
12,6,Ralph Macchio_S12,0.15389086876390853,0.13333333333333333,7,1,6,7,0.28722420209724187,3,6,5,2,6,10,percentage,1,10,false,false
12,6,Romeo_S12,0.14613258772959192,0.15555555555555556,7,6,1,7,0.3016881432851475,5,2,3,6,2,10,percentage,1,10,false,false
12,7,Chelsea Kane_S12,0.17524124588617324,0.16976127320954906,6,5,3,8,0.3450025190957223,5,3,2,4,3,10,percentage,1,10,false,false
12,7,Hines Ward_S12,0.1759540110077532,0.17506631299734748,6,4,1,5,0.3510203240051007,2,2,5,5,1,10,percentage,1,10,false,false
12,7,Kendra Wilkinson_S12,0.11252174354423539,0.16180371352785147,6,6,4,10,0.2743254570720869,6,6,1,1,4,10,percentage,1,10,true,true
12,7,Kirstie Alley_S12,0.1804304433017005,0.15915119363395225,6,1,5,6,0.33958163693565274,3,4,4,3,5,10,percentage,1,10,false,false
12,7,Ralph Macchio_S12,0.17773118156502096,0.17506631299734748,6,3,1,4,0.3527974945623684,1,1,6,6,2,10,percentage,1,10,false,false
12,7,Romeo_S12,0.178121374695116,0.15915119363395225,6,2,5,7,0.33727256832906827,4,5,3,2,6,10,percentage,1,10,false,false
12,8,Chelsea Kane_S12,0.21177279601619683,0.21153846153846154,5,4,1,5,0.42331125755465837,3,1,3,5,1,10,percentage,1,10,false,false
12,8,Hines Ward_S12,0.213549651592077,0.2076923076923077,5,3,2,5,0.4212419592843847,2,2,4,4,2,10,percentage,1,10,false,false
12,8,Kirstie Alley_S12,0.21462819574675096,0.20384615384615384,5,2,3,5,0.4184743495929048,1,3,5,3,3,10,percentage,1,10,false,false
12,8,Ralph Macchio_S12,0.2227761861549384,0.17692307692307693,5,1,5,6,0.39969926307801534,4,4,2,2,5,10,percentage,1,10,false,false
12,8,Romeo_S12,0.13727317049003734,0.2,5,5,4,9,0.33727317049003736,5,5,1,1,4,10,percentage,1,10,true,true
12,9,Chelsea Kane_S12,0.2535689732830368,0.31063829787234043,4,3,1,4,0.5642072711553772,3,1,2,4,1,10,percentage,1,10,false,false
12,9,Hines Ward_S12,0.2694089941429924,0.2553191489361702,4,2,2,4,0.5247281430791626,2,2,3,3,2,10,percentage,1,10,false,false
12,9,Kirstie Alley_S12,0.2709646879896815,0.2297872340425532,4,1,3,4,0.5007519220322347,1,3,4,2,3,10,percentage,1,10,false,false
12,9,Ralph Macchio_S12,0.20605734458428993,0.20425531914893616,4,4,4,8,0.41031266373322606,4,4,1,1,4,10,percentage,1,10,true,true
12,10,Chelsea Kane_S12,0.25641487712829214,0.33969480071129965,3,3,1,4,0.5961096778395918,2,3,2,1,2,10,percentage,3,10,true,true
12,10,Hines Ward_S12,0.40163107734388187,0.33969480071129965,3,1,1,2,0.7413258780551815,1,1,3,3,1,10,percentage,3,10,true,true
12,10,Kirstie Alley_S12,0.3419540455278271,0.32061039857740076,3,2,3,5,0.6625644441052279,3,2,1,2,3,10,percentage,3,10,true,true
13,1,Carson Kressley_S13,0.08749380784103773,0.07834101382488479,12,4,7,11,0.1658348216659225,2,8,11,5,8,10,percentage,1,10,false,false
13,1,Chaz Bono_S13,0.08814802943687826,0.07834101382488479,12,2,7,9,0.16648904326176306,1,7,12,6,7,10,percentage,1,10,false,false
13,1,Chynna Phillips_S13,0.08089783718370175,0.10138248847926268,12,11,1,12,0.18228032566296443,9,2,4,11,1,10,percentage,1,10,false,false
13,1,David Arquette_S13,0.08491795406743725,0.08294930875576037,12,7,6,13,0.16786726282319764,10,6,3,7,6,10,percentage,1,10,false,false
13,1,Elisabetta Canalis_S13,0.09020775952838468,0.06912442396313365,12,1,11,12,0.15933218349151834,5,11,8,2,11,10,percentage,1,10,false,false
13,1,Hope Solo_S13,0.08280361167892633,0.0967741935483871,12,9,3,12,0.17957780522731343,8,3,5,10,3,10,percentage,1,10,false,false
13,1,J.R. Martinez_S13,0.0822842349161078,0.10138248847926268,12,10,1,11,0.1836667233953705,4,1,9,12,2,10,percentage,1,10,false,false
13,1,Kristin Cavallari_S13,0.0857114388340025,0.08755760368663594,12,6,5,11,0.17326904252063846,3,5,10,8,5,10,percentage,1,10,false,false
