season,week,n_contestants,n_simulations,ODP,Stability_A_contestant,Stability_A_prob,Stability_B_contestant,Stability_B_prob,Unique_Eliminated_A,Unique_Eliminated_B
30,6,10,1000,0.001,Kenya Moore_S30,0.999,Kenya Moore_S30,1.0,2,1
30,7,9,1000,0.0,"Mike ""The Miz"" Mizanin_S30",1.0,"Mike ""The Miz"" Mizanin_S30",1.0,1,1
30,8,8,1000,0.022,Jimmie Allen_S30,0.978,Jimmie Allen_S30,1.0,2,1
30,9,6,1000,0.0,Cody Rigsby_S30,1.0,Cody Rigsby_S30,1.0,1,1
30,10,4,1000,1.0,Amanda Kloots_S30,1.0,Cody Rigsby_S30,1.0,1,1
31,1,16,1000,1.0,Jason Lewis_S31,1.0,Vinny Guadagnino_S31,1.0,1,1
31,2,15,1000,0.967,Teresa Giudice_S31,0.967,Cheryl Ladd_S31,1.0,2,1
31,3,14,1000,1.0,Cheryl Ladd_S31,0.999,Vinny Guadagnino_S31,1.0,2,1
31,4,13,1000,0.0,Sam Champion_S31,1.0,Sam Champion_S31,1.0,1,1
31,5,12,1000,0.981,Joseph Baena_S31,0.96,Vinny Guadagnino_S31,1.0,3,1
31,6,10,1000,1.0,Jessie James Decker_S31,1.0,Vinny Guadagnino_S31,1.0,1,1
31,7,9,1000,1.0,Jordin Sparks_S31,1.0,Vinny Guadagnino_S31,1.0,1,1
31,8,8,1000,0.035,Vinny Guadagnino_S31,0.965,Vinny Guadagnino_S31,1.0,5,1
31,9,6,1000,0.287,Trevor Donovan_S31,0.713,Trevor Donovan_S31,1.0,4,1
31,10,4,1000,0.0,Shangela_S31,1.0,Shangela_S31,1.0,1,1
32,1,14,1000,0.0,Matt Walsh_S32,1.0,Matt Walsh_S32,1.0,1,1
32,2,13,1000,0.955,Jamie Lynn Spears_S32,0.943,Mauricio Umansky_S32,1.0,4,1
32,3,12,1000,0.0,Tyson Beckford_S32,1.0,Tyson Beckford_S32,1.0,1,1
32,4,11,1000,0.715,Adrian Peterson_S32,0.662,Barry Williams_S32,0.627,4,2
32,5,10,1000,0.939,Mira Sorvino_S32,0.927,Harry Jowsey_S32,1.0,3,1
32,6,9,1000,0.95,Mauricio Umansky_S32,0.906,Harry Jowsey_S32,1.0,4,1
32,7,8,1000,0.524,Harry Jowsey_S32,0.476,Harry Jowsey_S32,1.0,6,1
32,8,7,1000,0.898,Barry Williams_S32,0.898,Harry Jowsey_S32,1.0,2,1
32,9,6,1000,0.007,Harry Jowsey_S32,0.993,Harry Jowsey_S32,1.0,2,1
32,10,5,1000,0.281,Alyson Hannigan_S32,0.719,Alyson Hannigan_S32,1.0,4,1
32,11,5,1000,0.025,Alyson Hannigan_S32,0.975,Alyson Hannigan_S32,1.0,2,1
33,1,13,1000,0.646,Anna Delvey_S33,0.361,Eric Roberts_S33,1.0,4,1
33,2,13,1000,1.0,Anna Delvey_S33,1.0,Eric Roberts_S33,0.594,1,2
33,3,11,1000,0.0,Reginald VelJohnson_S33,1.0,Reginald VelJohnson_S33,1.0,1,1
33,4,9,1000,0.724,Brooks Nader_S33,0.724,Dwight Howard _S33,1.0,2,1
33,5,8,1000,0.0,Phaedra Parks_S33,1.0,Phaedra Parks_S33,1.0,1,1
33,6,7,1000,0.57,Jenn Tran_S33,0.514,Ilona Maher_S33,1.0,4,1
33,7,6,1000,0.044,Dwight Howard _S33,0.956,Dwight Howard _S33,1.0,3,1
33,8,5,1000,0.538,Stephen Nedoroscik_S33,0.462,Stephen Nedoroscik_S33,1.0,4,1
33,9,5,1000,0.0,Danny Amendola_S33,1.0,Danny Amendola_S33,1.0,1,1
34,1,14,1000,0.009,Andy Richter_S34,0.961,Andy Richter_S34,0.969,6,2
34,2,14,1000,0.396,Corey Feldman_S34,0.604,Corey Feldman_S34,1.0,7,1
34,3,12,1000,0.0,Lauren Jauregui_S34,1.0,Lauren Jauregui_S34,1.0,1,1
34,4,11,1000,0.505,Robert Irwin_S34,0.504,Andy Richter_S34,1.0,3,1
34,5,10,1000,0.015,Andy Richter_S34,0.985,Andy Richter_S34,1.0,4,1
34,6,10,1000,0.587,Scott Hoying_S34,0.587,Andy Richter_S34,1.0,2,1
34,7,9,1000,0.352,Andy Richter_S34,0.648,Andy Richter_S34,1.0,3,1
34,8,8,1000,0.884,Danielle Fishel_S34,0.884,Andy Richter_S34,1.0,2,1
34,9,7,1000,0.001,Andy Richter_S34,0.999,Andy Richter_S34,1.0,2,1
34,10,6,1000,0.224,Dylan Efron_S34,0.776,Dylan Efron_S34,1.0,4,1
34,11,5,1000,1.0,Dylan Efron_S34,1.0,Elaine Hendrix_S34,1.0,1,1
