season,week,contestant_id,fan_percent,judge_percent,week_left,fan_rank,judge_rank,rank_rank,rev_rank_rank,percent_rank,rev_percent_rank,week_rank,season_weeks,voting_method,week_elim,max_week_in_season,rank_rank_is_eliminated,percent_rank_is_eliminated,placement_rank_rank,placement_percent_rank
12,1,Mike Catherwood_S12,0.08056924319929748,0.06280193236714976,11,10,11,11,1,11,1,11,10,percentage,0,10,false,false,,
12,1,Petra Nemcova_S12,0.07965081863997296,0.08695652173913043,11,11,7,9,2,9,3,7,10,percentage,0,10,false,false,,
12,1,Ralph Macchio_S12,0.09395511034945628,0.11594202898550725,11,3,1,1,11,1,11,1,10,percentage,0,10,false,false,,
12,1,Romeo_S12,0.0909730984170202,0.09178743961352658,11,7,5,7,5,6,6,5,10,percentage,0,10,false,false,,
12,1,Sugar Ray Leonard_S12,0.09771047672286887,0.0821256038647343,11,1,9,5,7,8,4,9,10,percentage,0,10,false,false,,
12,1,Wendy Williams_S12,0.09080748453961425,0.06763285024154589,11,8,10,9,2,10,2,10,10,percentage,0,10,false,false,,
12,2,Chelsea Kane_S12,0.09604127718106509,0.08333333333333333,11,4,7,5,6,7,5,8,10,percentage,1,10,false,false,,
12,2,Chris Jericho_S12,0.09642446373743392,0.10648148148148148,11,3,2,1,11,1,11,1,10,percentage,1,10,false,false,,
12,2,Hines Ward_S12,0.09566604972036041,0.10648148148148148,11,6,2,2,10,2,10,2,10,percentage,1,10,false,false,,
12,2,Kendra Wilkinson_S12,0.09424619805351064,0.08796296296296297,11,8,6,9,3,6,6,6,10,percentage,1,10,false,false,,
12,2,Kirstie Alley_S12,0.09593270935681401,0.09259259259259259,11,5,5,3,9,5,7,5,10,percentage,1,10,false,false,,
12,2,Mike Catherwood_S12,0.05409804219238033,0.0787037037037037,11,11,10,11,1,11,1,9,10,percentage,1,10,true,true,,
12,2,Petra Nemcova_S12,0.08554549383802816,0.08333333333333333,11,10,7,10,2,10,2,7,10,percentage,1,10,false,false,,
12,2,Ralph Macchio_S12,0.09552259969903759,0.09722222222222222,11,7,4,5,6,4,8,4,10,percentage,1,10,false,false,,
12,2,Romeo_S12,0.09071074642095217,0.10648148148148148,11,9,2,5,6,3,9,3,10,percentage,1,10,false,false,,
12,2,Sugar Ray Leonard_S12,0.09711477098928163,0.0787037037037037,11,2,10,8,4,9,3,11,10,percentage,1,10,false,false,,
12,2,Wendy Williams_S12,0.09869764881113674,0.0787037037037037,11,1,10,5,6,8,4,10,10,percentage,1,10,false,false,,
12,3,Chelsea Kane_S12,0.10314590517590135,0.10747663551401869,10,5,3,3,8,2,9,3,10,percentage,1,10,false,false,,
12,3,Chris Jericho_S12,0.10783710091302336,0.09813084112149532,10,1,6,2,9,5,6,7,10,percentage,1,10,false,false,,
12,3,Hines Ward_S12,0.10317895178312148,0.11682242990654206,10,4,1,1,10,1,10,2,10,percentage,1,10,false,false,,
12,3,Kendra Wilkinson_S12,0.10043831939926132,0.10747663551401869,10,8,3,7,4,3,8,4,10,percentage,1,10,false,false,,
12,3,Kirstie Alley_S12,0.10253530229227989,0.09813084112149532,10,6,6,8,3,7,4,6,10,percentage,1,10,false,false,,
12,3,Petra Nemcova_S12,0.08956841996163552,0.11682242990654206,10,9,1,5,5,4,7,1,10,percentage,1,10,false,false,,
12,3,Ralph Macchio_S12,0.10530420639089752,0.09813084112149532,10,3,6,4,7,6,5,5,10,percentage,1,10,false,false,,
12,3,Romeo_S12,0.10167202927179644,0.09345794392523364,10,7,8,9,2,9,2,9,10,percentage,1,10,false,false,,
12,3,Sugar Ray Leonard_S12,0.10646280145412722,0.09345794392523364,10,2,8,5,5,8,3,8,10,percentage,1,10,false,false,,
12,3,Wendy Williams_S12,0.07985696335795701,0.07009345794392523,10,10,10,10,1,10,1,10,10,percentage,1,10,true,true,,
12,4,Chelsea Kane_S12,0.11288677761133145,0.1262135922330097,9,7,1,4,6,2,8,1,10,percentage,1,10,false,false,,
12,4,Chris Jericho_S12,0.11891477426219502,0.11165048543689321,9,2,5,2,7,4,6,4,10,percentage,1,10,false,false,,
12,4,Hines Ward_S12,0.11833083298688753,0.12135922330097088,9,3,2,1,9,1,9,2,10,percentage,1,10,false,false,,
12,4,Kendra Wilkinson_S12,0.1238139867192305,0.08737864077669903,9,1,9,5,5,8,2,9,10,percentage,1,10,false,false,,
12,4,Kirstie Alley_S12,0.1169042251073241,0.10679611650485436,9,4,7,6,3,6,4,7,10,percentage,1,10,false,false,,
12,4,Petra Nemcova_S12,0.10413741909797555,0.11165048543689321,9,8,5,8,2,7,3,6,10,percentage,1,10,false,false,,
12,4,Ralph Macchio_S12,0.11585073940995244,0.12135922330097088,9,5,2,2,7,3,7,3,10,percentage,1,10,false,false,,
12,4,Romeo_S12,0.11562261714924922,0.11165048543689321,9,6,5,6,3,5,5,5,10,percentage,1,10,false,false,,
12,4,Sugar Ray Leonard_S12,0.0735386276558548,0.10194174757281553,9,9,8,9,1,9,1,8,10,percentage,1,10,true,true,,
12,5,Chelsea Kane_S12,0.1281214808995761,0.13402061855670103,8,6,3,4,4,3,6,4,10,percentage,1,10,false,false,,
12,5,Chris Jericho_S12,0.1321354432345542,0.13402061855670103,8,3,3,2,7,2,7,2,10,percentage,1,10,false,false,,
12,5,Hines Ward_S12,0.131234964436969,0.13917525773195877,8,4,1,1,8,1,8,1,10,percentage,1,10,false,false,,
12,5,Kendra Wilkinson_S12,0.13372498216747614,0.1134020618556701,8,2,7,4,4,7,2,8,10,percentage,1,10,false,false,,
12,5,Kirstie Alley_S12,0.13046127298050408,0.11855670103092783,8,5,5,6,2,6,3,5,10,percentage,1,10,false,false,,
12,5,Petra Nemcova_S12,0.08014464247390866,0.1134020618556701,8,8,7,8,1,8,1,7,10,percentage,1,10,true,true,,
12,5,Ralph Macchio_S12,0.13618868941454582,0.1134020618556701,8,1,7,3,6,5,4,6,10,percentage,1,10,false,false,,
12,5,Romeo_S12,0.1279885243924665,0.13402061855670103,8,7,3,6,2,4,5,3,10,percentage,1,10,false,false,,
12,6,Chelsea Kane_S12,0.14793087266644483,0.15555555555555556,7,4,1,1,7,1,7,1,10,percentage,1,10,false,false,,
12,6,Chris Jericho_S12,0.10525272241058782,0.12222222222222222,7,7,7,7,1,7,1,7,10,percentage,1,10,true,true,,
12,6,Hines Ward_S12,0.14930757747791737,0.15,7,3,3,2,6,3,5,3,10,percentage,1,10,false,false,,
12,6,Kendra Wilkinson_S12,0.15025344510499086,0.1388888888888889,7,2,5,4,4,5,3,5,10,percentage,1,10,false,false,,
12,6,Kirstie Alley_S12,0.14723192584655895,0.14444444444444443,7,5,4,6,2,4,4,4,10,percentage,1,10,false,false,,
12,6,Ralph Macchio_S12,0.15389086876390853,0.13333333333333333,7,1,6,4,4,6,2,6,10,percentage,1,10,false,false,,
12,6,Romeo_S12,0.14613258772959192,0.15555555555555556,7,6,1,4,4,2,6,2,10,percentage,1,10,false,false,,
12,7,Chelsea Kane_S12,0.17524124588617324,0.16976127320954906,6,5,3,5,2,3,4,3,10,percentage,1,10,false,false,,
12,7,Hines Ward_S12,0.1759540110077532,0.17506631299734748,6,4,1,2,5,2,5,1,10,percentage,1,10,false,false,,
12,7,Kendra Wilkinson_S12,0.11252174354423539,0.16180371352785147,6,6,4,6,1,6,1,4,10,percentage,1,10,true,true,,
12,7,Kirstie Alley_S12,0.1804304433017005,0.15915119363395225,6,1,5,3,4,4,3,5,10,percentage,1,10,false,false,,
12,7,Ralph Macchio_S12,0.17773118156502096,0.17506631299734748,6,3,1,1,6,1,6,2,10,percentage,1,10,false,false,,
12,7,Romeo_S12,0.178121374695116,0.15915119363395225,6,2,5,4,3,5,2,6,10,percentage,1,10,false,false,,
12,8,Chelsea Kane_S12,0.21177279601619683,0.21153846153846154,5,4,1,2,4,1,5,1,10,percentage,1,10,false,false,,
12,8,Hines Ward_S12,0.213549651592077,0.2076923076923077,5,3,2,2,4,2,4,2,10,percentage,1,10,false,false,,
12,8,Kirstie Alley_S12,0.21462819574675096,0.20384615384615384,5,2,3,2,4,3,3,3,10,percentage,1,10,false,false,,
12,8,Ralph Macchio_S12,0.2227761861549384,0.17692307692307693,5,1,5,4,2,4,2,5,10,percentage,1,10,false,false,,
12,8,Romeo_S12,0.13727317049003734,0.2,5,5,4,5,1,5,1,4,10,percentage,1,10,true,true,,
12,9,Chelsea Kane_S12,0.2535689732830368,0.31063829787234043,4,3,1,2,3,1,4,1,10,percentage,1,10,false,false,,
12,9,Hines Ward_S12,0.2694089941429924,0.2553191489361702,4,2,2,2,3,2,3,2,10,percentage,1,10,false,false,,
12,9,Kirstie Alley_S12,0.2709646879896815,0.2297872340425532,4,1,3,2,3,3,2,3,10,percentage,1,10,false,false,,
12,9,Ralph Macchio_S12,0.20605734458428993,0.20425531914893616,4,4,4,4,1,4,1,4,10,percentage,1,10,true,true,,
12,10,Chelsea Kane_S12,0.25641487712829214,0.33969480071129965,3,3,1,2,2,3,1,2,10,percentage,3,10,true,true,2,3
12,10,Hines Ward_S12,0.40163107734388187,0.33969480071129965,3,1,1,1,3,1,3,1,10,percentage,3,10,true,true,1,1
12,10,Kirstie Alley_S12,0.3419540455278271,0.32061039857740076,3,2,3,3,1,2,2,3,10,percentage,3,10,true,true,3,2
13,1,Carson Kressley_S13,0.08749380784103773,0.07834101382488479,12,4,7,3,10,8,5,8,10,percentage,1,10,false,false,,
13,1,Chaz Bono_S13,0.08814802943687826,0.07834101382488479,12,2,7,1,12,7,6,7,10,percentage,1,10,false,false,,
13,1,Chynna Phillips_S13,0.08089783718370175,0.10138248847926268,12,11,1,7,6,2,11,1,10,percentage,1,10,false,false,,
13,1,David Arquette_S13,0.08491795406743725,0.08294930875576037,12,7,6,10,3,6,7,6,10,percentage,1,10,false,false,,
13,1,Elisabetta Canalis_S13,0.09020775952838468,0.06912442396313365,12,1,11,7,6,11,2,11,10,percentage,1,10,false,false,,
13,1,Hope Solo_S13,0.08280361167892633,0.0967741935483871,12,9,3,7,6,3,10,3,10,percentage,1,10,false,false,,
13,1,J.R. Martinez_S13,0.0822842349161078,0.10138248847926268,12,10,1,3,10,1,12,2,10,percentage,1,10,false,false,,
13,1,Kristin Cavallari_S13,0.0857114388340025,0.08755760368663594,12,6,5,3,10,5,8,5,10,percentage,1,10,false,false,,
13,1,Metta World Peace (Ron)_S13,0.05959108438254052,0.06451612903225806,12,12,12,12,1,12,1,12,10,percentage,1,10,true,true,,
13,1,Nancy Grace_S13,0.08777282799327615,0.07373271889400922,12,3,9,7,6,9,4,10,10,percentage,1,10,false,false,,
13,1,Ricki Lake_S13,0.08392880292205568,0.09216589861751152,12,8,4,7,6,4,9,4,10,percentage,1,10,false,false,,
13,1,Rob Kardashian_S13,0.08624261121565115,0.07373271889400922,12,5,9,11,2,10,3,9,10,percentage,1,10,false,false,,
13,2,Carson Kressley_S13,0.09549718253235995,0.08071748878923767,11,4,9,10,2,9,3,9,10,percentage,1,10,false,false,,
13,2,Chaz Bono_S13,0.09844593849981165,0.07623318385650224,11,1,11,8,4,10,2,11,10,percentage,1,10,false,false,,
13,2,Chynna Phillips_S13,0.09489184393723193,0.09417040358744394,11,5,5,2,10,4,8,4,10,percentage,1,10,false,false,,
13,2,David Arquette_S13,0.0967296936063571,0.08071748878923767,11,3,9,8,4,8,4,10,10,percentage,1,10,false,false,,
13,2,Elisabetta Canalis_S13,0.05028572603237705,0.09417040358744394,11,11,5,11,1,11,1,7,10,percentage,1,10,true,true,,
13,2,Hope Solo_S13,0.09789885750977304,0.08520179372197309,11,2,8,2,10,7,5,8,10,percentage,1,10,false,false,,
13,2,J.R. Martinez_S13,0.09337493313011722,0.09865470852017937,11,8,2,2,10,2,10,2,10,percentage,1,10,false,false,,
13,2,Kristin Cavallari_S13,0.09333427746316506,0.09865470852017937,11,9,2,5,7,3,9,3,10,percentage,1,10,false,false,,
13,2,Nancy Grace_S13,0.09382835155970287,0.09417040358744394,11,7,5,8,4,6,6,6,10,percentage,1,10,false,false,,
13,2,Ricki Lake_S13,0.09171304638640143,0.1031390134529148,11,10,1,5,7,1,11,1,10,percentage,1,10,false,false,,
13,2,Rob Kardashian_S13,0.09400014934270237,0.09417040358744394,11,6,5,5,7,5,7,5,10,percentage,1,10,false,false,,
13,3,Carson Kressley_S13,0.10421503624118315,0.0970464135021097,10,5,8,9,2,7,4,8,10,percentage,1,10,false,false,,
13,3,Chaz Bono_S13,0.11112038559810075,0.0759493670886076,10,1,10,6,5,9,2,10,10,percentage,1,10,false,false,,
13,3,Chynna Phillips_S13,0.10190772340426274,0.10970464135021098,10,9,2,6,5,3,8,3,10,percentage,1,10,false,false,,
13,3,David Arquette_S13,0.10570045293830233,0.10126582278481013,10,4,5,3,8,5,6,7,10,percentage,1,10,false,false,,
13,3,Hope Solo_S13,0.10679337529678556,0.10126582278481013,10,3,5,2,9,4,7,6,10,percentage,1,10,false,false,,
13,3,J.R. Martinez_S13,0.10239195911888625,0.10970464135021098,10,8,2,4,7,2,9,2,10,percentage,1,10,false,false,,
13,3,Kristin Cavallari_S13,0.055266481905786674,0.10126582278481013,10,10,5,10,1,10,1,5,10,percentage,1,10,true,true,,
13,3,Nancy Grace_S13,0.1069295310671234,0.08860759493670886,10,2,9,6,5,8,3,9,10,percentage,1,10,false,false,,
13,3,Ricki Lake_S13,0.10291568629178001,0.11392405063291139,10,6,1,1,10,1,10,1,10,percentage,1,10,false,false,,
13,3,Rob Kardashian_S13,0.1027593681377894,0.10126582278481013,10,7,5,8,3,6,5,4,10,percentage,1,10,false,false,,
13,4,Carson Kressley_S13,0.11892947012670121,0.09569377990430622,9,1,9,5,5,8,2,9,10,percentage,1,10,false,false,,
13,4,Chaz Bono_S13,0.11629995946020069,0.10047846889952153,9,5,7,8,2,7,3,7,10,percentage,1,10,false,false,,
13,4,Chynna Phillips_S13,0.07376442704215419,0.10047846889952153,9,9,7,9,1,9,1,6,10,percentage,1,10,true,true,,
13,4,David Arquette_S13,0.11793592306769635,0.11004784688995216,9,2,5,2,7,4,6,5,10,percentage,1,10,false,false,,
13,4,Hope Solo_S13,0.11334317818792199,0.11483253588516747,9,7,3,5,5,3,7,3,10,percentage,1,10,false,false,,
13,4,J.R. Martinez_S13,0.11713274141126218,0.12440191387559808,9,4,2,1,9,2,8,2,10,percentage,1,10,false,false,,
13,4,Nancy Grace_S13,0.11727654326762105,0.10047846889952153,9,3,7,5,5,6,4,8,10,percentage,1,10,false,false,,
13,4,Ricki Lake_S13,0.11376229633897618,0.13875598086124402,9,6,1,2,7,1,9,1,10,percentage,1,10,false,false,,
13,4,Rob Kardashian_S13,0.11155546109746652,0.11483253588516747,9,8,3,7,3,5,5,4,10,percentage,1,10,false,false,,
13,5,Carson Kressley_S13,0.0944269106993072,0.10106382978723404,8,8,8,8,1,8,1,8,10,percentage,1,10,true,true,,
13,5,Chaz Bono_S13,0.13439391278590795,0.11170212765957446,8,1,7,4,5,7,2,7,10,percentage,1,10,false,false,,
13,5,David Arquette_S13,0.12938300135797712,0.13297872340425532,8,3,2,1,8,2,7,3,10,percentage,1,10,false,false,,
13,5,Hope Solo_S13,0.12921286051625344,0.1276595744680851,8,4,4,4,5,4,5,4,10,percentage,1,10,false,false,,
13,5,J.R. Martinez_S13,0.12562997707498763,0.14893617021276595,8,7,1,4,5,1,8,1,10,percentage,1,10,false,false,,
13,5,Nancy Grace_S13,0.1329812669416012,0.11702127659574468,8,2,6,4,5,6,3,6,10,percentage,1,10,false,false,,
13,5,Ricki Lake_S13,0.12795755294894914,0.1276595744680851,8,5,4,7,2,5,4,5,10,percentage,1,10,false,false,,
13,5,Rob Kardashian_S13,0.12601451767501595,0.13297872340425532,8,6,2,4,5,3,6,2,10,percentage,1,10,false,false,,
13,6,Chaz Bono_S13,0.10973667495553857,0.1144578313253012,7,7,7,7,1,7,1,7,10,percentage,1,10,true,true,,
13,6,David Arquette_S13,0.15053299998298064,0.13855421686746988,7,2,4,1,6,4,4,4,10,percentage,1,10,false,false,,
13,6,Hope Solo_S13,0.15436940384566827,0.12048192771084337,7,1,6,4,4,6,2,6,10,percentage,1,10,false,false,,
13,6,J.R. Martinez_S13,0.14437546189502967,0.1746987951807229,7,6,1,4,4,2,6,1,10,percentage,1,10,false,false,,
13,6,Nancy Grace_S13,0.14711617181973669,0.14457831325301204,7,4,3,4,4,3,5,3,10,percentage,1,10,false,false,,
13,6,Ricki Lake_S13,0.14584336076653281,0.1746987951807229,7,5,1,1,6,1,7,2,10,percentage,1,10,false,false,,
13,6,Rob Kardashian_S13,0.1480259267345139,0.13253012048192772,7,3,5,6,2,5,3,5,10,percentage,1,10,false,false,,
13,7,David Arquette_S13,0.11387667881923641,0.16040955631399317,6,6,5,6,1,6,1,5,10,percentage,1,10,true,true,,
13,7,Hope Solo_S13,0.17846571447706,0.17064846416382254,6,2,3,1,5,2,5,3,10,percentage,1,10,false,false,,
13,7,J.R. Martinez_S13,0.17782229063446744,0.16382252559726962,6,3,4,4,3,4,3,4,10,percentage,1,10,false,false,,
13,7,Nancy Grace_S13,0.18347544755111547,0.15017064846416384,6,1,6,4,3,5,2,6,10,percentage,1,10,false,false,,
13,7,Ricki Lake_S13,0.17385753211489738,0.18088737201365188,6,4,1,1,5,1,6,1,10,percentage,1,10,false,false,,
13,7,Rob Kardashian_S13,0.17250233640322357,0.17406143344709898,6,5,2,4,3,3,4,2,10,percentage,1,10,false,false,,
13,8,Hope Solo_S13,0.21137433889145965,0.20077220077220076,5,2,2,1,5,2,4,2,10,percentage,1,10,false,false,,
13,8,J.R. Martinez_S13,0.20894977224605088,0.23166023166023167,5,4,1,3,3,1,5,1,10,percentage,1,10,false,false,,
13,8,Nancy Grace_S13,0.15661630453475656,0.16988416988416988,5,5,5,5,1,5,1,5,10,percentage,1,10,true,true,,
13,8,Ricki Lake_S13,0.20954119872724267,0.20077220077220076,5,3,2,3,3,4,2,3,10,percentage,1,10,false,false,,
13,8,Rob Kardashian_S13,0.21351838560049047,0.1969111969111969,5,1,4,3,3,3,3,4,10,percentage,1,10,false,false,,
13,9,Hope Solo_S13,0.20960561342576667,0.20675023945248716,4,4,4,4,1,4,1,4,10,percentage,1,10,true,true,,
13,9,J.R. Martinez_S13,0.27185620080666917,0.2362879168266533,4,1,3,2,3,3,2,3,10,percentage,1,10,false,false,,
13,9,Ricki Lake_S13,0.26050991514876987,0.2827007708893286,4,2,1,1,4,1,4,1,10,percentage,1,10,false,false,,
13,9,Rob Kardashian_S13,0.25802827061879335,0.27426107283153095,4,3,2,3,2,2,3,2,10,percentage,1,10,false,false,,
13,10,J.R. Martinez_S13,0.40666998912197555,0.3333329388541484,3,1,2,1,2,1,3,2,10,percentage,3,10,true,true,1,1
13,10,Ricki Lake_S13,0.26219866152224275,0.3313613318879616,3,3,3,3,1,3,1,3,10,percentage,3,10,true,true,3,3
13,10,Rob Kardashian_S13,0.3311313493557825,0.33530572925788993,3,2,1,1,2,2,2,1,10,percentage,3,10,true,true,1,2
14,1,Donald Driver_S14,0.08468032443058861,0.07777777777777778,12,3,8,4,9,8,5,9,10,percentage,0,10,false,false,,
14,1,Gavin DeGraw_S14,0.0820693082601915,0.07407407407407407,12,9,11,12,1,12,1,12,10,percentage,0,10,false,false,,
14,1,Gladys Knight_S14,0.07892486174592135,0.08518518518518518,12,12,5,11,2,7,6,6,10,percentage,0,10,false,false,,
14,1,Jack Wagner_S14,0.08111347913305965,0.08518518518518518,12,11,5,9,3,6,7,5,10,percentage,0,10,false,false,,
14,1,Jaleel White_S14,0.08191642054368443,0.0962962962962963,12,10,1,4,9,2,11,1,10,percentage,0,10,false,false,,
14,1,Katherine Jenkins_S14,0.08413967372227552,0.0962962962962963,12,5,1,2,11,1,12,2,10,percentage,0,10,false,false,,
14,1,Maria Menounos_S14,0.08276028397561534,0.07777777777777778,12,8,8,9,3,10,3,8,10,percentage,0,10,false,false,,
14,1,Martina Navratilova_S14,0.0845926172712124,0.07407407407407407,12,4,11,8,5,11,2,11,10,percentage,0,10,false,false,,
14,1,Melissa Gilbert_S14,0.08667154921234431,0.07407407407407407,12,1,11,6,6,9,4,10,10,percentage,0,10,false,false,,
14,1,Roshon Fegan_S14,0.0839600100989735,0.08518518518518518,12,6,5,4,9,4,9,7,10,percentage,0,10,false,false,,
14,1,Sherri Sheperd_S14,0.08389974858493979,0.08518518518518518,12,7,5,6,6,5,8,4,10,percentage,0,10,false,false,,
14,1,William Levy_S14,0.08527172302119436,0.08888888888888889,12,2,3,1,12,3,10,3,10,percentage,0,10,false,false,,
14,2,Donald Driver_S14,0.08513727009490529,0.08921933085501858,12,8,5,10,3,5,8,5,10,percentage,1,10,false,false,,
14,2,Gavin DeGraw_S14,0.08722738699514995,0.07806691449814127,12,3,8,5,8,9,4,8,10,percentage,1,10,false,false,,
14,2,Gladys Knight_S14,0.08526289614745462,0.07063197026022305,12,7,11,11,2,11,2,11,10,percentage,1,10,false,false,,
14,2,Jack Wagner_S14,0.08723965618358372,0.07806691449814127,12,2,8,2,11,8,5,9,10,percentage,1,10,false,false,,
14,2,Jaleel White_S14,0.08657390811642775,0.08178438661710037,12,4,7,5,8,7,6,7,10,percentage,1,10,false,false,,
14,2,Katherine Jenkins_S14,0.0824546716254944,0.09665427509293681,12,10,1,5,8,1,12,1,10,percentage,1,10,false,false,,
14,2,Maria Menounos_S14,0.08463435973325005,0.09293680297397769,12,9,3,8,4,4,9,3,10,percentage,1,10,false,false,,
14,2,Martina Navratilova_S14,0.059497028300315495,0.06319702602230483,12,12,12,12,1,12,1,12,10,percentage,1,10,true,true,,
14,2,Melissa Gilbert_S14,0.08806142371487098,0.07434944237918216,12,1,10,5,8,10,3,10,10,percentage,1,10,false,false,,
14,2,Roshon Fegan_S14,0.0822870567070466,0.09665427509293681,12,11,1,8,4,2,11,2,10,percentage,1,10,false,false,,
14,2,Sherri Sheperd_S14,0.08625832099080563,0.08550185873605948,12,5,6,5,8,6,7,6,10,percentage,1,10,false,false,,
14,2,William Levy_S14,0.08536602139069527,0.09293680297397769,12,6,3,1,12,3,10,4,10,percentage,1,10,false,false,,
14,3,Donald Driver_S14,0.09607314330298578,0.09285714285714286,11,2,4,1,11,4,8,4,10,percentage,1,10,false,false,,
14,3,Gavin DeGraw_S14,0.09561697972113908,0.08571428571428572,11,4,9,9,3,9,3,11,10,percentage,1,10,false,false,,
14,3,Gladys Knight_S14,0.09330726609985313,0.08571428571428572,11,9,9,10,2,10,2,10,10,percentage,1,10,false,false,,
14,3,Jack Wagner_S14,0.055668604124033454,0.08571428571428572,11,11,9,11,1,11,1,9,10,percentage,1,10,true,true,,
14,3,Jaleel White_S14,0.09493763370202672,0.08928571428571429,11,5,5,3,8,5,7,5,10,percentage,1,10,false,false,,
14,3,Katherine Jenkins_S14,0.09104804130145477,0.10357142857142858,11,10,1,6,5,1,11,1,10,percentage,1,10,false,false,,
14,3,Maria Menounos_S14,0.09356505872906225,0.09642857142857143,11,7,3,3,8,3,9,3,10,percentage,1,10,false,false,,
14,3,Melissa Gilbert_S14,0.09646799095870078,0.08571428571428572,11,1,9,3,8,7,5,8,10,percentage,1,10,false,false,,
14,3,Roshon Fegan_S14,0.09384986561529042,0.08928571428571429,11,6,5,6,5,6,6,6,10,percentage,1,10,false,false,,
14,3,Sherri Sheperd_S14,0.09602185448177249,0.08571428571428572,11,3,9,8,4,8,4,7,10,percentage,1,10,false,false,,
14,3,William Levy_S14,0.09344356196368206,0.1,11,8,2,3,8,2,10,2,10,percentage,1,10,false,false,,
14,4,Donald Driver_S14,0.1030929847231907,0.11587982832618025,10,6,1,1,10,1,10,1,10,percentage,1,10,false,false,,
14,4,Gavin DeGraw_S14,0.10326249958187811,0.09871244635193133,10,5,5,5,6,6,5,5,10,percentage,1,10,false,false,,
14,4,Gladys Knight_S14,0.10532655206134457,0.08583690987124463,10,4,10,9,2,9,2,10,10,percentage,1,10,false,false,,
14,4,Jaleel White_S14,0.10628585817637783,0.0944206008583691,10,2,7,3,8,7,4,8,10,percentage,1,10,false,false,,
14,4,Katherine Jenkins_S14,0.10152224398574804,0.10300429184549356,10,7,4,7,3,4,7,4,10,percentage,1,10,false,false,,
14,4,Maria Menounos_S14,0.10072531728478756,0.11158798283261803,10,8,2,5,6,2,9,2,10,percentage,1,10,false,false,,
14,4,Melissa Gilbert_S14,0.10591143796358532,0.0944206008583691,10,3,7,5,6,8,3,6,10,percentage,1,10,false,false,,
14,4,Roshon Fegan_S14,0.10068809147619957,0.11158798283261803,10,9,2,7,3,3,8,3,10,percentage,1,10,false,false,,
14,4,Sherri Sheperd_S14,0.06553181089038058,0.09012875536480687,10,10,9,10,1,10,1,9,10,percentage,1,10,true,true,,
14,4,William Levy_S14,0.10765320385650755,0.0944206008583691,10,1,7,2,9,5,6,7,10,percentage,1,10,false,false,,
14,5,Donald Driver_S14,0.11769081067059273,0.12053571428571429,9,2,3,1,8,3,7,4,10,percentage,1,10,false,false,,
14,5,Gavin DeGraw_S14,0.08099028098477917,0.08482142857142858,9,9,9,9,1,9,1,9,10,percentage,1,10,true,true,,
14,5,Gladys Knight_S14,0.11386761970812764,0.09821428571428571,9,6,7,8,2,8,2,7,10,percentage,1,10,false,false,,
14,5,Jaleel White_S14,0.11421967440568195,0.10714285714285714,9,5,6,6,4,6,4,6,10,percentage,1,10,false,false,,
14,5,Katherine Jenkins_S14,0.11099672696405932,0.12946428571428573,9,8,1,4,5,2,8,1,10,percentage,1,10,false,false,,
14,5,Maria Menounos_S14,0.11666102891358869,0.12053571428571429,9,3,3,3,7,4,6,3,10,percentage,1,10,false,false,,
14,5,Melissa Gilbert_S14,0.11955882694244646,0.09375,9,1,8,4,5,7,3,8,10,percentage,1,10,false,false,,
14,5,Roshon Fegan_S14,0.11146397507226335,0.11607142857142858,9,7,5,7,3,5,5,5,10,percentage,1,10,false,false,,
14,5,William Levy_S14,0.11455105633846059,0.12946428571428573,9,4,1,1,8,1,9,2,10,percentage,1,10,false,false,,
14,6,Donald Driver_S14,0.12889603930648819,0.13178291569008133,8,5,4,6,3,4,5,4,10,percentage,1,10,false,false,,
14,6,Gladys Knight_S14,0.09755759495349997,0.09302350820331683,8,8,8,8,1,8,1,8,10,percentage,1,10,true,true,,
14,6,Jaleel White_S14,0.12891311738546948,0.14341046661754508,8,4,2,1,8,2,7,2,10,percentage,1,10,false,false,,
14,6,Katherine Jenkins_S14,0.12500204428755912,0.151162813232439,8,7,1,3,5,1,8,1,10,percentage,1,10,false,false,,
14,6,Maria Menounos_S14,0.1305367852728705,0.11627899765619518,8,3,6,6,3,6,3,6,10,percentage,1,10,false,false,,
14,6,Melissa Gilbert_S14,0.1305880858195766,0.11627938525414604,8,2,5,2,7,5,4,5,10,percentage,1,10,false,false,,
14,6,Roshon Fegan_S14,0.13163428826288714,0.10852665104130127,8,1,7,3,5,7,2,7,10,percentage,1,10,false,false,,
14,6,William Levy_S14,0.1268720447116487,0.13953526230497523,8,6,3,6,3,3,6,3,10,percentage,1,10,false,false,,
14,7,Donald Driver_S14,0.15305257842821524,0.1444141689373297,7,2,3,1,7,2,6,4,10,percentage,1,10,false,false,,
14,7,Jaleel White_S14,0.09536116750482085,0.13896457765667575,7,7,6,7,1,7,1,6,10,percentage,1,10,true,true,,
14,7,Katherine Jenkins_S14,0.14877382117865853,0.14713896457765668,7,5,2,3,4,4,4,2,10,percentage,1,10,false,false,,
14,7,Maria Menounos_S14,0.14501006042464074,0.1553133514986376,7,6,1,3,4,1,7,1,10,percentage,1,10,false,false,,
14,7,Melissa Gilbert_S14,0.1547260280230075,0.12806539509536785,7,1,7,5,3,6,2,7,10,percentage,1,10,false,false,,
14,7,Roshon Fegan_S14,0.1509879868041439,0.14168937329700274,7,4,5,6,2,5,3,5,10,percentage,1,10,false,false,,
