contestant_id,celebrity_name,season,week,total_score,avg_score,judge_count,min_score,max_score,week_rank,prev_week_score,cumulative_avg,score_change,deviation_from_avg
Corbin Bleu_S17,Corbin Bleu,17,10,37.5,9.375,4,9.0,9.5,2,29.0,28.399990000000003,8.5,9.100009999999997
Corbin Bleu_S17,Corbin Bleu,17,11,29.6664,9.8888,3,9.8888,9.8888,2,37.5,28.515118181818185,-7.833600000000001,1.1512818181818147
Corey Feldman_S34,Corey Feldman,34,1,9.0,4.5,2,4.0,5.0,14,,9.0,,0.0
Corey Feldman_S34,Corey Feldman,34,2,15.0,5.0,3,5.0,5.0,14,9.0,12.0,6.0,3.0
Cristian de la Fuente_S6,Cristian de la Fuente,6,1,21.0,7.0,3,7.0,7.0,6,,21.0,,0.0
Cristian de la Fuente_S6,Cristian de la Fuente,6,2,20.0,6.666666666666667,3,6.0,7.0,8,21.0,20.5,-1.0,-0.5
Cristian de la Fuente_S6,Cristian de la Fuente,6,3,25.0,8.333333333333334,3,8.0,9.0,3,20.0,22.0,5.0,3.0
Cristian de la Fuente_S6,Cristian de la Fuente,6,4,26.0,8.666666666666666,3,8.0,9.0,4,25.0,23.0,1.0,3.0
Cristian de la Fuente_S6,Cristian de la Fuente,6,5,23.0,7.666666666666667,3,7.0,8.0,6,26.0,23.0,-3.0,0.0
Cristian de la Fuente_S6,Cristian de la Fuente,6,6,27.0,9.0,3,9.0,9.0,3,23.0,23.666666666666668,4.0,3.333333333333332
Cristian de la Fuente_S6,Cristian de la Fuente,6,7,23.0,7.666666666666667,3,7.5,8.0,6,27.0,23.571428571428573,-4.0,-0.571428571428573
Cristian de la Fuente_S6,Cristian de la Fuente,6,8,28.5,9.5,3,9.0,10.0,1,23.0,24.1875,5.5,4.3125
Cristian de la Fuente_S6,Cristian de la Fuente,6,9,28.0,9.333333333333334,3,9.0,9.5,2,28.5,24.61111111111111,-0.5,3.3888888888888893
Cristian de la Fuente_S6,Cristian de la Fuente,6,10,26.0,8.666666666666666,3,8.0,9.0,3,28.0,24.75,-2.0,1.25
D. L. Hughley_S16,D. L. Hughley,16,1,12.0,4.0,3,4.0,4.0,12,,12.0,,0.0
D. L. Hughley_S16,D. L. Hughley,16,2,16.0,5.333333333333333,3,5.0,6.0,11,12.0,14.0,4.0,2.0
D. L. Hughley_S16,D. L. Hughley,16,3,16.0,5.333333333333333,3,5.0,6.0,10,16.0,14.666666666666666,0.0,1.333333333333334
D. L. Hughley_S16,D. L. Hughley,16,4,21.0,7.0,3,7.0,7.0,7,16.0,16.25,5.0,4.75
D. L. Hughley_S16,D. L. Hughley,16,5,18.0,6.0,3,6.0,6.0,8,21.0,16.6,-3.0,1.3999999999999986
Danelle Umstead_S27,Danelle Umstead,27,1,18.0,6.0,3,6.0,6.0,10,,18.0,,0.0
Danelle Umstead_S27,Danelle Umstead,27,2,18.5,6.166666666666667,3,6.0,6.5,11,18.0,18.25,0.5,0.25
Danica McKellar_S18,Danica McKellar,18,1,24.0,8.0,3,8.0,8.0,4,,24.0,,0.0
Danica McKellar_S18,Danica McKellar,18,2,24.0,8.0,3,8.0,8.0,5,24.0,24.0,0.0,0.0
Danica McKellar_S18,Danica McKellar,18,3,36.0,9.0,4,9.0,9.0,5,24.0,28.0,12.0,8.0
Danica McKellar_S18,Danica McKellar,18,4,32.0,8.0,4,8.0,8.0,7,36.0,29.0,-4.0,3.0
Danica McKellar_S18,Danica McKellar,18,5,39.0,9.75,4,9.0,10.0,2,32.0,31.0,7.0,8.0
Danica McKellar_S18,Danica McKellar,18,6,36.0,9.0,4,9.0,9.0,4,39.0,31.833333333333332,-3.0,4.166666666666668
Danica McKellar_S18,Danica McKellar,18,7,36.0,9.0,4,8.5,9.5,4,36.0,32.42857142857143,0.0,3.5714285714285694
Danica McKellar_S18,Danica McKellar,18,8,38.0,9.5,4,9.0,10.0,3,36.0,33.125,2.0,4.875
Daniel Durant_S31,Daniel Durant,31,1,27.0,6.75,4,6.0,7.0,6,,27.0,,0.0
Daniel Durant_S31,Daniel Durant,31,2,29.0,7.25,4,7.0,8.0,5,27.0,28.0,2.0,1.0
Daniel Durant_S31,Daniel Durant,31,3,31.0,7.75,4,7.0,8.0,5,29.0,29.0,2.0,2.0
Daniel Durant_S31,Daniel Durant,31,4,29.0,7.25,4,7.0,8.0,10,31.0,29.0,-2.0,0.0
Daniel Durant_S31,Daniel Durant,31,5,33.5,8.375,4,8.125,8.625,11,29.0,29.9,4.5,3.6000000000000014
Daniel Durant_S31,Daniel Durant,31,6,34.0,8.5,4,8.0,9.0,7,33.5,30.583333333333332,0.5,3.416666666666668
Daniel Durant_S31,Daniel Durant,31,7,36.5,9.125,4,8.5,9.5,5,34.0,31.428571428571427,2.5,5.071428571428573
Daniel Durant_S31,Daniel Durant,31,8,39.0,9.75,4,9.0,10.0,6,36.5,32.375,2.5,6.625
Daniel Durant_S31,Daniel Durant,31,9,34.5,8.625,4,8.0,9.0,5,39.0,32.611111111111114,-4.5,1.8888888888888857
Danielle Fishel_S34,Danielle Fishel,34,1,12.0,6.0,2,6.0,6.0,7,,12.0,,0.0
Danielle Fishel_S34,Danielle Fishel,34,2,19.0,6.333333333333333,3,6.0,7.0,10,12.0,15.5,7.0,3.5
Danielle Fishel_S34,Danielle Fishel,34,3,21.0,7.0,3,7.0,7.0,9,19.0,17.333333333333332,2.0,3.666666666666668
Danielle Fishel_S34,Danielle Fishel,34,4,21.0,7.0,3,7.0,7.0,9,21.0,18.25,0.0,2.75
Danielle Fishel_S34,Danielle Fishel,34,5,29.0,7.25,4,7.0,8.0,8,21.0,20.4,8.0,8.600000000000001
Danielle Fishel_S34,Danielle Fishel,34,6,36.0,9.0,4,9.0,9.0,5,29.0,23.0,7.0,13.0
Danielle Fishel_S34,Danielle Fishel,34,7,35.0,8.75,4,8.5,9.5,6,36.0,24.714285714285715,-1.0,10.285714285714285
Danielle Fishel_S34,Danielle Fishel,34,8,37.0,9.25,4,9.0,9.5,7,35.0,26.25,2.0,10.75
Danny Amendola_S33,Danny Amendola,33,1,20.0,6.666666666666667,3,6.0,7.0,5,,20.0,,0.0
Danny Amendola_S33,Danny Amendola,33,2,21.0,7.0,3,7.0,7.0,7,20.0,20.5,1.0,0.5
Danny Amendola_S33,Danny Amendola,33,3,30.0,7.5,4,7.0,8.0,6,21.0,23.666666666666668,9.0,6.333333333333332
Danny Amendola_S33,Danny Amendola,33,4,36.0,9.0,4,9.0,9.0,2,30.0,26.75,6.0,9.25
Danny Amendola_S33,Danny Amendola,33,5,25.5,8.5,3,8.5,8.5,4,36.0,26.5,-10.5,-1.0
Danny Amendola_S33,Danny Amendola,33,6,28.0,9.333333333333334,3,9.0,10.0,6,25.5,26.75,2.5,1.25
Danny Amendola_S33,Danny Amendola,33,7,25.5,8.5,3,8.5,8.5,5,28.0,26.571428571428573,-2.5,-1.071428571428573
Danny Amendola_S33,Danny Amendola,33,8,27.0,9.0,3,9.0,9.0,4,25.5,26.625,1.5,0.375
Danny Amendola_S33,Danny Amendola,33,9,28.0,9.333333333333334,3,9.0,9.5,5,27.0,26.77777777777778,1.0,1.2222222222222214
David Alan Grier_S8,David Alan Grier,8,1,19.0,6.333333333333333,3,6.0,7.0,6,,19.0,,0.0
David Alan Grier_S8,David Alan Grier,8,2,17.0,5.666666666666667,3,5.0,6.0,11,19.0,18.0,-2.0,-1.0
David Alan Grier_S8,David Alan Grier,8,3,24.0,8.0,3,8.0,8.0,5,17.0,20.0,7.0,4.0
David Alan Grier_S8,David Alan Grier,8,4,22.0,7.333333333333333,3,7.0,8.0,6,24.0,20.5,-2.0,1.5
David Alan Grier_S8,David Alan Grier,8,5,22.0,7.333333333333333,3,7.0,8.0,6,22.0,20.8,0.0,1.1999999999999993
David Arquette_S13,David Arquette,13,1,18.0,6.0,3,6.0,6.0,6,,18.0,,0.0
David Arquette_S13,David Arquette,13,2,18.0,6.0,3,6.0,6.0,10,18.0,18.0,0.0,0.0
David Arquette_S13,David Arquette,13,3,24.0,8.0,3,8.0,8.0,4,18.0,20.0,6.0,4.0
David Arquette_S13,David Arquette,13,4,23.0,7.666666666666667,3,7.0,8.0,5,24.0,20.75,-1.0,2.25
David Arquette_S13,David Arquette,13,5,25.0,8.333333333333334,3,8.0,9.0,3,23.0,21.6,2.0,3.3999999999999986
David Arquette_S13,David Arquette,13,6,23.0,7.666666666666667,3,7.0,8.0,4,25.0,21.833333333333332,-2.0,1.1666666666666679
David Arquette_S13,David Arquette,13,7,23.5,7.833333333333333,3,7.5,8.0,5,23.0,22.071428571428573,0.5,1.428571428571427
David Hasselhoff_S11,David Hasselhoff,11,1,15.0,5.0,3,5.0,5.0,12,,15.0,,0.0
David Ross_S24,David Ross,24,1,28.0,7.0,4,7.0,7.0,3,,28.0,,0.0
David Ross_S24,David Ross,24,2,27.0,6.75,4,6.0,7.0,8,28.0,27.5,-1.0,-0.5
David Ross_S24,David Ross,24,3,31.0,7.75,4,7.0,8.0,5,27.0,28.666666666666668,4.0,2.333333333333332
David Ross_S24,David Ross,24,4,31.0,7.75,4,7.0,8.0,7,31.0,29.25,0.0,1.75
David Ross_S24,David Ross,24,5,29.0,7.25,4,7.0,8.0,9,31.0,29.2,-2.0,-0.1999999999999993
David Ross_S24,David Ross,24,6,31.0,7.75,4,7.5,8.5,7,29.0,29.5,2.0,1.5
David Ross_S24,David Ross,24,7,32.0,8.0,4,8.0,8.0,6,31.0,29.857142857142858,1.0,2.1428571428571423
David Ross_S24,David Ross,24,8,32.5,8.125,4,8.0,8.5,4,32.0,30.1875,0.5,2.3125
David Ross_S24,David Ross,24,9,35.0,8.75,4,8.5,9.0,4,32.5,30.72222222222222,2.5,4.277777777777779
David Ross_S24,David Ross,24,10,36.3333,9.083325,4,9.0,9.3333,3,35.0,31.28333,1.3333000000000013,5.049970000000002
DeMarcus Ware_S27,DeMarcus Ware,27,1,23.0,7.666666666666667,3,7.0,8.0,1,,23.0,,0.0
DeMarcus Ware_S27,DeMarcus Ware,27,2,23.5,7.833333333333333,3,7.5,8.0,6,23.0,23.25,0.5,0.25
DeMarcus Ware_S27,DeMarcus Ware,27,3,26.0,8.666666666666666,3,8.0,9.0,5,23.5,24.166666666666668,2.5,1.8333333333333321
DeMarcus Ware_S27,DeMarcus Ware,27,4,22.0,7.333333333333333,3,7.0,8.0,7,26.0,23.625,-4.0,-1.625
DeMarcus Ware_S27,DeMarcus Ware,27,5,26.0,8.666666666666666,3,8.0,9.0,4,22.0,24.1,4.0,1.8999999999999986
DeMarcus Ware_S27,DeMarcus Ware,27,6,26.0,8.666666666666666,3,8.0,9.0,5,26.0,24.416666666666668,0.0,1.5833333333333321
DeMarcus Ware_S27,DeMarcus Ware,27,7,26.5,8.833333333333334,3,8.5,9.0,7,26.0,24.714285714285715,0.5,1.7857142857142847
Debbie Gibson_S25,Debbie Gibson,25,1,17.0,5.666666666666667,3,5.0,6.0,10,,17.0,,0.0
Debbie Gibson_S25,Debbie Gibson,25,2,20.5,6.833333333333333,3,6.5,7.0,8,17.0,18.75,3.5,1.75
Debi Mazar_S9,Debi Mazar,9,1,22.0,7.333333333333333,3,7.0,8.0,11,,22.0,,0.0
Debi Mazar_S9,Debi Mazar,9,2,21.0,7.0,3,7.0,7.0,4,22.0,21.5,-1.0,-0.5
Debi Mazar_S9,Debi Mazar,9,3,17.0,5.666666666666667,3,5.0,6.0,10,21.0,20.0,-4.0,-3.0
Denise Richards_S8,Denise Richards,8,1,18.0,6.0,3,6.0,6.0,7,,18.0,,0.0
Denise Richards_S8,Denise Richards,8,2,21.0,7.0,3,7.0,7.0,5,18.0,19.5,3.0,1.5
Denise Richards_S8,Denise Richards,8,3,16.0,5.333333333333333,3,5.0,6.0,10,21.0,18.333333333333332,-5.0,-2.333333333333332
Derek Fisher_S25,Derek Fisher,25,1,18.0,6.0,3,6.0,6.0,7,,18.0,,0.0
Derek Fisher_S25,Derek Fisher,25,2,19.0,6.333333333333333,3,6.0,6.5,12,18.0,18.5,1.0,0.5
Derek Fisher_S25,Derek Fisher,25,3,21.0,7.0,3,7.0,7.0,7,19.0,19.333333333333332,2.0,1.6666666666666679
Derek Fisher_S25,Derek Fisher,25,4,23.0,7.666666666666667,3,7.0,8.0,10,21.0,20.25,2.0,2.75
Diana Nyad_S18,Diana Nyad,18,1,18.0,6.0,3,6.0,6.0,11,,18.0,,0.0
Donald Driver_S14,Donald Driver,14,1,21.0,7.0,3,7.0,7.0,8,,21.0,,0.0
Donald Driver_S14,Donald Driver,14,2,24.0,8.0,3,8.0,8.0,5,21.0,22.5,3.0,1.5
Donald Driver_S14,Donald Driver,14,3,26.0,8.666666666666666,3,8.0,9.0,4,24.0,23.666666666666668,2.0,2.333333333333332
Donald Driver_S14,Donald Driver,14,4,27.0,9.0,3,9.0,9.0,1,26.0,24.5,1.0,2.5
Donald Driver_S14,Donald Driver,14,5,27.0,9.0,3,8.0,10.0,4,27.0,25.0,0.0,2.0
Donald Driver_S14,Donald Driver,14,6,33.9999,11.3333,3,11.3333,11.3333,4,27.0,26.499983333333333,6.999899999999997,7.499916666666664
Donald Driver_S14,Donald Driver,14,7,26.5,8.833333333333334,3,8.5,9.0,3,33.9999,26.499985714285714,-7.499899999999997,0.000014285714286188522
Donald Driver_S14,Donald Driver,14,8,27.5,9.166666666666666,3,9.0,9.5,4,26.5,26.6249875,1.0,0.8750125000000004
Donald Driver_S14,Donald Driver,14,9,28.5,9.5,3,9.0,10.0,3,27.5,26.833322222222222,1.0,1.6666777777777781
Donald Driver_S14,Donald Driver,14,10,29.666600000000003,9.888866666666667,3,9.6666,10.0,2,28.5,27.11665,1.1666000000000025,2.5499500000000026
Donny Osmond_S9,Donny Osmond,9,1,29.999899999999997,9.999966666666666,3,9.3333,10.3333,5,,29.999899999999997,,0.0
Donny Osmond_S9,Donny Osmond,9,2,25.0,8.333333333333334,3,8.0,9.0,3,29.999899999999997,27.49995,-4.999899999999997,-2.4999499999999983
Donny Osmond_S9,Donny Osmond,9,3,21.0,7.0,3,7.0,7.0,5,25.0,25.333299999999998,-4.0,-4.333299999999998
Donny Osmond_S9,Donny Osmond,9,4,24.0,8.0,3,8.0,8.0,4,21.0,24.999975,3.0,-0.9999749999999992
Donny Osmond_S9,Donny Osmond,9,5,29.0,9.666666666666666,3,9.0,10.0,1,24.0,25.799979999999998,5.0,3.200020000000002
Donny Osmond_S9,Donny Osmond,9,6,30.999899999999997,10.3333,3,10.3333,10.3333,5,29.0,26.666633333333333,1.9998999999999967,4.333266666666663
Donny Osmond_S9,Donny Osmond,9,7,26.0,8.666666666666666,3,8.5,9.0,3,30.999899999999997,26.5714,-4.999899999999997,-0.5714000000000006
Donny Osmond_S9,Donny Osmond,9,8,25.0,8.333333333333334,3,8.0,8.5,4,26.0,26.374975,-1.0,-1.3749749999999992
Donny Osmond_S9,Donny Osmond,9,9,24.6666,8.222199999999999,3,8.0,8.3333,4,25.0,26.185155555555554,-0.33340000000000103,-1.5185555555555545
Donny Osmond_S9,Donny Osmond,9,10,28.9998,9.6666,3,9.6666,9.6666,1,24.6666,26.46662,4.3332000000000015,2.5331800000000015
Dorothy Hamill_S16,Dorothy Hamill,16,1,21.0,7.0,3,7.0,7.0,2,,21.0,,0.0
Dorothy Hamill_S16,Dorothy Hamill,16,2,15.0,5.0,3,5.0,5.0,12,21.0,18.0,-6.0,-3.0
Doug Flutie_S22,Doug Flutie,22,1,15.0,5.0,3,5.0,5.0,11,,15.0,,0.0
Doug Flutie_S22,Doug Flutie,22,2,20.0,6.666666666666667,3,6.0,7.0,6,15.0,17.5,5.0,2.5
Doug Flutie_S22,Doug Flutie,22,3,20.0,6.666666666666667,3,6.0,7.0,8,20.0,18.333333333333332,0.0,1.6666666666666679
Doug Flutie_S22,Doug Flutie,22,4,24.0,6.0,4,6.0,6.0,10,20.0,19.75,4.0,4.25
Doug Flutie_S22,Doug Flutie,22,5,28.0,7.0,4,7.0,7.0,7,24.0,21.4,4.0,6.600000000000001
Doug Flutie_S22,Doug Flutie,22,6,21.0,7.0,3,7.0,7.0,9,28.0,21.333333333333332,-7.0,-0.33333333333333215
Drew Carey_S18,Drew Carey,18,1,21.0,7.0,3,7.0,7.0,8,,21.0,,0.0
Drew Carey_S18,Drew Carey,18,2,21.0,7.0,3,7.0,7.0,8,21.0,21.0,0.0,0.0
Drew Carey_S18,Drew Carey,18,3,30.0,7.5,4,7.0,8.0,9,21.0,24.0,9.0,6.0
Drew Carey_S18,Drew Carey,18,4,33.0,8.25,4,8.0,9.0,4,30.0,26.25,3.0,6.75
Drew Carey_S18,Drew Carey,18,5,28.0,7.0,4,7.0,7.0,9,33.0,26.6,-5.0,1.3999999999999986
Drew Carey_S18,Drew Carey,18,6,32.0,8.0,4,7.0,9.0,7,28.0,27.5,4.0,4.5
Drew Lachey_S15,Drew Lachey,15,1,21.5,7.166666666666667,3,7.0,7.5,8,,21.5,,0.0
Drew Lachey_S15,Drew Lachey,15,2,22.5,7.5,3,7.5,7.5,7,21.5,22.0,1.0,0.5
Drew Lachey_S15,Drew Lachey,15,3,24.0,8.0,3,8.0,8.0,9,22.5,22.666666666666668,1.5,1.3333333333333321
Drew Lachey_S2,Drew Lachey,2,1,24.0,8.0,3,8.0,8.0,1,,24.0,,0.0
Drew Lachey_S2,Drew Lachey,2,2,27.0,9.0,3,9.0,9.0,2,24.0,25.5,3.0,1.5
Drew Lachey_S2,Drew Lachey,2,3,27.0,9.0,3,9.0,9.0,1,27.0,26.0,0.0,1.0
Drew Lachey_S2,Drew Lachey,2,4,28.0,9.333333333333334,3,9.0,10.0,1,27.0,26.5,1.0,1.5
Drew Lachey_S2,Drew Lachey,2,5,27.0,9.0,3,9.0,9.0,2,28.0,26.6,-1.0,0.3999999999999986
Drew Lachey_S2,Drew Lachey,2,6,30.0,10.0,3,10.0,10.0,1,27.0,27.166666666666668,3.0,2.833333333333332
Drew Lachey_S2,Drew Lachey,2,7,27.5,9.166666666666666,3,9.0,9.5,2,30.0,27.214285714285715,-2.5,0.2857142857142847
Drew Lachey_S2,Drew Lachey,2,8,28.9998,9.6666,3,9.6666,9.6666,1,27.5,27.437475,1.4998000000000005,1.5623250000000013
Drew Scott_S25,Drew Scott,25,1,16.0,5.333333333333333,3,5.0,6.0,11,,16.0,,0.0
Drew Scott_S25,Drew Scott,25,2,20.5,6.833333333333333,3,6.5,7.0,7,16.0,18.25,4.5,2.25
Drew Scott_S25,Drew Scott,25,3,23.0,7.666666666666667,3,7.0,8.0,4,20.5,19.833333333333332,2.5,3.166666666666668
Drew Scott_S25,Drew Scott,25,4,24.0,8.0,3,8.0,8.0,7,23.0,20.875,1.0,3.125
Drew Scott_S25,Drew Scott,25,5,25.0,8.333333333333334,3,8.0,9.0,7,24.0,21.7,1.0,3.3000000000000007
Drew Scott_S25,Drew Scott,25,6,30.0,7.5,4,7.0,9.0,8,25.0,23.083333333333332,5.0,6.916666666666668
Drew Scott_S25,Drew Scott,25,7,28.5,9.5,3,9.5,9.5,3,30.0,23.857142857142858,-1.5,4.642857142857142
Drew Scott_S25,Drew Scott,25,8,23.5,7.833333333333333,3,7.5,8.0,6,28.5,23.8125,-5.0,-0.3125
Drew Scott_S25,Drew Scott,25,9,24.0,8.0,3,8.0,8.0,5,23.5,23.833333333333332,0.5,0.16666666666666785
Drew Scott_S25,Drew Scott,25,10,37.5,9.375,4,9.0,9.5,4,24.0,25.2,13.5,12.3
Dwight Howard _S33,Dwight Howard ,33,1,22.0,7.333333333333333,3,7.0,8.0,2,,22.0,,0.0
Dwight Howard _S33,Dwight Howard ,33,2,22.0,7.333333333333333,3,7.0,8.0,3,22.0,22.0,0.0,0.0
Dwight Howard _S33,Dwight Howard ,33,3,26.0,6.5,4,6.0,7.0,9,22.0,23.333333333333332,4.0,2.666666666666668
Dwight Howard _S33,Dwight Howard ,33,4,29.0,7.25,4,7.0,8.0,9,26.0,24.75,3.0,4.25
Dwight Howard _S33,Dwight Howard ,33,5,24.0,8.0,3,8.0,8.0,7,29.0,24.6,-5.0,-0.6000000000000014
Dwight Howard _S33,Dwight Howard ,33,6,31.0,10.333333333333334,3,10.0,11.0,3,24.0,25.666666666666668,7.0,5.333333333333332
Dwight Howard _S33,Dwight Howard ,33,7,24.0,8.0,3,8.0,8.0,6,31.0,25.428571428571427,-7.0,-1.428571428571427
Dylan Efron_S34,Dylan Efron,34,1,10.0,5.0,2,5.0,5.0,10,,10.0,,0.0
Dylan Efron_S34,Dylan Efron,34,2,20.0,6.666666666666667,3,6.0,7.0,9,10.0,15.0,10.0,5.0
Dylan Efron_S34,Dylan Efron,34,3,23.0,7.666666666666667,3,7.0,8.0,3,20.0,17.666666666666668,3.0,5.333333333333332
Dylan Efron_S34,Dylan Efron,34,4,23.0,7.666666666666667,3,7.0,8.0,5,23.0,19.0,0.0,4.0
Dylan Efron_S34,Dylan Efron,34,5,36.0,9.0,4,9.0,9.0,1,23.0,22.4,13.0,13.600000000000001
Dylan Efron_S34,Dylan Efron,34,6,32.0,8.0,4,8.0,8.0,8,36.0,24.0,-4.0,8.0
Dylan Efron_S34,Dylan Efron,34,7,38.0,9.5,4,8.75,9.75,5,32.0,26.0,6.0,12.0
Dylan Efron_S34,Dylan Efron,34,8,38.0,9.5,4,9.0,10.0,5,38.0,27.5,0.0,10.5
Dylan Efron_S34,Dylan Efron,34,9,42.0,10.5,4,10.5,10.5,1,38.0,29.11111111111111,4.0,12.88888888888889
Dylan Efron_S34,Dylan Efron,34,10,27.5,9.166666666666666,3,9.0,9.5,6,42.0,28.95,-14.5,-1.4499999999999993
Dylan Efron_S34,Dylan Efron,34,11,29.3332,9.777733333333334,3,9.6666,10.0,4,27.5,28.98483636363636,1.8332000000000015,0.34836363636364
Elaine Hendrix_S34,Elaine Hendrix,34,1,12.0,6.0,2,6.0,6.0,8,,12.0,,0.0
Elaine Hendrix_S34,Elaine Hendrix,34,2,21.0,7.0,3,7.0,7.0,5,12.0,16.5,9.0,4.5
Elaine Hendrix_S34,Elaine Hendrix,34,3,21.0,7.0,3,7.0,7.0,8,21.0,18.0,0.0,3.0
Elaine Hendrix_S34,Elaine Hendrix,34,4,24.0,8.0,3,8.0,8.0,4,21.0,19.5,3.0,4.5
Elaine Hendrix_S34,Elaine Hendrix,34,5,30.0,7.5,4,7.0,8.0,6,24.0,21.6,6.0,8.399999999999999
Elaine Hendrix_S34,Elaine Hendrix,34,6,36.0,9.0,4,9.0,9.0,3,30.0,24.0,6.0,12.0
Elaine Hendrix_S34,Elaine Hendrix,34,7,32.0,8.0,4,8.0,8.0,8,36.0,25.142857142857142,-4.0,6.857142857142858
Elaine Hendrix_S34,Elaine Hendrix,34,8,37.5,9.375,4,9.0,10.0,6,32.0,26.6875,5.5,10.8125
Elaine Hendrix_S34,Elaine Hendrix,34,9,36.0,9.0,4,9.0,9.0,6,37.5,27.72222222222222,-1.5,8.277777777777779
Elaine Hendrix_S34,Elaine Hendrix,34,10,28.5,9.5,3,9.5,9.5,4,36.0,27.8,-7.5,0.6999999999999993
Elaine Hendrix_S34,Elaine Hendrix,34,11,28.9998,9.6666,3,9.6666,9.6666,5,28.5,27.909072727272726,0.49980000000000047,1.0907272727272748
Elisabetta Canalis_S13,Elisabetta Canalis,13,1,15.0,5.0,3,5.0,5.0,11,,15.0,,0.0
Elisabetta Canalis_S13,Elisabetta Canalis,13,2,21.0,7.0,3,7.0,7.0,6,15.0,18.0,6.0,3.0
Elizabeth Berkley Lauren_S17,Elizabeth Berkley Lauren,17,1,24.0,8.0,3,8.0,8.0,2,,24.0,,0.0
Elizabeth Berkley Lauren_S17,Elizabeth Berkley Lauren,17,2,25.0,8.333333333333334,3,8.0,9.0,3,24.0,24.5,1.0,0.5
Elizabeth Berkley Lauren_S17,Elizabeth Berkley Lauren,17,3,25.0,8.333333333333334,3,8.0,9.0,5,25.0,24.666666666666668,0.0,0.33333333333333215
Elizabeth Berkley Lauren_S17,Elizabeth Berkley Lauren,17,4,27.0,9.0,3,9.0,9.0,3,25.0,25.25,2.0,1.75
Elizabeth Berkley Lauren_S17,Elizabeth Berkley Lauren,17,5,26.0,8.666666666666666,3,8.0,9.0,6,27.0,25.4,-1.0,0.6000000000000014
Elizabeth Berkley Lauren_S17,Elizabeth Berkley Lauren,17,6,31.9998,10.6666,3,10.6666,10.6666,2,26.0,26.499966666666666,5.9998000000000005,5.499833333333335
Elizabeth Berkley Lauren_S17,Elizabeth Berkley Lauren,17,7,27.0,9.0,3,9.0,9.0,6,31.9998,26.5714,-4.9998000000000005,0.4285999999999994
Elizabeth Berkley Lauren_S17,Elizabeth Berkley Lauren,17,8,25.0,8.333333333333334,3,8.0,9.0,6,27.0,26.374975,-2.0,-1.3749749999999992
Elizabeth Berkley Lauren_S17,Elizabeth Berkley Lauren,17,9,28.0,9.333333333333334,3,9.0,9.5,2,25.0,26.555533333333333,3.0,1.444466666666667
Emmitt Smith_S15,Emmitt Smith,15,1,24.5,8.166666666666666,3,8.0,8.5,1,,24.5,,0.0
Emmitt Smith_S15,Emmitt Smith,15,2,22.5,7.5,3,7.5,7.5,8,24.5,23.5,-2.0,-1.0
Emmitt Smith_S15,Emmitt Smith,15,3,25.0,8.333333333333334,3,8.0,8.5,8,22.5,24.0,2.5,1.0
Emmitt Smith_S15,Emmitt Smith,15,4,36.0,9.0,4,9.0,9.0,5,25.0,27.0,11.0,9.0
Emmitt Smith_S15,Emmitt Smith,15,5,28.0,9.333333333333334,3,9.25,9.5,6,36.0,27.2,-8.0,0.8000000000000007
Emmitt Smith_S15,Emmitt Smith,15,6,26.5,8.833333333333334,3,8.5,9.5,8,28.0,27.083333333333332,-1.5,-0.5833333333333321
Emmitt Smith_S15,Emmitt Smith,15,7,34.4999,11.499966666666666,3,10.8333,11.8333,4,26.5,28.142842857142856,7.999899999999997,6.3570571428571405
Emmitt Smith_S15,Emmitt Smith,15,8,29.0554,9.685133333333333,3,9.5,9.7777,4,34.4999,28.2569125,-5.444499999999998,0.7984875000000002
Emmitt Smith_S15,Emmitt Smith,15,9,27.0,9.0,3,9.0,9.0,5,29.0554,28.117255555555555,-2.055399999999999,-1.1172555555555554
Emmitt Smith_S3,Emmitt Smith,3,1,24.0,8.0,3,8.0,8.0,2,,24.0,,0.0
Emmitt Smith_S3,Emmitt Smith,3,2,24.0,8.0,3,8.0,8.0,4,24.0,24.0,0.0,0.0
Emmitt Smith_S3,Emmitt Smith,3,3,19.0,6.333333333333333,3,6.0,7.0,9,24.0,22.333333333333332,-5.0,-3.333333333333332
Emmitt Smith_S3,Emmitt Smith,3,4,24.0,8.0,3,8.0,8.0,6,19.0,22.75,5.0,1.25
Emmitt Smith_S3,Emmitt Smith,3,5,27.0,9.0,3,9.0,9.0,2,24.0,23.6,3.0,3.3999999999999986
Emmitt Smith_S3,Emmitt Smith,3,6,25.0,8.333333333333334,3,8.0,9.0,2,27.0,23.833333333333332,-2.0,1.1666666666666679
Emmitt Smith_S3,Emmitt Smith,3,7,28.5,9.5,3,9.0,10.0,1,25.0,24.5,3.5,4.0
Emmitt Smith_S3,Emmitt Smith,3,8,27.0,9.0,3,8.5,9.5,2,28.5,24.8125,-1.5,2.1875
Emmitt Smith_S3,Emmitt Smith,3,9,29.5,9.833333333333334,3,9.5,10.0,2,27.0,25.333333333333332,2.5,4.166666666666668
Emmitt Smith_S3,Emmitt Smith,3,10,29.666600000000003,9.888866666666667,3,9.6666,10.0,1,29.5,25.76666,0.16660000000000252,3.899940000000001
Eric Roberts_S33,Eric Roberts,33,1,15.0,5.0,3,5.0,5.0,13,,15.0,,0.0
Eric Roberts_S33,Eric Roberts,33,2,15.0,5.0,3,4.0,6.0,13,15.0,15.0,0.0,0.0
