contestant_id,celebrity_name,season,weeks_competed,season_total_score,season_avg_weekly_score,season_avg_judge_score,score_volatility,avg_rank,weeks_ranked_first,placement,results,ballroom_partner,celebrity_industry,celebrity_age_during_season,is_withdrew,industry_code,voting_method,is_controversy_case
Joey Fatone_S4,Joey Fatone,4,10,267.6665,26.76665,8.922216666666667,2.350713840162884,2.3,2,2,2nd Place,Kym Johnson,Singer/Rapper,30,false,21,percentage,false
Brandy_S11,Brandy,11,9,248.4999,27.6111,8.865737037037038,5.504398367669257,2.3333333333333335,4,4,Eliminated Week 9,Maksim Chmerkoskiy,Singer/Rapper,31,false,21,percentage,false
Chuck Wicks_S8,Chuck Wicks,8,8,183.5,22.9375,7.645833333333334,2.4266010914740095,5.5,0,6,Eliminated Week 8,Julianne Hough,Singer/Rapper,29,false,21,percentage,false
Shawn Johnson_S8,Shawn Johnson,8,11,291.0,26.454545454545453,8.818181818181818,2.018099916438051,2.6363636363636362,1,1,1st Place,Mark Ballas,Athlete,17,false,2,percentage,false
Josh Norman_S26,Josh Norman,26,4,122.0,30.5,8.71875,5.873670062235365,2.75,1,2,2nd Place,Sharna Burgess,Athlete,30,false,2,percentage,false
Mario_S6,Mario,6,8,202.0,25.25,8.416666666666666,2.2038926600773596,3.625,0,5,Eliminated Week 8,Karina Smirnoff,Singer/Rapper,21,false,21,percentage,false
Arike Ogunbowale_S26,Arike Ogunbowale,26,2,55.0,27.5,7.708333333333334,10.606601717798213,5.0,0,7,Eliminated Week 2,Gleb Savchenko,Athlete,21,false,2,percentage,false
Evander Holyfield_S1,Evander Holyfield,1,3,45.0,15.0,5.0,2.6457513110645907,5.0,0,5,Eliminated Week 3,Edyta Sliwinska,Athlete,42,false,2,rank_v1,false
Susan Lucci_S7,Susan Lucci,7,7,153.5,21.928571428571427,7.30952380952381,1.966989481173607,5.285714285714286,0,6,Eliminated Week 7,Tony Dovolani,Actor/Actress,61,false,0,percentage,false
Vanessa Lachey_S25,Vanessa Lachey,25,7,178.5,25.5,8.071428571428571,4.958158260214505,5.142857142857143,0,7,Eliminated Week 7,Maksim Chmerkoskiy,TV Personality,36,false,25,percentage,false
Romeo_S12,Romeo,12,8,195.0,24.375,7.8125,3.8149143409218813,4.125,1,5,Eliminated Week 8,Chelsie Hightower,Singer/Rapper,21,false,21,percentage,false
Antonio Brown_S22,Antonio Brown,22,9,228.5,25.38888888888889,7.898148148148148,4.897561751638372,6.444444444444445,0,5,Eliminated Week 9,Sharna Burgess,Athlete,27,false,2,percentage,false
Melissa Joan Hart_S9,Melissa Joan Hart,9,6,136.9999,22.833316666666665,7.6111055555555565,3.4302507199425913,7.333333333333333,0,9,Eliminated Week 6,Mark Ballas,Actor/Actress,33,false,0,percentage,false
Hannah Brown_S28,Hannah Brown,28,11,294.4998,26.77270909090909,8.412872727272728,4.740043536815786,3.4545454545454546,1,1,1st Place,Alan Bersten,TV Personality,24,false,25,rank_v2,false
Andy Grammer_S21,Andy Grammer,21,8,222.9998,27.874975,8.197908333333334,6.916610958255289,5.75,0,7,Eliminated Week 8,Allison Holker,Singer/Rapper,31,false,21,percentage,false
Cody Linley_S7,Cody Linley,7,9,205.5,22.833333333333332,7.611111111111111,2.2638462845343543,4.666666666666667,0,4,Eliminated Week 9,Julianne Hough,Actor/Actress,18,false,0,percentage,false
Amy Purdy_S18,Amy Purdy,18,10,339.1666,33.91666,9.126386666666667,5.971775280470997,2.6,0,2,2nd Place,Derek Hough,Athlete,34,false,2,percentage,false
Ty Murray_S8,Ty Murray,8,10,218.0,21.8,7.2666666666666675,3.6453928305312844,6.4,0,4,Eliminated Week 10,Chelsie Hightower,Athlete,39,false,2,percentage,false
Shawn Johnson_S15,Shawn Johnson,15,10,293.5274,29.35274,9.455079999999999,5.420423685203133,2.9,2,2,2nd Place,Derek Hough,Athlete,20,false,2,percentage,false
Tinashe_S27,Tinashe,27,4,102.0,25.5,8.5,1.7320508075688776,2.75,0,10,Eliminated Week 4,Brandon Armstrong,Singer/Rapper,25,false,21,percentage,false
Skai Jackson_S29,Skai Jackson,29,10,235.4996,23.54996,7.849986666666666,5.155595019695701,6.5,2,5,Eliminated Week 10,Alan Bersten,Actor/Actress,18,false,0,rank_v2,false
Priscilla Presley_S6,Priscilla Presley,6,5,114.0,22.8,7.6,2.16794833886788,5.6,0,8,Eliminated Week 5,Louis van Amstel,Actor/Actress,62,false,0,percentage,false
Tavis Smiley_S19,Tavis Smiley,19,2,57.0,28.5,7.125,0.7071067811865476,8.5,0,12,Eliminated Week 2,Sharna Burgess,Radio Personality,50,false,20,percentage,false
Belinda Carlisle_S8,Belinda Carlisle,8,2,35.0,17.5,5.833333333333334,0.7071067811865476,10.0,0,13,Eliminated Week 2,Jonathan Roberts,Singer/Rapper,50,false,21,percentage,false
Sadie Robertson_S19,Sadie Robertson,19,11,386.83320000000003,35.16665454545455,8.791663636363637,2.84114609140876,3.6363636363636362,1,2,2nd Place,Mark Ballas,TV Personality,17,false,25,percentage,false
Marie Osmond_S5,Marie Osmond,5,10,242.5,24.25,8.083333333333332,2.3003622903070435,5.1,0,3,3rd Place,Jonathan Roberts,Singer/Rapper,47,false,21,percentage,false
Chris Mazdzer_S26,Chris Mazdzer,26,3,87.0,29.0,7.833333333333333,6.928203230275509,5.0,0,5,Eliminated Week 3,Witney Carson,Athlete,29,false,2,percentage,false
Jennifer Grey_S11,Jennifer Grey,11,10,279.0,27.9,8.995833333333334,3.9214509786273974,1.9,5,1,1st Place,Derek Hough,Actor/Actress,50,false,0,percentage,false
Lisa Vanderpump_S16,Lisa Vanderpump,16,4,75.0,18.75,6.25,1.5,9.25,0,10,Eliminated Week 4,Gleb Savchenko,TV Personality,52,false,25,percentage,false
Warren Sapp_S7,Warren Sapp,7,10,242.5,24.25,8.083333333333332,2.188987589427283,3.2,0,2,2nd Place,Kym Johnson,Athlete,35,false,2,percentage,false
Martin Kove_S30,Martin Kove,30,2,28.0,14.0,3.5,1.4142135623730951,15.0,0,15,Eliminated Week 2,Britt Stewart,Actor/Actress,75,false,0,rank_v2,false
Ralph Macchio_S12,Ralph Macchio,12,9,217.0,24.11111111111111,7.731481481481481,3.6209268304000712,4.111111111111111,1,4,Eliminated Week 9,Karina Smirnoff,Actor/Actress,49,false,0,percentage,false
Paige VanZant_S22,Paige VanZant,22,10,277.6666,27.76666,8.69722,4.317060213772022,2.4,3,2,2nd Place,Mark Ballas,Athlete,22,false,2,percentage,false
Kel Mitchell_S28,Kel Mitchell,28,11,290.4998,26.409072727272726,8.28029696969697,6.015876117256887,3.8181818181818183,0,2,2nd Place,Witney Carson,Actor/Actress,41,false,0,rank_v2,false
Nastia Liukin_S20,Nastia Liukin,20,9,327.5,36.388888888888886,9.097222222222221,3.389116567943793,2.111111111111111,3,4,Eliminated Week 9,Derek Hough,Athlete,25,false,2,percentage,false
Martina Navratilova_S14,Martina Navratilova,14,2,37.0,18.5,6.166666666666667,2.1213203435596424,11.0,0,12,Eliminated Week 2,Tony Dovolani,Athlete,55,false,2,percentage,false
Brant Daugherty_S17,Brant Daugherty,17,8,206.5,25.8125,8.604166666666666,3.463457191057183,4.75,1,7,Eliminated Week 8,Peta Murgatroyd,Actor/Actress,28,false,0,percentage,false
Sam Champion_S31,Sam Champion,31,4,96.0,24.0,6.0,2.70801280154532,12.0,0,13,Eliminated Week 4,Cheryl Burke,News Anchor,61,false,16,rank_v2,false
Doug Flutie_S22,Doug Flutie,22,6,128.0,21.333333333333332,6.388888888888889,4.366539438350085,8.5,0,9,Eliminated Week 6,Karina Smirnoff,Athlete,53,false,2,percentage,false
Alfonso Ribeiro_S19,Alfonso Ribeiro,19,11,404.0,36.72727272727273,9.181818181818182,3.2966925574250654,2.1818181818181817,5,1,1st Place,Witney Carson,Actor/Actress,42,false,0,percentage,false
Shanna Moakler_S3,Shanna Moakler,3,2,40.0,20.0,6.666666666666666,2.8284271247461903,6.5,0,10,Eliminated Week 2,Jesse DeSoto,Model,31,false,13,percentage,false
Bindi Irwin_S21,Bindi Irwin,21,11,333.5,30.318181818181817,9.28030303030303,4.849086136957804,2.5454545454545454,2,1,1st Place,Derek Hough,TV Personality,17,false,25,percentage,false
Jamie Lynn Spears_S32,Jamie Lynn Spears,32,2,31.0,15.5,5.166666666666666,0.7071067811865476,9.5,0,13,Eliminated Week 2,Alan Bersten,Actor/Actress,32,false,0,rank_v2,false
Kristin Cavallari_S13,Kristin Cavallari,13,3,65.0,21.666666666666668,7.222222222222221,2.5166114784235827,4.0,0,10,Eliminated Week 3,Mark Ballas,TV Personality,24,false,25,percentage,false
Lamar Odom_S28,Lamar Odom,28,4,55.0,13.75,4.166666666666666,4.193248541803041,11.0,0,10,Eliminated Week 4,Peta Murgatroyd,Athlete,39,false,2,rank_v2,false
Michael Bolton_S11,Michael Bolton,11,2,28.0,14.0,4.666666666666666,2.8284271247461903,10.0,0,11,Eliminated Week 2,Chelsie Hightower,Singer/Rapper,57,false,21,percentage,false
Teresa Giudice_S31,Teresa Giudice,31,2,43.0,21.5,5.375,2.1213203435596424,14.0,0,15,Eliminated Week 2,Pasha Pashkov,TV Personality,50,false,25,rank_v2,false
Ray Lewis_S28,Ray Lewis,28,2,30.0,15.0,5.0,0.0,9.5,0,11,Withdrew,Cheryl Burke,Athlete,44,true,2,rank_v2,false
Gladys Knight_S14,Gladys Knight,14,6,132.0,22.0,7.333333333333333,2.097617696340303,8.666666666666666,0,8,Eliminated Week 6,Tristan MacManus,Singer/Rapper,67,false,21,percentage,false
Mirai Nagasu_S26,Mirai Nagasu,26,3,95.0,31.666666666666668,8.555555555555555,7.571877794400365,2.3333333333333335,1,4,Eliminated Week 3,Alan Bersten,Athlete,25,false,2,percentage,false
Chad Ochocinco_S10,Chad Ochocinco,10,9,199.4999,22.166655555555554,7.388885185185185,4.808823054321896,5.222222222222222,0,4,Eliminated Week 9,Cheryl Burke,Athlete,32,false,2,percentage,false
NeNe Leakes_S18,NeNe Leakes,18,7,207.0,29.571428571428573,7.892857142857143,6.0513674172907095,7.0,0,7,Eliminated Week 7,Tony Dovolani,TV Personality,46,false,25,percentage,false
Zendaya_S16,Zendaya,16,10,272.9998,27.299979999999998,9.099993333333334,2.097631469485949,2.1,3,2,2nd Place,Valentin Chmerkovskiy,Actor/Actress,16,false,0,percentage,false
Hayes Grier_S21,Hayes Grier,21,7,190.5,27.214285714285715,7.976190476190476,4.081024614574371,5.571428571428571,0,8,Eliminated Week 7,Emma Slater,Social Media Personality,15,false,22,percentage,false
Riker Lynch_S20,Riker Lynch,20,10,363.0,36.3,9.075,3.301514803843837,2.3,3,2,2nd Place,Allison Holker,Actor/Actress,23,false,0,percentage,false
Lele Pons_S32,Lele Pons,32,7,186.5,26.642857142857142,7.684523809523809,7.341175460568774,4.142857142857143,0,8,Eliminated Week 7,Brandon Armstrong,Social Media Personality,27,false,22,rank_v2,false
Albert Reed_S5,Albert Reed,5,2,42.0,21.0,7.0,0.0,7.5,0,11,Eliminated Week 2,Anna Trebunskaya,Model,22,false,13,percentage,false
Jake Pavelka_S10,Jake Pavelka,10,6,127.9999,21.333316666666665,7.1111055555555565,2.2508931564307217,5.666666666666667,0,7,Eliminated Week 6,Chelsie Hightower,TV Personality,32,false,25,percentage,false
Debi Mazar_S9,Debi Mazar,9,3,60.0,20.0,6.666666666666667,2.6457513110645907,8.333333333333334,0,12,Eliminated Week 3,Maksim Chmerkoskiy,Actor/Actress,45,false,0,percentage,false
Wynonna Judd_S16,Wynonna Judd,16,3,51.0,17.0,5.666666666666667,1.7320508075688772,9.333333333333334,0,11,Eliminated Week 3,Tony Dovolani,Singer/Rapper,48,false,21,percentage,false
Chris Jericho_S12,Chris Jericho,12,6,134.0,22.333333333333332,7.444444444444444,2.3380903889000244,4.833333333333333,0,7,Eliminated Week 6,Cheryl Burke,Athlete,40,false,2,percentage,false
Amber Riley_S17,Amber Riley,17,11,313.8331,28.53028181818182,9.210851515151516,4.502957199178819,3.0,5,1,1st Place,Derek Hough,Actor/Actress,27,false,0,percentage,false
Alyson Hannigan_S32,Alyson Hannigan,32,11,281.0,25.545454545454547,7.318181818181818,7.424468147465331,7.181818181818182,0,5,5th Place,Sasha Farber,Actor/Actress,49,false,0,rank_v2,false
Monica Seles_S6,Monica Seles,6,2,30.0,15.0,5.0,0.0,11.5,0,11,Eliminated Week 2,Jonathan Roberts,Athlete,34,false,2,percentage,false
Kelly Osbourne_S9,Kelly Osbourne,9,10,244.7216,24.47216,8.157386666666667,3.3584126922633497,5.2,0,3,3rd Place,Louis van Amstel,TV Personality,24,false,25,percentage,false
Jeffrey Ross_S7,Jeffrey Ross,7,1,12.0,12.0,4.0,,13.0,0,13,Eliminated Week 1,Edyta Sliwinska,Comedian,43,false,4,percentage,false
Laila Ali_S4,Laila Ali,4,10,262.3332,26.23332,8.74444,3.3565762982870244,2.7,4,3,3rd Place,Maksim Chmerkoskiy,Athlete,29,false,2,percentage,false
Daniel Durant_S31,Daniel Durant,31,9,293.5,32.611111111111114,8.152777777777779,3.911343900900446,6.666666666666667,0,5,Eliminated Week 9,Britt Stewart,Actor/Actress,32,false,0,rank_v2,false
Whitney Leavitt_S34,Whitney Leavitt,34,10,310.5,31.05,8.970833333333333,9.476432755936052,2.2,4,6,Eliminated Week 10,Mark Ballas,TV Personality,32,false,25,rank_v2,false
Sean Spicer_S28,Sean Spicer,28,9,170.0,18.88888888888889,5.87037037037037,3.919325338768282,8.555555555555555,0,6,Eliminated Week 9,Lindsay Arnold,Politician,48,false,17,rank_v2,false
Marilu Henner_S23,Marilu Henner,23,9,255.0,28.333333333333332,7.740740740740741,4.898979485566357,6.111111111111111,0,6,Eliminated Week 9,Derek Hough,Actor/Actress,64,false,0,percentage,false
Holly Madison_S8,Holly Madison,8,4,69.0,17.25,5.75,0.9574271077563385,8.75,0,11,Eliminated Week 4,Dmitry Chaplin,TV Personality,30,false,25,percentage,false
Evanna Lynch_S27,Evanna Lynch,27,9,234.5,26.055555555555557,8.685185185185185,3.924637279772206,4.111111111111111,1,3,3rd Place,Keo Motsepe,Actor/Actress,27,false,0,percentage,false
Tommy Chong_S19,Tommy Chong,19,10,286.5,28.65,7.1625,2.828918128503859,6.9,0,5,Eliminated Week 10,Peta Murgatroyd,Comedian,76,false,4,percentage,false
Rick Fox_S11,Rick Fox,11,7,175.0,25.0,7.922619047619047,5.361902647381804,4.0,0,6,Eliminated Week 7,Cheryl Burke,Athlete,41,false,2,percentage,false
Lawrence Taylor_S8,Lawrence Taylor,8,7,138.0,19.714285714285715,6.571428571428571,1.8898223650461359,7.857142857142857,0,7,Eliminated Week 7,Edyta Sliwinska,Athlete,50,false,2,percentage,false
Sasha Pieterse_S25,Sasha Pieterse,25,5,107.5,21.5,7.166666666666666,2.8284271247461903,7.8,0,10,Eliminated Week 5,Gleb Savchenko,Actor/Actress,21,false,0,percentage,false
Nyle DiMarco_S22,Nyle DiMarco,22,10,278.4998,27.84998,8.69166,5.011370848558085,2.8,4,1,1st Place,Peta Murgatroyd,Model,26,false,13,percentage,false
Joe Amabile_S27,Joe Amabile,27,8,150.0,18.75,6.25,3.6449573777637356,9.5,0,6,Eliminated Week 8,Jenna Johnson,TV Personality,32,false,25,percentage,false
DeMarcus Ware_S27,DeMarcus Ware,27,7,173.0,24.714285714285715,8.238095238095237,1.8224786888818671,5.0,1,7,Eliminated Week 7,Lindsay Arnold,Athlete,36,false,2,percentage,false
Alexandra Raisman_S16,Alexandra Raisman,16,10,264.5,26.45,8.816666666666666,3.3203915431767985,2.5,3,4,Eliminated Week 10,Mark Ballas,Athlete,18,false,2,percentage,false
Nancy Kerrigan_S24,Nancy Kerrigan,24,7,227.5,32.5,8.125,3.329164059239696,4.0,0,7,Eliminated Week 7,Artem Chigvintsev,Athlete,47,false,2,percentage,false
Jacoby Jones_S16,Jacoby Jones,16,10,251.9997,25.19997,8.399989999999999,2.830373356624332,3.8,1,3,3rd Place,Karina Smirnoff,Athlete,28,false,2,percentage,false
Elisabetta Canalis_S13,Elisabetta Canalis,13,2,36.0,18.0,6.0,4.242640687119285,8.5,0,11,Eliminated Week 2,Valentin Chmerkovskiy,Actor/Actress,33,false,0,percentage,false
Anne Heche_S29,Anne Heche,29,4,72.0,18.0,6.0,2.449489742783178,9.0,0,13,Eliminated Week 4,Keo Motsepe,Actor/Actress,51,false,0,rank_v2,false
Kenya Moore_S30,Kenya Moore,30,6,168.5,28.083333333333332,7.3125,5.499242372060597,8.666666666666666,0,10,Eliminated Week 6,Brandon Armstrong,TV Personality,50,false,25,rank_v2,false
Vinny Guadagnino_S31,Vinny Guadagnino,31,8,215.5,26.9375,6.734375,4.799088455113117,10.875,0,7,Eliminated Week 8,Koko Iwasaki,TV Personality,34,false,25,rank_v2,false
Tonya Harding_S26,Tonya Harding,26,4,119.0,29.75,8.5,5.377421934967226,3.75,0,3,3rd Place,Sasha Farber,Athlete,47,false,2,percentage,false
Alek Skarlatos_S21,Alek Skarlatos,21,11,293.9999,26.727263636363638,8.212118181818182,3.349351633457654,5.454545454545454,0,3,3rd Place,Lindsay Arnold,Military,22,false,12,percentage,false
Matt Walsh_S32,Matt Walsh,32,1,12.0,12.0,4.0,,13.0,0,14,Eliminated Week 1,Koko Iwasaki,Comedian,58,false,4,rank_v2,false
Joey Fatone_S15,Joey Fatone,15,2,43.0,21.5,7.166666666666666,1.4142135623730951,9.5,0,12,Eliminated Week 2,Kym Johnson,Singer/Rapper,35,false,21,percentage,false
Sabrina Bryan_S15,Sabrina Bryan,15,6,168.75,28.125,8.881944444444445,4.521476528745892,2.8333333333333335,3,8,Eliminated Week 6,Louis van Amstel,Actor/Actress,28,false,0,percentage,false
Rachel Hunter_S1,Rachel Hunter,1,4,95.0,23.75,7.916666666666667,2.6299556396765835,1.5,2,4,Eliminated Week 4,Jonathan Roberts,Model,35,false,13,rank_v1,false
Floyd Mayweather Jr. _S5,Floyd Mayweather Jr. ,5,4,83.0,20.75,6.916666666666667,2.0615528128088303,9.0,0,9,Eliminated Week 4,Karina Smirnoff,Athlete,30,false,2,percentage,false
Emmitt Smith_S15,Emmitt Smith,15,9,253.0553,28.117255555555555,9.039085185185185,4.499844849856245,5.444444444444445,1,4,Eliminated Week 9,Cheryl Burke,Athlete,43,false,2,percentage,false
Victor Ortiz_S16,Victor Ortiz,16,6,118.0,19.666666666666668,6.555555555555556,2.065591117977289,7.666666666666667,0,8,Eliminated Week 6,Lindsay Arnold,Athlete,26,false,2,percentage,false
Ariana Madix_S32,Ariana Madix,32,11,339.5,30.863636363636363,8.840909090909092,7.836105247796603,2.727272727272727,2,3,3rd Place,Pasha Pashkov,TV Personality,38,false,25,rank_v2,false
Lindsey Stirling_S25,Lindsey Stirling,25,10,286.5,28.65,8.883333333333333,6.346696428501645,2.5,3,2,2nd Place,Mark Ballas,Musician,31,false,15,percentage,false
Master P_S2,Master P,2,4,50.0,12.5,4.166666666666667,3.415650255319866,8.5,0,7,Eliminated Week 4,Ashly DelGrosso,Singer/Rapper,35,false,21,rank_v1,false
Niecy Nash_S10,Niecy Nash,10,8,167.9998,20.999975,6.999991666666666,3.035457132789063,6.0,0,5,Eliminated Week 8,Louis van Amstel,Actor/Actress,40,false,0,percentage,false
Tamar Braxton_S21,Tamar Braxton,21,9,256.0,28.444444444444443,8.537037037037036,5.240732561176707,4.111111111111111,2,5,Withdrew,Valentin Chmerkovskiy,Singer/Rapper,38,true,21,percentage,false
Mark Dacascos_S9,Mark Dacascos,9,7,169.4998,24.214257142857143,8.071419047619047,4.965324044093915,5.857142857142857,0,6,Eliminated Week 7,Lacey Schwimmer,Actor/Actress,45,false,0,percentage,false
Christina Milian_S17,Christina Milian,17,5,125.0,25.0,8.333333333333332,2.23606797749979,3.6,0,9,Eliminated Week 5,Mark Ballas,Singer/Rapper,31,false,21,percentage,false
Kirstie Alley_S15,Kirstie Alley,15,8,201.2499,25.1562375,8.0729125,3.681354928337236,8.625,0,7,Eliminated Week 8,Maksim Chmerkoskiy,Actor/Actress,61,false,0,percentage,false
Bill Nye_S17,Bill Nye,17,3,47.0,15.666666666666666,5.222222222222222,1.5275252316519468,11.666666666666666,0,11,Eliminated Week 3,Tyne Stecklein,TV Personality,57,false,25,percentage,false
Kate Gosselin_S10,Kate Gosselin,10,5,77.0,15.4,5.133333333333333,0.5477225575051662,9.0,0,8,Eliminated Week 5,Tony Dovolani,TV Personality,35,false,25,percentage,false
Kristi Yamaguchi_S6,Kristi Yamaguchi,6,10,282.0,28.2,9.4,1.2516655570345725,1.3,7,1,1st Place,Mark Ballas,Athlete,36,false,2,percentage,false
Joanna Krupa_S9,Joanna Krupa,9,9,243.4998,27.055533333333333,9.018511111111112,5.077142952241939,2.6666666666666665,3,4,Eliminated Week 9,Derek Hough,Model,30,false,13,percentage,false
Jordan Chiles_S34,Jordan Chiles,34,11,325.1666,29.5606,8.588381818181817,9.204549742382842,3.909090909090909,1,3,3rd Place,Ezra Sosa (Apolo Anton Ohno week 9),Athlete,24,false,2,rank_v2,false
Simone Biles_S24,Simone Biles,24,9,316.5,35.166666666666664,8.791666666666666,3.640054944640261,2.6666666666666665,2,4,Eliminated Week 9,Sasha Farber,Athlete,20,false,2,percentage,false
Jaleel White_S14,Jaleel White,14,7,181.4998,25.928542857142855,8.642847619047618,5.135008230716268,4.857142857142857,1,7,Eliminated Week 7,Kym Johnson,Actor/Actress,35,false,0,percentage,false
Danny Amendola_S33,Danny Amendola,33,9,241.0,26.77777777777778,8.314814814814817,4.757304325397361,4.888888888888889,0,5,5th Place,Witney Carson,Athlete,39,false,2,rank_v2,false
Andy Dick_S16,Andy Dick,16,7,132.5,18.928571428571427,6.30952380952381,1.880349511584026,7.714285714285714,0,7,Eliminated Week 7,Sharna Burgess,Comedian,47,false,4,percentage,false
Jane Seymour_S5,Jane Seymour,5,7,171.0,24.428571428571427,8.142857142857142,2.2253945610567474,4.857142857142857,0,6,Eliminated Week 7,Tony Dovolani,Actor/Actress,56,false,0,percentage,false
Chris Kattan_S24,Chris Kattan,24,2,39.0,19.5,4.875,3.5355339059327378,12.0,0,12,Eliminated Week 2,Witney Carson,Comedian,46,false,4,percentage,false
Jana Kramer_S23,Jana Kramer,23,11,340.0,30.90909090909091,8.545454545454545,5.774158734474581,3.909090909090909,1,4,Eliminated Week 11,Gleb Savchenko,Singer/Rapper,32,false,21,percentage,false
Emmitt Smith_S3,Emmitt Smith,3,10,257.6666,25.76666,8.588886666666667,3.255755246124416,3.1,2,1,1st Place,Cheryl Burke,Athlete,37,false,2,percentage,false
Mel B_S5,Mel B,5,10,272.3332,27.23332,9.077773333333333,2.362509024462481,2.4,4,2,2nd Place,Maksim Chmerkoskiy,Singer/Rapper,32,false,21,percentage,false
Ally Brooke_S28,Ally Brooke,28,11,300.5,27.318181818181817,8.56060606060606,6.325633277675553,2.727272727272727,6,3,3rd Place,Sasha Farber,Singer/Rapper,26,false,21,rank_v2,false
Nelly_S29,Nelly,29,11,252.5,22.954545454545453,7.651515151515152,4.221697202870816,7.818181818181818,0,3,3rd Place,Daniella Karagach,Singer/Rapper,45,false,21,rank_v2,false
Monique Coleman_S3,Monique Coleman,3,8,199.5,24.9375,8.3125,2.833946012188658,3.375,2,4,Eliminated Week 8,Louis van Amstel,Actor/Actress,25,false,0,percentage,false
Jennie Finch Daigle_S26,Jennie Finch Daigle,26,3,81.5,27.166666666666668,7.375,5.484827557301444,6.333333333333333,0,6,Eliminated Week 3,Keo Motsepe,Athlete,37,false,2,percentage,false
Kim Kardashian_S7,Kim Kardashian,7,2,35.5,17.75,5.916666666666667,1.0606601717798212,9.5,0,11,Eliminated Week 2,Mark Ballas,TV Personality,27,false,25,percentage,false
Melissa Rycroft_S15,Melissa Rycroft,15,10,293.3607,29.33607,9.470356666666666,5.406697929019768,3.2,3,1,1st Place,Tony Dovolani,TV Personality,29,false,25,percentage,false
Meryl Davis_S18,Meryl Davis,18,10,348.0,34.8,9.358333333333333,6.196773353931867,2.3,7,1,1st Place,Maksim Chmerkoskiy,Athlete,27,false,2,percentage,false
Charo_S24,Charo,24,3,70.0,23.333333333333332,5.833333333333333,2.081665999466133,9.333333333333334,0,11,Eliminated Week 3,Keo Motsepe,Actor/Actress,66,false,0,percentage,false
Mischa Barton_S22,Mischa Barton,22,3,49.0,16.333333333333332,5.444444444444444,1.5275252316519472,10.666666666666666,0,11,Eliminated Week 3,Artem Chigvintsev,Actor/Actress,30,false,0,percentage,false
Mary Lou Retton_S27,Mary Lou Retton,27,6,142.0,23.666666666666668,7.888888888888889,2.0655911179772892,5.5,0,9,Eliminated Week 6,Sasha Farber,Athlete,50,false,2,percentage,false
Harry Hamlin_S3,Harry Hamlin,3,3,60.0,20.0,6.666666666666667,2.6457513110645907,6.666666666666667,0,9,Eliminated Week 3,Ashly DelGrosso,Actor/Actress,54,false,0,percentage,false
Terra Jole_S23,Terra Jole,23,10,294.5,29.45,8.245833333333334,4.437529342625992,4.0,1,5,Eliminated Week 10,Sasha Farber,TV Personality,36,false,25,percentage,false
Chaka Khan_S21,Chaka Khan,21,2,28.0,14.0,4.666666666666666,1.4142135623730951,12.5,0,13,Eliminated Week 2,Keo Motsepe,Singer/Rapper,62,false,21,percentage,false
Jack Wagner_S14,Jack Wagner,14,3,68.0,22.666666666666668,7.555555555555556,1.5275252316519463,8.0,0,11,Eliminated Week 3,Anna Trebunskaya,Actor/Actress,52,false,0,percentage,false
Jack Osbourne_S17,Jack Osbourne,17,11,295.9997,26.909063636363637,8.700748484848486,3.7869359171427037,4.545454545454546,0,3,3rd Place,Cheryl Burke,TV Personality,27,false,25,percentage,false
Maria Menounos_S14,Maria Menounos,14,9,240.4999,26.72221111111111,8.907403703703704,2.6938564366185345,3.7777777777777777,2,4,Eliminated Week 9,Derek Hough,TV Personality,33,false,25,percentage,false
Toni Braxton_S7,Toni Braxton,7,5,111.5,22.3,7.433333333333333,0.44721359549995804,4.2,0,8,Eliminated Week 5,Alec Mazo,Singer/Rapper,40,false,21,percentage,false
Roshon Fegan_S14,Roshon Fegan,14,8,207.9998,25.999975,8.666658333333334,1.6035318178053988,4.25,1,6,Eliminated Week 8,Chelsie Hightower,Actor/Actress,20,false,0,percentage,false
Scott Hoying_S34,Scott Hoying,34,6,129.0,21.5,6.638888888888889,7.20416546173115,9.333333333333334,0,10,Eliminated Week 6,Rylee Arnold,Singer/Rapper,34,false,21,rank_v2,false
Josie Maran_S5,Josie Maran,5,1,16.0,16.0,5.333333333333333,,12.0,0,12,Eliminated Week 1,Alec Mazo,Model,29,false,13,percentage,false
Bonner Bolton_S24,Bonner Bolton,24,8,227.5,28.4375,7.109375,3.6394416761758555,6.875,0,5,Eliminated Week 8,Sharna Burgess,Athlete,29,false,2,percentage,false
Mr. T_S24,Mr. T,24,4,94.0,23.5,5.875,3.415650255319866,10.75,0,10,Eliminated Week 4,Kym Herjavec,Actor/Actress,64,false,0,percentage,false
Macy Gray_S9,Macy Gray,9,1,18.9999,18.9999,6.3333,,16.0,0,15,Eliminated Week 1,Jonathan Roberts,Singer/Rapper,42,false,21,percentage,false
Carson Kressley_S13,Carson Kressley,13,5,97.0,19.4,6.466666666666667,2.302172886644268,8.4,0,8,Eliminated Week 5,Anna Trebunskaya,TV Personality,41,false,25,percentage,false
Jake T. Austin_S23,Jake T. Austin,23,2,46.0,23.0,5.75,1.4142135623730951,10.5,0,13,Eliminated Week 2,Jenna Johnson,Actor/Actress,21,false,0,percentage,false
Stacy Keibler_S2,Stacy Keibler,2,8,220.16649999999998,27.520812499999998,9.173604166666667,2.641894800780844,1.875,3,3,3rd Place,Tony Dovolani,Athlete,26,false,2,rank_v1,false
