contestant_id,celebrity_name,season,week,judge,score
Jake Pavelka_S10,Jake Pavelka,10,6,2,8.3333
Jake Pavelka_S10,Jake Pavelka,10,6,3,8.3333
Jake Pavelka_S10,Jake Pavelka,10,7,1,0.0
Jake Pavelka_S10,Jake Pavelka,10,7,2,0.0
Jake Pavelka_S10,Jake Pavelka,10,7,3,0.0
Jake Pavelka_S10,Jake Pavelka,10,8,1,0.0
Jake Pavelka_S10,Jake Pavelka,10,8,2,0.0
Jake Pavelka_S10,Jake Pavelka,10,8,3,0.0
Jake Pavelka_S10,Jake Pavelka,10,9,1,0.0
Jake Pavelka_S10,Jake Pavelka,10,9,2,0.0
Jake Pavelka_S10,Jake Pavelka,10,9,3,0.0
Jake Pavelka_S10,Jake Pavelka,10,10,1,0.0
Jake Pavelka_S10,Jake Pavelka,10,10,2,0.0
Jake Pavelka_S10,Jake Pavelka,10,10,3,0.0
David Hasselhoff_S11,David Hasselhoff,11,1,1,5.0
David Hasselhoff_S11,David Hasselhoff,11,1,2,5.0
David Hasselhoff_S11,David Hasselhoff,11,1,3,5.0
David Hasselhoff_S11,David Hasselhoff,11,2,1,0.0
David Hasselhoff_S11,David Hasselhoff,11,2,2,0.0
David Hasselhoff_S11,David Hasselhoff,11,2,3,0.0
David Hasselhoff_S11,David Hasselhoff,11,3,1,0.0
David Hasselhoff_S11,David Hasselhoff,11,3,2,0.0
David Hasselhoff_S11,David Hasselhoff,11,3,3,0.0
David Hasselhoff_S11,David Hasselhoff,11,4,1,0.0
David Hasselhoff_S11,David Hasselhoff,11,4,2,0.0
David Hasselhoff_S11,David Hasselhoff,11,4,3,0.0
David Hasselhoff_S11,David Hasselhoff,11,5,1,0.0
David Hasselhoff_S11,David Hasselhoff,11,5,2,0.0
David Hasselhoff_S11,David Hasselhoff,11,5,3,0.0
David Hasselhoff_S11,David Hasselhoff,11,6,1,0.0
David Hasselhoff_S11,David Hasselhoff,11,6,2,0.0
David Hasselhoff_S11,David Hasselhoff,11,6,3,0.0
David Hasselhoff_S11,David Hasselhoff,11,7,1,0.0
David Hasselhoff_S11,David Hasselhoff,11,7,2,0.0
David Hasselhoff_S11,David Hasselhoff,11,7,3,0.0
David Hasselhoff_S11,David Hasselhoff,11,7,4,0.0
David Hasselhoff_S11,David Hasselhoff,11,8,1,0.0
David Hasselhoff_S11,David Hasselhoff,11,8,2,0.0
David Hasselhoff_S11,David Hasselhoff,11,8,3,0.0
David Hasselhoff_S11,David Hasselhoff,11,9,1,0.0
David Hasselhoff_S11,David Hasselhoff,11,9,2,0.0
David Hasselhoff_S11,David Hasselhoff,11,9,3,0.0
David Hasselhoff_S11,David Hasselhoff,11,10,1,0.0
David Hasselhoff_S11,David Hasselhoff,11,10,2,0.0
David Hasselhoff_S11,David Hasselhoff,11,10,3,0.0
Florence Henderson_S11,Florence Henderson,11,1,1,6.0
Florence Henderson_S11,Florence Henderson,11,1,2,6.0
Florence Henderson_S11,Florence Henderson,11,1,3,6.0
Florence Henderson_S11,Florence Henderson,11,2,1,7.0
Florence Henderson_S11,Florence Henderson,11,2,2,6.0
Florence Henderson_S11,Florence Henderson,11,2,3,6.0
Florence Henderson_S11,Florence Henderson,11,3,1,7.0
Florence Henderson_S11,Florence Henderson,11,3,2,6.0
Florence Henderson_S11,Florence Henderson,11,3,3,7.0
Florence Henderson_S11,Florence Henderson,11,4,1,6.0
Florence Henderson_S11,Florence Henderson,11,4,2,6.0
Florence Henderson_S11,Florence Henderson,11,4,3,5.5
Florence Henderson_S11,Florence Henderson,11,5,1,7.0
Florence Henderson_S11,Florence Henderson,11,5,2,7.0
Florence Henderson_S11,Florence Henderson,11,5,3,7.0
Florence Henderson_S11,Florence Henderson,11,6,1,0.0
Florence Henderson_S11,Florence Henderson,11,6,2,0.0
Florence Henderson_S11,Florence Henderson,11,6,3,0.0
Florence Henderson_S11,Florence Henderson,11,7,1,0.0
Florence Henderson_S11,Florence Henderson,11,7,2,0.0
Florence Henderson_S11,Florence Henderson,11,7,3,0.0
Florence Henderson_S11,Florence Henderson,11,7,4,0.0
Florence Henderson_S11,Florence Henderson,11,8,1,0.0
Florence Henderson_S11,Florence Henderson,11,8,2,0.0
Florence Henderson_S11,Florence Henderson,11,8,3,0.0
Florence Henderson_S11,Florence Henderson,11,9,1,0.0
Florence Henderson_S11,Florence Henderson,11,9,2,0.0
Florence Henderson_S11,Florence Henderson,11,9,3,0.0
Florence Henderson_S11,Florence Henderson,11,10,1,0.0
Florence Henderson_S11,Florence Henderson,11,10,2,0.0
Florence Henderson_S11,Florence Henderson,11,10,3,0.0
Kyle Massey_S11,Kyle Massey,11,1,1,8.0
Kyle Massey_S11,Kyle Massey,11,1,2,7.0
Kyle Massey_S11,Kyle Massey,11,1,3,8.0
Kyle Massey_S11,Kyle Massey,11,2,1,8.0
Kyle Massey_S11,Kyle Massey,11,2,2,7.0
Kyle Massey_S11,Kyle Massey,11,2,3,7.0
Kyle Massey_S11,Kyle Massey,11,3,1,8.0
Kyle Massey_S11,Kyle Massey,11,3,2,7.0
Kyle Massey_S11,Kyle Massey,11,3,3,8.0
Kyle Massey_S11,Kyle Massey,11,4,1,7.0
Kyle Massey_S11,Kyle Massey,11,4,2,6.5
Kyle Massey_S11,Kyle Massey,11,4,3,6.5
Kyle Massey_S11,Kyle Massey,11,5,1,8.0
Kyle Massey_S11,Kyle Massey,11,5,2,5.0
Kyle Massey_S11,Kyle Massey,11,5,3,7.0
Kyle Massey_S11,Kyle Massey,11,6,1,10.3333
Kyle Massey_S11,Kyle Massey,11,6,2,9.3333
Kyle Massey_S11,Kyle Massey,11,6,3,10.3333
Kyle Massey_S11,Kyle Massey,11,7,1,9.0
Kyle Massey_S11,Kyle Massey,11,7,2,8.5
Kyle Massey_S11,Kyle Massey,11,7,3,8.0
Kyle Massey_S11,Kyle Massey,11,7,4,8.0
Kyle Massey_S11,Kyle Massey,11,8,1,9.5
Kyle Massey_S11,Kyle Massey,11,8,2,9.0
Kyle Massey_S11,Kyle Massey,11,8,3,9.5
Kyle Massey_S11,Kyle Massey,11,9,1,10.0
Kyle Massey_S11,Kyle Massey,11,9,2,9.0
Kyle Massey_S11,Kyle Massey,11,9,3,10.0
Kyle Massey_S11,Kyle Massey,11,10,1,9.3333
Kyle Massey_S11,Kyle Massey,11,10,2,8.6666
Kyle Massey_S11,Kyle Massey,11,10,3,9.3333
Jennifer Grey_S11,Jennifer Grey,11,1,1,8.0
Jennifer Grey_S11,Jennifer Grey,11,1,2,8.0
Jennifer Grey_S11,Jennifer Grey,11,1,3,8.0
Jennifer Grey_S11,Jennifer Grey,11,2,1,8.0
Jennifer Grey_S11,Jennifer Grey,11,2,2,8.0
Jennifer Grey_S11,Jennifer Grey,11,2,3,8.0
Jennifer Grey_S11,Jennifer Grey,11,3,1,8.0
Jennifer Grey_S11,Jennifer Grey,11,3,2,8.0
Jennifer Grey_S11,Jennifer Grey,11,3,3,8.0
Jennifer Grey_S11,Jennifer Grey,11,4,1,9.5
Jennifer Grey_S11,Jennifer Grey,11,4,2,9.0
Jennifer Grey_S11,Jennifer Grey,11,4,3,9.5
Jennifer Grey_S11,Jennifer Grey,11,5,1,8.0
Jennifer Grey_S11,Jennifer Grey,11,5,2,8.0
Jennifer Grey_S11,Jennifer Grey,11,5,3,9.0
Jennifer Grey_S11,Jennifer Grey,11,6,1,9.0
Jennifer Grey_S11,Jennifer Grey,11,6,2,10.0
Jennifer Grey_S11,Jennifer Grey,11,6,3,10.0
Jennifer Grey_S11,Jennifer Grey,11,7,1,9.5
Jennifer Grey_S11,Jennifer Grey,11,7,2,9.0
Jennifer Grey_S11,Jennifer Grey,11,7,3,9.0
Jennifer Grey_S11,Jennifer Grey,11,7,4,9.0
Jennifer Grey_S11,Jennifer Grey,11,8,1,9.5
Jennifer Grey_S11,Jennifer Grey,11,8,2,9.5
Jennifer Grey_S11,Jennifer Grey,11,8,3,9.5
Jennifer Grey_S11,Jennifer Grey,11,9,1,10.0
Jennifer Grey_S11,Jennifer Grey,11,9,2,10.0
Jennifer Grey_S11,Jennifer Grey,11,9,3,10.0
Jennifer Grey_S11,Jennifer Grey,11,10,1,10.0
Jennifer Grey_S11,Jennifer Grey,11,10,2,10.0
Jennifer Grey_S11,Jennifer Grey,11,10,3,10.0
Rick Fox_S11,Rick Fox,11,1,1,8.0
Rick Fox_S11,Rick Fox,11,1,2,7.0
Rick Fox_S11,Rick Fox,11,1,3,7.0
Rick Fox_S11,Rick Fox,11,2,1,7.0
Rick Fox_S11,Rick Fox,11,2,2,7.0
Rick Fox_S11,Rick Fox,11,2,3,7.0
Rick Fox_S11,Rick Fox,11,3,1,8.0
Rick Fox_S11,Rick Fox,11,3,2,8.0
Rick Fox_S11,Rick Fox,11,3,3,8.0
Rick Fox_S11,Rick Fox,11,4,1,6.0
Rick Fox_S11,Rick Fox,11,4,2,7.0
Rick Fox_S11,Rick Fox,11,4,3,6.5
Rick Fox_S11,Rick Fox,11,5,1,8.0
Rick Fox_S11,Rick Fox,11,5,2,8.0
Rick Fox_S11,Rick Fox,11,5,3,8.0
Rick Fox_S11,Rick Fox,11,6,1,10.0
Rick Fox_S11,Rick Fox,11,6,2,10.0
Rick Fox_S11,Rick Fox,11,6,3,10.0
Rick Fox_S11,Rick Fox,11,7,1,9.0
Rick Fox_S11,Rick Fox,11,7,2,8.5
Rick Fox_S11,Rick Fox,11,7,3,8.5
Rick Fox_S11,Rick Fox,11,7,4,8.5
Rick Fox_S11,Rick Fox,11,8,1,0.0
Rick Fox_S11,Rick Fox,11,8,2,0.0
Rick Fox_S11,Rick Fox,11,8,3,0.0
Rick Fox_S11,Rick Fox,11,9,1,0.0
Rick Fox_S11,Rick Fox,11,9,2,0.0
Rick Fox_S11,Rick Fox,11,9,3,0.0
Rick Fox_S11,Rick Fox,11,10,1,0.0
Rick Fox_S11,Rick Fox,11,10,2,0.0
Rick Fox_S11,Rick Fox,11,10,3,0.0
Kurt Warner_S11,Kurt Warner,11,1,1,7.0
Kurt Warner_S11,Kurt Warner,11,1,2,5.0
Kurt Warner_S11,Kurt Warner,11,1,3,7.0
Kurt Warner_S11,Kurt Warner,11,2,1,7.0
Kurt Warner_S11,Kurt Warner,11,2,2,7.0
Kurt Warner_S11,Kurt Warner,11,2,3,7.0
Kurt Warner_S11,Kurt Warner,11,3,1,8.0
Kurt Warner_S11,Kurt Warner,11,3,2,8.0
Kurt Warner_S11,Kurt Warner,11,3,3,7.0
Kurt Warner_S11,Kurt Warner,11,4,1,6.0
Kurt Warner_S11,Kurt Warner,11,4,2,5.5
Kurt Warner_S11,Kurt Warner,11,4,3,5.5
Kurt Warner_S11,Kurt Warner,11,5,1,8.0
Kurt Warner_S11,Kurt Warner,11,5,2,8.0
Kurt Warner_S11,Kurt Warner,11,5,3,8.0
Kurt Warner_S11,Kurt Warner,11,6,1,7.3333
Kurt Warner_S11,Kurt Warner,11,6,2,7.3333
Kurt Warner_S11,Kurt Warner,11,6,3,7.3333
Kurt Warner_S11,Kurt Warner,11,7,1,9.5
Kurt Warner_S11,Kurt Warner,11,7,2,8.5
Kurt Warner_S11,Kurt Warner,11,7,3,8.5
Kurt Warner_S11,Kurt Warner,11,7,4,8.5
Kurt Warner_S11,Kurt Warner,11,8,1,8.0
Kurt Warner_S11,Kurt Warner,11,8,2,8.0
Kurt Warner_S11,Kurt Warner,11,8,3,8.0
Kurt Warner_S11,Kurt Warner,11,9,1,0.0
Kurt Warner_S11,Kurt Warner,11,9,2,0.0
Kurt Warner_S11,Kurt Warner,11,9,3,0.0
Kurt Warner_S11,Kurt Warner,11,10,1,0.0
Kurt Warner_S11,Kurt Warner,11,10,2,0.0
Kurt Warner_S11,Kurt Warner,11,10,3,0.0
Margaret Cho_S11,Margaret Cho,11,1,1,5.0
Margaret Cho_S11,Margaret Cho,11,1,2,5.0
Margaret Cho_S11,Margaret Cho,11,1,3,5.0
Margaret Cho_S11,Margaret Cho,11,2,1,6.0
Margaret Cho_S11,Margaret Cho,11,2,2,6.0
Margaret Cho_S11,Margaret Cho,11,2,3,6.0
Margaret Cho_S11,Margaret Cho,11,3,1,6.0
Margaret Cho_S11,Margaret Cho,11,3,2,6.0
Margaret Cho_S11,Margaret Cho,11,3,3,6.0
Margaret Cho_S11,Margaret Cho,11,4,1,0.0
Margaret Cho_S11,Margaret Cho,11,4,2,0.0
Margaret Cho_S11,Margaret Cho,11,4,3,0.0
Margaret Cho_S11,Margaret Cho,11,5,1,0.0
Margaret Cho_S11,Margaret Cho,11,5,2,0.0
Margaret Cho_S11,Margaret Cho,11,5,3,0.0
Margaret Cho_S11,Margaret Cho,11,6,1,0.0
Margaret Cho_S11,Margaret Cho,11,6,2,0.0
Margaret Cho_S11,Margaret Cho,11,6,3,0.0
Margaret Cho_S11,Margaret Cho,11,7,1,0.0
Margaret Cho_S11,Margaret Cho,11,7,2,0.0
Margaret Cho_S11,Margaret Cho,11,7,3,0.0
Margaret Cho_S11,Margaret Cho,11,7,4,0.0
Margaret Cho_S11,Margaret Cho,11,8,1,0.0
Margaret Cho_S11,Margaret Cho,11,8,2,0.0
Margaret Cho_S11,Margaret Cho,11,8,3,0.0
Margaret Cho_S11,Margaret Cho,11,9,1,0.0
Margaret Cho_S11,Margaret Cho,11,9,2,0.0
Margaret Cho_S11,Margaret Cho,11,9,3,0.0
Margaret Cho_S11,Margaret Cho,11,10,1,0.0
Margaret Cho_S11,Margaret Cho,11,10,2,0.0
Margaret Cho_S11,Margaret Cho,11,10,3,0.0
Michael Bolton_S11,Michael Bolton,11,1,1,6.0
Michael Bolton_S11,Michael Bolton,11,1,2,5.0
Michael Bolton_S11,Michael Bolton,11,1,3,5.0
Michael Bolton_S11,Michael Bolton,11,2,1,4.0
Michael Bolton_S11,Michael Bolton,11,2,2,5.0
Michael Bolton_S11,Michael Bolton,11,2,3,3.0
Michael Bolton_S11,Michael Bolton,11,3,1,0.0
Michael Bolton_S11,Michael Bolton,11,3,2,0.0
Michael Bolton_S11,Michael Bolton,11,3,3,0.0
Michael Bolton_S11,Michael Bolton,11,4,1,0.0
Michael Bolton_S11,Michael Bolton,11,4,2,0.0
Michael Bolton_S11,Michael Bolton,11,4,3,0.0
Michael Bolton_S11,Michael Bolton,11,5,1,0.0
Michael Bolton_S11,Michael Bolton,11,5,2,0.0
Michael Bolton_S11,Michael Bolton,11,5,3,0.0
Michael Bolton_S11,Michael Bolton,11,6,1,0.0
Michael Bolton_S11,Michael Bolton,11,6,2,0.0
Michael Bolton_S11,Michael Bolton,11,6,3,0.0
Michael Bolton_S11,Michael Bolton,11,7,1,0.0
Michael Bolton_S11,Michael Bolton,11,7,2,0.0
Michael Bolton_S11,Michael Bolton,11,7,3,0.0
Michael Bolton_S11,Michael Bolton,11,7,4,0.0
Michael Bolton_S11,Michael Bolton,11,8,1,0.0
Michael Bolton_S11,Michael Bolton,11,8,2,0.0
Michael Bolton_S11,Michael Bolton,11,8,3,0.0
Michael Bolton_S11,Michael Bolton,11,9,1,0.0
Michael Bolton_S11,Michael Bolton,11,9,2,0.0
Michael Bolton_S11,Michael Bolton,11,9,3,0.0
Michael Bolton_S11,Michael Bolton,11,10,1,0.0
Michael Bolton_S11,Michael Bolton,11,10,2,0.0
Michael Bolton_S11,Michael Bolton,11,10,3,0.0
Brandy_S11,Brandy,11,1,1,7.0
Brandy_S11,Brandy,11,1,2,8.0
Brandy_S11,Brandy,11,1,3,8.0
Brandy_S11,Brandy,11,2,1,7.0
Brandy_S11,Brandy,11,2,2,7.0
Brandy_S11,Brandy,11,2,3,7.0
Brandy_S11,Brandy,11,3,1,8.0
Brandy_S11,Brandy,11,3,2,8.0
Brandy_S11,Brandy,11,3,3,8.0
Brandy_S11,Brandy,11,4,1,8.0
Brandy_S11,Brandy,11,4,2,8.0
Brandy_S11,Brandy,11,4,3,8.0
Brandy_S11,Brandy,11,5,1,9.0
Brandy_S11,Brandy,11,5,2,9.0
Brandy_S11,Brandy,11,5,3,9.0
Brandy_S11,Brandy,11,6,1,11.3333
Brandy_S11,Brandy,11,6,2,12.3333
Brandy_S11,Brandy,11,6,3,12.3333
Brandy_S11,Brandy,11,7,1,9.0
Brandy_S11,Brandy,11,7,2,9.0
Brandy_S11,Brandy,11,7,3,9.5
Brandy_S11,Brandy,11,7,4,9.0
Brandy_S11,Brandy,11,8,1,9.0
Brandy_S11,Brandy,11,8,2,9.5
Brandy_S11,Brandy,11,8,3,10.0
Brandy_S11,Brandy,11,9,1,9.5
Brandy_S11,Brandy,11,9,2,9.5
Brandy_S11,Brandy,11,9,3,9.5
Brandy_S11,Brandy,11,10,1,0.0
Brandy_S11,Brandy,11,10,2,0.0
Brandy_S11,Brandy,11,10,3,0.0
The Situation_S11,The Situation,11,1,1,5.0
The Situation_S11,The Situation,11,1,2,5.0
The Situation_S11,The Situation,11,1,3,5.0
The Situation_S11,The Situation,11,2,1,6.0
The Situation_S11,The Situation,11,2,2,6.0
The Situation_S11,The Situation,11,2,3,6.0
The Situation_S11,The Situation,11,3,1,7.0
The Situation_S11,The Situation,11,3,2,6.0
The Situation_S11,The Situation,11,3,3,7.0
The Situation_S11,The Situation,11,4,1,5.0
The Situation_S11,The Situation,11,4,2,4.5
The Situation_S11,The Situation,11,4,3,4.5
The Situation_S11,The Situation,11,5,1,0.0
The Situation_S11,The Situation,11,5,2,0.0
The Situation_S11,The Situation,11,5,3,0.0
The Situation_S11,The Situation,11,6,1,0.0
The Situation_S11,The Situation,11,6,2,0.0
The Situation_S11,The Situation,11,6,3,0.0
The Situation_S11,The Situation,11,7,1,0.0
The Situation_S11,The Situation,11,7,2,0.0
The Situation_S11,The Situation,11,7,3,0.0
The Situation_S11,The Situation,11,7,4,0.0
The Situation_S11,The Situation,11,8,1,0.0
The Situation_S11,The Situation,11,8,2,0.0
The Situation_S11,The Situation,11,8,3,0.0
The Situation_S11,The Situation,11,9,1,0.0
The Situation_S11,The Situation,11,9,2,0.0
The Situation_S11,The Situation,11,9,3,0.0
The Situation_S11,The Situation,11,10,1,0.0
The Situation_S11,The Situation,11,10,2,0.0
The Situation_S11,The Situation,11,10,3,0.0
Audrina Patridge_S11,Audrina Patridge,11,1,1,6.0
Audrina Patridge_S11,Audrina Patridge,11,1,2,7.0
Audrina Patridge_S11,Audrina Patridge,11,1,3,6.0
Audrina Patridge_S11,Audrina Patridge,11,2,1,8.0
Audrina Patridge_S11,Audrina Patridge,11,2,2,8.0
Audrina Patridge_S11,Audrina Patridge,11,2,3,7.0
Audrina Patridge_S11,Audrina Patridge,11,3,1,8.0
Audrina Patridge_S11,Audrina Patridge,11,3,2,9.0
Audrina Patridge_S11,Audrina Patridge,11,3,3,9.0
Audrina Patridge_S11,Audrina Patridge,11,4,1,8.0
Audrina Patridge_S11,Audrina Patridge,11,4,2,7.5
Audrina Patridge_S11,Audrina Patridge,11,4,3,7.5
Audrina Patridge_S11,Audrina Patridge,11,5,1,7.0
Audrina Patridge_S11,Audrina Patridge,11,5,2,8.0
Audrina Patridge_S11,Audrina Patridge,11,5,3,8.0
Audrina Patridge_S11,Audrina Patridge,11,6,1,10.6666
Audrina Patridge_S11,Audrina Patridge,11,6,2,10.6666
Audrina Patridge_S11,Audrina Patridge,11,6,3,10.6666
Audrina Patridge_S11,Audrina Patridge,11,7,1,0.0
Audrina Patridge_S11,Audrina Patridge,11,7,2,0.0
Audrina Patridge_S11,Audrina Patridge,11,7,3,0.0
Audrina Patridge_S11,Audrina Patridge,11,7,4,0.0
Audrina Patridge_S11,Audrina Patridge,11,8,1,0.0
Audrina Patridge_S11,Audrina Patridge,11,8,2,0.0
Audrina Patridge_S11,Audrina Patridge,11,8,3,0.0
Audrina Patridge_S11,Audrina Patridge,11,9,1,0.0
Audrina Patridge_S11,Audrina Patridge,11,9,2,0.0
Audrina Patridge_S11,Audrina Patridge,11,9,3,0.0
Audrina Patridge_S11,Audrina Patridge,11,10,1,0.0
Audrina Patridge_S11,Audrina Patridge,11,10,2,0.0
Audrina Patridge_S11,Audrina Patridge,11,10,3,0.0
Bristol Palin_S11,Bristol Palin,11,1,1,6.0
Bristol Palin_S11,Bristol Palin,11,1,2,6.0
Bristol Palin_S11,Bristol Palin,11,1,3,6.0
Bristol Palin_S11,Bristol Palin,11,2,1,7.0
Bristol Palin_S11,Bristol Palin,11,2,2,8.0
Bristol Palin_S11,Bristol Palin,11,2,3,7.0
Bristol Palin_S11,Bristol Palin,11,3,1,6.0
Bristol Palin_S11,Bristol Palin,11,3,2,6.0
Bristol Palin_S11,Bristol Palin,11,3,3,7.0
Bristol Palin_S11,Bristol Palin,11,4,1,5.0
Bristol Palin_S11,Bristol Palin,11,4,2,5.5
Bristol Palin_S11,Bristol Palin,11,4,3,5.5
Bristol Palin_S11,Bristol Palin,11,5,1,6.0
Bristol Palin_S11,Bristol Palin,11,5,2,6.0
Bristol Palin_S11,Bristol Palin,11,5,3,6.0
Bristol Palin_S11,Bristol Palin,11,6,1,9.6666
Bristol Palin_S11,Bristol Palin,11,6,2,8.6666
Bristol Palin_S11,Bristol Palin,11,6,3,9.6666
Bristol Palin_S11,Bristol Palin,11,7,1,8.5
Bristol Palin_S11,Bristol Palin,11,7,2,8.0
Bristol Palin_S11,Bristol Palin,11,7,3,8.0
Bristol Palin_S11,Bristol Palin,11,7,4,8.0
Bristol Palin_S11,Bristol Palin,11,8,1,7.5
Bristol Palin_S11,Bristol Palin,11,8,2,8.0
Bristol Palin_S11,Bristol Palin,11,8,3,8.0
Bristol Palin_S11,Bristol Palin,11,9,1,8.5
Bristol Palin_S11,Bristol Palin,11,9,2,9.0
Bristol Palin_S11,Bristol Palin,11,9,3,9.0
Bristol Palin_S11,Bristol Palin,11,10,1,8.3333
Bristol Palin_S11,Bristol Palin,11,10,2,9.0
Bristol Palin_S11,Bristol Palin,11,10,3,8.3333
Ralph Macchio_S12,Ralph Macchio,12,1,1,8.0
Ralph Macchio_S12,Ralph Macchio,12,1,2,8.0
Ralph Macchio_S12,Ralph Macchio,12,1,3,8.0
Ralph Macchio_S12,Ralph Macchio,12,2,1,7.0
Ralph Macchio_S12,Ralph Macchio,12,2,2,7.0
Ralph Macchio_S12,Ralph Macchio,12,2,3,7.0
Ralph Macchio_S12,Ralph Macchio,12,3,1,7.0
Ralph Macchio_S12,Ralph Macchio,12,3,2,7.0
Ralph Macchio_S12,Ralph Macchio,12,3,3,7.0
Ralph Macchio_S12,Ralph Macchio,12,4,1,8.0
Ralph Macchio_S12,Ralph Macchio,12,4,2,8.0
Ralph Macchio_S12,Ralph Macchio,12,4,3,9.0
Ralph Macchio_S12,Ralph Macchio,12,5,1,8.0
Ralph Macchio_S12,Ralph Macchio,12,5,2,7.0
Ralph Macchio_S12,Ralph Macchio,12,5,3,7.0
Ralph Macchio_S12,Ralph Macchio,12,6,1,8.0
Ralph Macchio_S12,Ralph Macchio,12,6,2,8.0
Ralph Macchio_S12,Ralph Macchio,12,6,3,8.0
Ralph Macchio_S12,Ralph Macchio,12,7,1,9.0
Ralph Macchio_S12,Ralph Macchio,12,7,2,8.5
Ralph Macchio_S12,Ralph Macchio,12,7,3,7.5
Ralph Macchio_S12,Ralph Macchio,12,7,4,8.0
Ralph Macchio_S12,Ralph Macchio,12,8,1,7.5
Ralph Macchio_S12,Ralph Macchio,12,8,2,7.5
Ralph Macchio_S12,Ralph Macchio,12,8,3,8.0
Ralph Macchio_S12,Ralph Macchio,12,9,1,8.0
Ralph Macchio_S12,Ralph Macchio,12,9,2,8.0
Ralph Macchio_S12,Ralph Macchio,12,9,3,8.0
Ralph Macchio_S12,Ralph Macchio,12,10,1,0.0
Ralph Macchio_S12,Ralph Macchio,12,10,2,0.0
Ralph Macchio_S12,Ralph Macchio,12,10,3,0.0
Chelsea Kane_S12,Chelsea Kane,12,1,1,7.0
Chelsea Kane_S12,Chelsea Kane,12,1,2,7.0
Chelsea Kane_S12,Chelsea Kane,12,1,3,7.0
Chelsea Kane_S12,Chelsea Kane,12,2,1,6.0
Chelsea Kane_S12,Chelsea Kane,12,2,2,5.0
Chelsea Kane_S12,Chelsea Kane,12,2,3,7.0
Chelsea Kane_S12,Chelsea Kane,12,3,1,7.0
Chelsea Kane_S12,Chelsea Kane,12,3,2,8.0
Chelsea Kane_S12,Chelsea Kane,12,3,3,8.0
Chelsea Kane_S12,Chelsea Kane,12,4,1,9.0
Chelsea Kane_S12,Chelsea Kane,12,4,2,8.0
Chelsea Kane_S12,Chelsea Kane,12,4,3,9.0
Chelsea Kane_S12,Chelsea Kane,12,5,1,9.0
Chelsea Kane_S12,Chelsea Kane,12,5,2,8.0
Chelsea Kane_S12,Chelsea Kane,12,5,3,9.0
Chelsea Kane_S12,Chelsea Kane,12,6,1,10.0
Chelsea Kane_S12,Chelsea Kane,12,6,2,9.0
Chelsea Kane_S12,Chelsea Kane,12,6,3,9.0
Chelsea Kane_S12,Chelsea Kane,12,7,1,8.0
Chelsea Kane_S12,Chelsea Kane,12,7,2,8.5
Chelsea Kane_S12,Chelsea Kane,12,7,3,7.5
Chelsea Kane_S12,Chelsea Kane,12,7,4,8.0
Chelsea Kane_S12,Chelsea Kane,12,8,1,9.0
Chelsea Kane_S12,Chelsea Kane,12,8,2,9.0
Chelsea Kane_S12,Chelsea Kane,12,8,3,9.5
Chelsea Kane_S12,Chelsea Kane,12,9,1,12.0
Chelsea Kane_S12,Chelsea Kane,12,9,2,12.0
Chelsea Kane_S12,Chelsea Kane,12,9,3,12.5
Chelsea Kane_S12,Chelsea Kane,12,10,1,10.0
Chelsea Kane_S12,Chelsea Kane,12,10,2,9.6666
Chelsea Kane_S12,Chelsea Kane,12,10,3,10.0
Kirstie Alley_S12,Kirstie Alley,12,1,1,8.0
Kirstie Alley_S12,Kirstie Alley,12,1,2,7.0
Kirstie Alley_S12,Kirstie Alley,12,1,3,8.0
Kirstie Alley_S12,Kirstie Alley,12,2,1,7.0
Kirstie Alley_S12,Kirstie Alley,12,2,2,6.0
Kirstie Alley_S12,Kirstie Alley,12,2,3,7.0
Kirstie Alley_S12,Kirstie Alley,12,3,1,7.0
Kirstie Alley_S12,Kirstie Alley,12,3,2,7.0
Kirstie Alley_S12,Kirstie Alley,12,3,3,7.0
Kirstie Alley_S12,Kirstie Alley,12,4,1,7.0
Kirstie Alley_S12,Kirstie Alley,12,4,2,7.0
Kirstie Alley_S12,Kirstie Alley,12,4,3,8.0
Kirstie Alley_S12,Kirstie Alley,12,5,1,8.0
Kirstie Alley_S12,Kirstie Alley,12,5,2,7.0
Kirstie Alley_S12,Kirstie Alley,12,5,3,8.0
Kirstie Alley_S12,Kirstie Alley,12,6,1,8.0
Kirstie Alley_S12,Kirstie Alley,12,6,2,9.0
Kirstie Alley_S12,Kirstie Alley,12,6,3,9.0
Kirstie Alley_S12,Kirstie Alley,12,7,1,8.0
Kirstie Alley_S12,Kirstie Alley,12,7,2,7.0
Kirstie Alley_S12,Kirstie Alley,12,7,3,7.0
Kirstie Alley_S12,Kirstie Alley,12,7,4,8.0
Kirstie Alley_S12,Kirstie Alley,12,8,1,8.5
Kirstie Alley_S12,Kirstie Alley,12,8,2,9.0
Kirstie Alley_S12,Kirstie Alley,12,8,3,9.0
Kirstie Alley_S12,Kirstie Alley,12,9,1,9.0
Kirstie Alley_S12,Kirstie Alley,12,9,2,9.0
Kirstie Alley_S12,Kirstie Alley,12,9,3,9.0
Kirstie Alley_S12,Kirstie Alley,12,10,1,9.3333
Kirstie Alley_S12,Kirstie Alley,12,10,2,9.3333
Kirstie Alley_S12,Kirstie Alley,12,10,3,9.3333
Hines Ward_S12,Hines Ward,12,1,1,7.0
Hines Ward_S12,Hines Ward,12,1,2,7.0
Hines Ward_S12,Hines Ward,12,1,3,7.0
