contestant_id,celebrity_name,season,week,total_score,avg_score,judge_count,min_score,max_score,week_rank,prev_week_score,cum_avg_score,diff_prev_week,diff_cum_avg
Ty Murray_S8,Ty Murray,8,6,18.0,6.0,3,6.0,6.0,7,21.0,20.166666666666668,-3.0,-2.166666666666668
Steve-O_S8,Steve-O,8,6,16.0,5.333333333333333,3,4.0,7.0,8,18.0,15.833333333333334,-2.0,0.16666666666666607
Shawn Johnson_S8,Shawn Johnson,8,6,26.0,8.666666666666666,3,8.0,9.0,4,26.0,25.166666666666668,0.0,0.8333333333333321
Shawn Johnson_S8,Shawn Johnson,8,7,28.0,9.333333333333334,3,9.0,10.0,2,26.0,25.571428571428573,2.0,2.428571428571427
Lawrence Taylor_S8,Lawrence Taylor,8,7,21.0,7.0,3,7.0,7.0,7,22.0,19.714285714285715,-1.0,1.2857142857142847
Chuck Wicks_S8,Chuck Wicks,8,7,27.0,9.0,3,9.0,9.0,4,23.0,22.571428571428573,4.0,4.428571428571427
Lil' Kim_S8,Lil' Kim,8,7,26.0,8.666666666666666,3,8.0,9.0,5,28.0,25.142857142857142,-2.0,0.8571428571428577
Melissa Rycroft_S8,Melissa Rycroft,8,7,29.0,9.666666666666666,3,9.0,10.0,1,27.0,26.571428571428573,2.0,2.428571428571427
Gilles Marini_S8,Gilles Marini,8,7,27.0,9.0,3,9.0,9.0,3,26.0,27.142857142857142,1.0,-0.14285714285714235
Ty Murray_S8,Ty Murray,8,7,24.0,8.0,3,8.0,8.0,6,18.0,20.714285714285715,6.0,3.2857142857142847
Lil' Kim_S8,Lil' Kim,8,8,28.0,9.333333333333334,3,9.0,10.0,1,26.0,25.5,2.0,2.5
Chuck Wicks_S8,Chuck Wicks,8,8,25.5,8.5,3,8.5,8.5,5,27.0,22.9375,-1.5,2.5625
Melissa Rycroft_S8,Melissa Rycroft,8,8,23.0,7.666666666666667,3,7.5,8.0,6,29.0,26.125,-6.0,-3.125
Ty Murray_S8,Ty Murray,8,8,26.0,8.666666666666666,3,8.0,9.0,3,24.0,21.375,2.0,4.625
Gilles Marini_S8,Gilles Marini,8,8,27.5,9.166666666666666,3,9.0,9.5,2,27.0,27.1875,0.5,0.3125
Shawn Johnson_S8,Shawn Johnson,8,8,26.0,8.666666666666666,3,8.0,9.0,4,28.0,25.625,-2.0,0.375
Lil' Kim_S8,Lil' Kim,8,9,26.0,8.666666666666666,3,8.5,9.0,4,28.0,25.555555555555557,-2.0,0.44444444444444287
Ty Murray_S8,Ty Murray,8,9,23.0,7.666666666666667,3,7.5,8.0,5,26.0,21.555555555555557,-3.0,1.4444444444444429
Gilles Marini_S8,Gilles Marini,8,9,28.0,9.333333333333334,3,9.0,9.5,3,27.5,27.27777777777778,0.5,0.7222222222222214
Melissa Rycroft_S8,Melissa Rycroft,8,9,28.5,9.5,3,9.5,9.5,1,23.0,26.38888888888889,5.5,2.1111111111111107
Shawn Johnson_S8,Shawn Johnson,8,9,28.0,9.333333333333334,3,9.0,9.5,2,26.0,25.88888888888889,2.0,2.1111111111111107
Melissa Rycroft_S8,Melissa Rycroft,8,10,27.5,9.166666666666666,3,9.0,9.5,3,28.5,26.5,-1.0,1.0
Ty Murray_S8,Ty Murray,8,10,24.0,8.0,3,8.0,8.0,4,23.0,21.8,1.0,2.1999999999999993
Gilles Marini_S8,Gilles Marini,8,10,30.0,10.0,3,10.0,10.0,1,28.0,27.55,2.0,2.4499999999999993
Shawn Johnson_S8,Shawn Johnson,8,10,28.0,9.333333333333334,3,9.0,9.5,2,28.0,26.1,0.0,1.8999999999999986
Gilles Marini_S8,Gilles Marini,8,11,29.0,9.666666666666666,3,9.5,10.0,2,30.0,27.681818181818183,-1.0,1.3181818181818166
Shawn Johnson_S8,Shawn Johnson,8,11,30.0,10.0,3,10.0,10.0,1,28.0,26.454545454545453,2.0,3.5454545454545467
Melissa Rycroft_S8,Melissa Rycroft,8,11,28.5,9.5,3,9.5,9.5,3,27.5,26.681818181818183,1.0,1.8181818181818166
Mark Dacascos_S9,Mark Dacascos,9,1,28.9998,9.6666,3,9.6666,9.6666,6,,28.9998,,0.0
Kathy Ireland_S9,Kathy Ireland,9,1,19.9999,6.666633333333333,3,6.3333,7.3333,12,,19.9999,,0.0
Michael Irvin_S9,Michael Irvin,9,1,19.0,6.333333333333333,3,6.0,7.0,14,,19.0,,0.0
Tom DeLay_S9,Tom DeLay,9,1,19.9999,6.666633333333333,3,6.3333,7.3333,13,,19.9999,,0.0
Ashley Hamiliton_S9,Ashley Hamiliton,9,1,18.9999,6.3333,3,5.3333,7.3333,16,,18.9999,,0.0
Aaron Carter_S9,Aaron Carter,9,1,31.999899999999997,10.666633333333332,3,10.3333,11.3333,2,,31.999899999999997,,0.0
Louie Vito_S9,Louie Vito,9,1,26.9998,8.999933333333333,3,8.6666,9.6666,7,,26.9998,,0.0
Natalie Coughlin_S9,Natalie Coughlin,9,1,26.9998,8.999933333333333,3,8.6666,9.6666,8,,26.9998,,0.0
Debi Mazar_S9,Debi Mazar,9,1,22.0,7.333333333333333,3,7.0,8.0,10,,22.0,,0.0
Joanna Krupa_S9,Joanna Krupa,9,1,33.9999,11.3333,3,11.3333,11.3333,1,,33.9999,,0.0
Kelly Osbourne_S9,Kelly Osbourne,9,1,30.9998,10.333266666666667,3,9.6666,10.6666,4,,30.9998,,0.0
Donny Osmond_S9,Donny Osmond,9,1,29.999899999999997,9.999966666666666,3,9.3333,10.3333,5,,29.999899999999997,,0.0
Mya_S9,Mya,9,1,30.999899999999997,10.3333,3,8.3333,11.3333,3,,30.999899999999997,,0.0
Melissa Joan Hart_S9,Melissa Joan Hart,9,1,24.0,8.0,3,8.0,8.0,9,,24.0,,0.0
Chuck Liddell_S9,Chuck Liddell,9,1,22.0,7.333333333333333,3,7.0,8.0,11,,22.0,,0.0
Macy Gray_S9,Macy Gray,9,1,18.9999,6.3333,3,5.3333,7.3333,15,,18.9999,,0.0
Natalie Coughlin_S9,Natalie Coughlin,9,2,21.0,7.0,3,7.0,7.0,5,26.9998,23.9999,-5.9998000000000005,-2.9999000000000002
Donny Osmond_S9,Donny Osmond,9,2,25.0,8.333333333333334,3,8.0,9.0,3,29.999899999999997,27.49995,-4.999899999999997,-2.4999499999999983
Kelly Osbourne_S9,Kelly Osbourne,9,2,19.0,6.333333333333333,3,6.0,7.0,12,30.9998,24.9999,-11.9998,-5.9999
Melissa Joan Hart_S9,Melissa Joan Hart,9,2,19.0,6.333333333333333,3,6.0,7.0,9,24.0,21.5,-5.0,-2.5
Joanna Krupa_S9,Joanna Krupa,9,2,20.0,6.666666666666667,3,6.0,7.0,8,33.9999,26.99995,-13.999899999999997,-6.999949999999998
Tom DeLay_S9,Tom DeLay,9,2,18.0,6.0,3,6.0,6.0,13,19.9999,18.99995,-1.9999000000000002,-0.9999499999999983
Chuck Liddell_S9,Chuck Liddell,9,2,19.0,6.333333333333333,3,6.0,7.0,10,22.0,20.5,-3.0,-1.5
Kathy Ireland_S9,Kathy Ireland,9,2,18.0,6.0,3,6.0,6.0,14,19.9999,18.99995,-1.9999000000000002,-0.9999499999999983
Mya_S9,Mya,9,2,27.0,9.0,3,9.0,9.0,1,30.999899999999997,28.99995,-3.9998999999999967,-1.9999499999999983
Mark Dacascos_S9,Mark Dacascos,9,2,21.0,7.0,3,7.0,7.0,6,28.9998,24.9999,-7.9998000000000005,-3.9999000000000002
Debi Mazar_S9,Debi Mazar,9,2,21.0,7.0,3,7.0,7.0,4,22.0,21.5,-1.0,-0.5
Louie Vito_S9,Louie Vito,9,2,19.0,6.333333333333333,3,6.0,7.0,11,26.9998,22.9999,-7.9998000000000005,-3.9999000000000002
Aaron Carter_S9,Aaron Carter,9,2,27.0,9.0,3,9.0,9.0,2,31.999899999999997,29.49995,-4.999899999999997,-2.4999499999999983
Michael Irvin_S9,Michael Irvin,9,2,20.0,6.666666666666667,3,6.0,7.0,7,19.0,19.5,1.0,0.5
Tom DeLay_S9,Tom DeLay,9,3,15.0,5.0,3,4.0,6.0,12,18.0,17.666633333333333,-3.0,-2.6666333333333334
Natalie Coughlin_S9,Natalie Coughlin,9,3,26.0,8.666666666666666,3,8.0,9.0,2,21.0,24.6666,5.0,1.333400000000001
Kelly Osbourne_S9,Kelly Osbourne,9,3,20.0,6.666666666666667,3,6.0,7.0,6,19.0,23.333266666666663,1.0,-3.3332666666666633
Donny Osmond_S9,Donny Osmond,9,3,21.0,7.0,3,7.0,7.0,4,25.0,25.333299999999998,-4.0,-4.333299999999998
Mya_S9,Mya,9,3,27.0,9.0,3,7.0,10.0,1,27.0,28.333299999999998,0.0,-1.3332999999999977
Aaron Carter_S9,Aaron Carter,9,3,21.0,7.0,3,6.0,8.0,5,27.0,26.666633333333333,-6.0,-5.666633333333333
Mark Dacascos_S9,Mark Dacascos,9,3,18.0,6.0,3,6.0,6.0,9,21.0,22.6666,-3.0,-4.666599999999999
Michael Irvin_S9,Michael Irvin,9,3,14.0,4.666666666666667,3,4.0,5.0,13,20.0,17.666666666666668,-6.0,-3.666666666666668
Joanna Krupa_S9,Joanna Krupa,9,3,23.0,7.666666666666667,3,7.0,8.0,3,20.0,25.666633333333333,3.0,-2.6666333333333334
Chuck Liddell_S9,Chuck Liddell,9,3,17.0,5.666666666666667,3,5.0,6.0,11,19.0,19.333333333333332,-2.0,-2.333333333333332
Debi Mazar_S9,Debi Mazar,9,3,17.0,5.666666666666667,3,5.0,6.0,10,21.0,20.0,-4.0,-3.0
Louie Vito_S9,Louie Vito,9,3,20.0,6.666666666666667,3,5.0,8.0,7,19.0,21.99993333333333,1.0,-1.9999333333333311
Melissa Joan Hart_S9,Melissa Joan Hart,9,3,19.0,6.333333333333333,3,6.0,7.0,8,19.0,20.666666666666668,0.0,-1.6666666666666679
Mya_S9,Mya,9,4,28.0,9.333333333333334,3,8.0,10.0,1,27.0,28.249975,1.0,-0.24997499999999917
Natalie Coughlin_S9,Natalie Coughlin,9,4,24.0,8.0,3,8.0,8.0,4,26.0,24.49995,-2.0,-0.49994999999999834
Melissa Joan Hart_S9,Melissa Joan Hart,9,4,28.0,9.333333333333334,3,9.0,10.0,2,19.0,22.5,9.0,5.5
Chuck Liddell_S9,Chuck Liddell,9,4,17.0,5.666666666666667,3,5.0,6.0,9,17.0,18.75,0.0,-1.75
Kelly Osbourne_S9,Kelly Osbourne,9,4,23.0,7.666666666666667,3,7.0,8.0,6,20.0,23.24995,3.0,-0.24994999999999834
Michael Irvin_S9,Michael Irvin,9,4,16.0,5.333333333333333,3,5.0,6.0,11,14.0,17.25,2.0,-1.25
Louie Vito_S9,Louie Vito,9,4,16.0,5.333333333333333,3,5.0,6.0,10,20.0,20.49995,-4.0,-4.499949999999998
Mark Dacascos_S9,Mark Dacascos,9,4,22.0,7.333333333333333,3,7.0,8.0,7,18.0,22.49995,4.0,-0.49994999999999834
Aaron Carter_S9,Aaron Carter,9,4,18.0,6.0,3,6.0,6.0,8,21.0,24.499975,-3.0,-6.499974999999999
Donny Osmond_S9,Donny Osmond,9,4,24.0,8.0,3,8.0,8.0,5,21.0,24.999975,3.0,-0.9999749999999992
Joanna Krupa_S9,Joanna Krupa,9,4,26.0,8.666666666666666,3,8.0,9.0,3,23.0,25.749975,3.0,0.25002500000000083
Donny Osmond_S9,Donny Osmond,9,5,29.0,9.666666666666666,3,9.0,10.0,1,24.0,25.799979999999998,5.0,3.200020000000002
Joanna Krupa_S9,Joanna Krupa,9,5,24.0,8.0,3,8.0,8.0,4,26.0,25.39998,-2.0,-1.3999799999999993
Aaron Carter_S9,Aaron Carter,9,5,24.0,8.0,3,8.0,8.0,5,18.0,24.39998,6.0,-0.39997999999999934
Michael Irvin_S9,Michael Irvin,9,5,21.0,7.0,3,7.0,7.0,10,16.0,18.0,5.0,3.0
Melissa Joan Hart_S9,Melissa Joan Hart,9,5,23.0,7.666666666666667,3,7.0,8.0,7,28.0,22.6,-5.0,0.3999999999999986
Mya_S9,Mya,9,5,27.0,9.0,3,9.0,9.0,2,28.0,27.99998,-1.0,-0.9999800000000008
Kelly Osbourne_S9,Kelly Osbourne,9,5,24.0,8.0,3,8.0,8.0,6,23.0,23.39996,1.0,0.6000399999999999
Mark Dacascos_S9,Mark Dacascos,9,5,26.0,8.666666666666666,3,8.0,9.0,3,22.0,23.199959999999997,4.0,2.8000400000000027
Natalie Coughlin_S9,Natalie Coughlin,9,5,22.0,7.333333333333333,3,7.0,8.0,9,24.0,23.999959999999998,-2.0,-1.999959999999998
Louie Vito_S9,Louie Vito,9,5,22.0,7.333333333333333,3,7.0,8.0,8,16.0,20.79996,6.0,1.2000400000000013
Louie Vito_S9,Louie Vito,9,6,24.0,8.0,3,8.0,8.0,7,22.0,21.333299999999998,2.0,2.6667000000000023
Mark Dacascos_S9,Mark Dacascos,9,6,32.0,10.666666666666666,3,10.0,11.0,4,26.0,24.666633333333333,6.0,7.333366666666667
Aaron Carter_S9,Aaron Carter,9,6,32.9998,10.999933333333333,3,10.6666,11.6666,3,24.0,25.83328333333333,8.9998,7.16651666666667
Melissa Joan Hart_S9,Melissa Joan Hart,9,6,23.9999,7.9999666666666664,3,7.3333,8.3333,8,23.0,22.833316666666665,0.9999000000000002,1.1665833333333353
Mya_S9,Mya,9,6,33.0,11.0,3,10.0,12.0,2,27.0,28.833316666666665,6.0,4.166683333333335
Michael Irvin_S9,Michael Irvin,9,6,21.9998,7.333266666666667,3,6.6666,8.6666,9,21.0,18.666633333333333,0.9998000000000005,3.333166666666667
Kelly Osbourne_S9,Kelly Osbourne,9,6,24.9998,8.333266666666667,3,7.6666,8.6666,6,24.0,23.6666,0.9998000000000005,1.3332000000000015
Joanna Krupa_S9,Joanna Krupa,9,6,35.9999,11.999966666666666,3,11.3333,12.3333,1,24.0,27.166633333333333,11.999899999999997,8.833266666666663
Donny Osmond_S9,Donny Osmond,9,6,30.999899999999997,10.3333,3,10.3333,10.3333,5,29.0,26.666633333333333,1.9998999999999967,4.333266666666663
Donny Osmond_S9,Donny Osmond,9,7,26.0,8.666666666666666,3,8.5,9.0,3,30.999899999999997,26.5714,-4.999899999999997,-0.5714000000000006
Aaron Carter_S9,Aaron Carter,9,7,26.5,8.833333333333334,3,8.5,9.0,2,32.9998,25.92852857142857,-6.4998000000000005,0.5714714285714315
Joanna Krupa_S9,Joanna Krupa,9,7,27.5,9.166666666666666,3,9.0,9.5,1,35.9999,27.214257142857143,-8.499899999999997,0.2857428571428571
Mark Dacascos_S9,Mark Dacascos,9,7,21.5,7.166666666666667,3,7.0,7.5,7,32.0,24.214257142857143,-10.5,-2.714257142857143
Mya_S9,Mya,9,7,24.5,8.166666666666666,3,7.5,8.5,5,33.0,28.21427142857143,-8.5,-3.714271428571429
Kelly Osbourne_S9,Kelly Osbourne,9,7,26.0,8.666666666666666,3,8.5,9.0,4,24.9998,23.999942857142855,1.0001999999999995,2.0000571428571448
Michael Irvin_S9,Michael Irvin,9,7,23.5,7.833333333333333,3,7.5,8.0,6,21.9998,19.357114285714285,1.5001999999999995,4.142885714285715
Joanna Krupa_S9,Joanna Krupa,9,8,26.0,8.666666666666666,3,8.5,9.0,2,27.5,27.062475,-1.5,-1.0624749999999992
Mya_S9,Mya,9,8,29.5,9.833333333333334,3,9.5,10.0,1,24.5,28.3749875,5.0,1.1250125000000004
Aaron Carter_S9,Aaron Carter,9,8,25.0,8.333333333333334,3,8.0,8.5,4,26.5,25.8124625,-1.5,-0.8124624999999988
Donny Osmond_S9,Donny Osmond,9,8,25.0,8.333333333333334,3,8.0,8.5,5,26.0,26.374975,-1.0,-1.3749749999999992
Kelly Osbourne_S9,Kelly Osbourne,9,8,25.5,8.5,3,8.0,9.0,3,26.0,24.18745,-0.5,1.3125500000000017
Mya_S9,Mya,9,9,28.9999,9.666633333333333,3,9.3333,10.0,1,29.5,28.444422222222222,-0.5000999999999998,0.555477777777778
Donny Osmond_S9,Donny Osmond,9,9,24.6666,8.222199999999999,3,8.0,8.3333,4,25.0,26.185155555555554,-0.33340000000000103,-1.5185555555555545
Joanna Krupa_S9,Joanna Krupa,9,9,27.0,9.0,3,9.0,9.0,2,26.0,27.055533333333333,1.0,-0.05553333333333299
Kelly Osbourne_S9,Kelly Osbourne,9,9,25.9998,8.6666,3,8.6666,8.6666,3,25.5,24.38882222222222,0.49980000000000047,1.61097777777778
Donny Osmond_S9,Donny Osmond,9,10,28.9998,9.6666,3,9.6666,9.6666,1,24.6666,26.46662,4.3332000000000015,2.5331800000000015
Mya_S9,Mya,9,10,28.333199999999998,9.4444,3,9.4444,9.4444,2,28.9999,28.433299999999996,-0.6667000000000023,-0.10009999999999764
Kelly Osbourne_S9,Kelly Osbourne,9,10,25.2222,8.4074,3,8.2222,8.5,3,25.9998,24.472159999999995,-0.7775999999999996,0.7500400000000056
Shannen Doherty_S10,Shannen Doherty,10,1,18.0,6.0,3,6.0,6.0,7,,18.0,,0.0
Nicole Scherzinger_S10,Nicole Scherzinger,10,1,25.0,8.333333333333334,3,7.0,9.0,1,,25.0,,0.0
Erin Andrews_S10,Erin Andrews,10,1,21.0,7.0,3,7.0,7.0,4,,21.0,,0.0
Aiden Turner_S10,Aiden Turner,10,1,15.0,5.0,3,5.0,5.0,10,,15.0,,0.0
Pamela Anderson_S10,Pamela Anderson,10,1,21.0,7.0,3,6.0,8.0,3,,21.0,,0.0
Chad Ochocinco_S10,Chad Ochocinco,10,1,18.0,6.0,3,6.0,6.0,6,,18.0,,0.0
Buzz Aldrin_S10,Buzz Aldrin,10,1,14.0,4.666666666666667,3,4.0,5.0,11,,14.0,,0.0
Niecy Nash_S10,Niecy Nash,10,1,18.0,6.0,3,5.0,7.0,8,,18.0,,0.0
Kate Gosselin_S10,Kate Gosselin,10,1,16.0,5.333333333333333,3,5.0,6.0,9,,16.0,,0.0
Jake Pavelka_S10,Jake Pavelka,10,1,20.0,6.666666666666667,3,6.0,7.0,5,,20.0,,0.0
Evan Lysacek_S10,Evan Lysacek,10,1,23.0,7.666666666666667,3,7.0,8.0,2,,23.0,,0.0
Chad Ochocinco_S10,Chad Ochocinco,10,2,16.0,5.333333333333333,3,5.0,6.0,9,18.0,17.0,-2.0,-1.0
Pamela Anderson_S10,Pamela Anderson,10,2,22.0,7.333333333333333,3,7.0,8.0,4,21.0,21.5,1.0,0.5
Evan Lysacek_S10,Evan Lysacek,10,2,24.0,8.0,3,8.0,8.0,2,23.0,23.5,1.0,0.5
Erin Andrews_S10,Erin Andrews,10,2,23.0,7.666666666666667,3,7.0,8.0,3,21.0,22.0,2.0,1.0
Jake Pavelka_S10,Jake Pavelka,10,2,20.0,6.666666666666667,3,6.0,7.0,6,20.0,20.0,0.0,0.0
Nicole Scherzinger_S10,Nicole Scherzinger,10,2,28.0,9.333333333333334,3,8.0,10.0,1,25.0,26.5,3.0,1.5
Shannen Doherty_S10,Shannen Doherty,10,2,20.0,6.666666666666667,3,6.0,7.0,7,18.0,19.0,2.0,1.0
Aiden Turner_S10,Aiden Turner,10,2,19.0,6.333333333333333,3,6.0,7.0,8,15.0,17.0,4.0,2.0
Buzz Aldrin_S10,Buzz Aldrin,10,2,12.0,4.0,3,4.0,4.0,11,14.0,13.0,-2.0,-1.0
Kate Gosselin_S10,Kate Gosselin,10,2,15.0,5.0,3,5.0,5.0,10,16.0,15.5,-1.0,-0.5
Niecy Nash_S10,Niecy Nash,10,2,21.0,7.0,3,7.0,7.0,5,18.0,19.5,3.0,1.5
Buzz Aldrin_S10,Buzz Aldrin,10,3,13.0,4.333333333333333,3,4.0,5.0,10,12.0,13.0,1.0,0.0
Jake Pavelka_S10,Jake Pavelka,10,3,21.0,7.0,3,7.0,7.0,6,20.0,20.333333333333332,1.0,0.6666666666666679
Kate Gosselin_S10,Kate Gosselin,10,3,15.0,5.0,3,5.0,5.0,9,15.0,15.333333333333334,0.0,-0.3333333333333339
Niecy Nash_S10,Niecy Nash,10,3,21.0,7.0,3,7.0,7.0,5,21.0,20.0,0.0,1.0
Nicole Scherzinger_S10,Nicole Scherzinger,10,3,23.0,7.666666666666667,3,6.0,9.0,3,28.0,25.333333333333332,-5.0,-2.333333333333332
Chad Ochocinco_S10,Chad Ochocinco,10,3,20.0,6.666666666666667,3,6.0,7.0,8,16.0,18.0,4.0,2.0
Evan Lysacek_S10,Evan Lysacek,10,3,26.0,8.666666666666666,3,8.0,9.0,1,24.0,24.333333333333332,2.0,1.6666666666666679
Pamela Anderson_S10,Pamela Anderson,10,3,21.0,7.0,3,7.0,7.0,4,22.0,21.333333333333332,-1.0,-0.33333333333333215
Erin Andrews_S10,Erin Andrews,10,3,23.0,7.666666666666667,3,7.0,8.0,2,23.0,22.333333333333332,0.0,0.6666666666666679
Aiden Turner_S10,Aiden Turner,10,3,20.0,6.666666666666667,3,6.0,7.0,7,19.0,18.0,1.0,2.0
Niecy Nash_S10,Niecy Nash,10,4,18.0,6.0,3,6.0,6.0,7,21.0,19.5,-3.0,-1.5
Chad Ochocinco_S10,Chad Ochocinco,10,4,22.0,7.333333333333333,3,6.5,8.0,4,20.0,19.0,2.0,3.0
Erin Andrews_S10,Erin Andrews,10,4,19.5,6.5,3,6.5,6.5,5,23.0,21.625,-3.5,-2.125
Jake Pavelka_S10,Jake Pavelka,10,4,19.0,6.333333333333333,3,6.0,6.5,6,21.0,20.0,-2.0,-1.0
Kate Gosselin_S10,Kate Gosselin,10,4,16.0,5.333333333333333,3,5.0,5.5,9,15.0,15.5,1.0,0.5
Evan Lysacek_S10,Evan Lysacek,10,4,26.0,8.666666666666666,3,8.0,9.0,1,26.0,24.75,0.0,1.25
Nicole Scherzinger_S10,Nicole Scherzinger,10,4,25.0,8.333333333333334,3,8.0,8.5,2,23.0,25.25,2.0,-0.25
Pamela Anderson_S10,Pamela Anderson,10,4,23.5,7.833333333333333,3,7.5,8.5,3,21.0,21.875,2.5,1.625
Aiden Turner_S10,Aiden Turner,10,4,16.5,5.5,3,5.5,5.5,8,20.0,17.625,-3.5,-1.125
Chad Ochocinco_S10,Chad Ochocinco,10,5,18.0,6.0,3,6.0,6.0,7,22.0,18.8,-4.0,-0.8000000000000007
Jake Pavelka_S10,Jake Pavelka,10,5,23.0,7.666666666666667,3,7.0,8.0,3,19.0,20.6,4.0,2.3999999999999986
Niecy Nash_S10,Niecy Nash,10,5,18.0,6.0,3,6.0,6.0,6,18.0,19.2,0.0,-1.1999999999999993
Erin Andrews_S10,Erin Andrews,10,5,22.0,7.333333333333333,3,7.0,8.0,4,19.5,21.7,2.5,0.3000000000000007
Kate Gosselin_S10,Kate Gosselin,10,5,15.0,5.0,3,5.0,5.0,8,16.0,15.4,-1.0,-0.40000000000000036
Pamela Anderson_S10,Pamela Anderson,10,5,21.0,7.0,3,6.0,8.0,5,23.5,21.7,-2.5,-0.6999999999999993
Evan Lysacek_S10,Evan Lysacek,10,5,27.0,9.0,3,9.0,9.0,2,26.0,25.2,1.0,1.8000000000000007
Nicole Scherzinger_S10,Nicole Scherzinger,10,5,29.0,9.666666666666666,3,9.0,10.0,1,25.0,26.0,4.0,3.0
Jake Pavelka_S10,Jake Pavelka,10,6,24.999899999999997,8.3333,3,8.3333,8.3333,7,23.0,21.333316666666665,1.9998999999999967,3.6665833333333318
Chad Ochocinco_S10,Chad Ochocinco,10,6,30.999899999999997,10.3333,3,10.3333,10.3333,3,18.0,20.833316666666665,12.999899999999997,10.166583333333332
Niecy Nash_S10,Niecy Nash,10,6,25.9998,8.6666,3,8.6666,8.6666,6,18.0,20.333299999999998,7.9998000000000005,5.666500000000003
Pamela Anderson_S10,Pamela Anderson,10,6,29.9998,9.999933333333333,3,9.6666,10.6666,4,21.0,23.083299999999998,8.9998,6.916500000000003
Erin Andrews_S10,Erin Andrews,10,6,34.0,11.333333333333334,3,10.0,12.0,2,22.0,23.75,12.0,10.25
Nicole Scherzinger_S10,Nicole Scherzinger,10,6,35.9999,11.999966666666666,3,10.3333,13.3333,1,29.0,27.66665,6.999899999999997,8.333249999999996
Evan Lysacek_S10,Evan Lysacek,10,6,27.0,9.0,3,9.0,9.0,5,27.0,25.5,0.0,1.5
Chad Ochocinco_S10,Chad Ochocinco,10,7,26.0,8.666666666666666,3,8.5,9.0,3,30.999899999999997,21.571414285714287,-4.999899999999997,4.428585714285713
Nicole Scherzinger_S10,Nicole Scherzinger,10,7,27.0,9.0,3,9.0,9.0,1,35.9999,27.571414285714287,-8.999899999999997,-0.5714142857142868
Pamela Anderson_S10,Pamela Anderson,10,7,25.5,8.5,3,8.5,8.5,5,29.9998,23.428542857142855,-4.4998000000000005,2.0714571428571453
Erin Andrews_S10,Erin Andrews,10,7,25.5,8.5,3,8.5,8.5,4,34.0,24.0,-8.5,1.5
Evan Lysacek_S10,Evan Lysacek,10,7,27.0,9.0,3,9.0,9.0,2,27.0,25.714285714285715,0.0,1.2857142857142847
Niecy Nash_S10,Niecy Nash,10,7,24.5,8.166666666666666,3,8.0,8.5,6,25.9998,20.928542857142855,-1.4998000000000005,3.5714571428571453
Niecy Nash_S10,Niecy Nash,10,8,21.5,7.166666666666667,3,7.0,7.5,5,24.5,20.999975,-3.0,0.5000250000000008
Evan Lysacek_S10,Evan Lysacek,10,8,26.5,8.833333333333334,3,8.5,9.0,2,27.0,25.8125,-0.5,0.6875
Nicole Scherzinger_S10,Nicole Scherzinger,10,8,29.5,9.833333333333334,3,9.5,10.0,1,27.0,27.8124875,2.5,1.6875125000000004
Chad Ochocinco_S10,Chad Ochocinco,10,8,22.5,7.5,3,7.5,7.5,4,26.0,21.6874875,-3.5,0.8125125000000004
Erin Andrews_S10,Erin Andrews,10,8,26.5,8.833333333333334,3,8.5,9.0,3,25.5,24.3125,1.0,2.1875
Chad Ochocinco_S10,Chad Ochocinco,10,9,26.0,8.666666666666666,3,8.5,9.0,4,22.5,22.166655555555554,3.5,3.833344444444446
Evan Lysacek_S10,Evan Lysacek,10,9,29.5,9.833333333333334,3,9.5,10.0,2,26.5,26.22222222222222,3.0,3.2777777777777786
Nicole Scherzinger_S10,Nicole Scherzinger,10,9,29.5,9.833333333333334,3,9.5,10.0,1,29.5,27.99998888888889,0.0,1.5000111111111103
Erin Andrews_S10,Erin Andrews,10,9,28.0,9.333333333333334,3,9.0,9.5,3,26.5,24.72222222222222,1.5,3.2777777777777786
Nicole Scherzinger_S10,Nicole Scherzinger,10,10,28.7777,9.592566666666666,3,9.5,9.7777,1,29.5,28.07776,-0.7223000000000006,0.699939999999998
Evan Lysacek_S10,Evan Lysacek,10,10,26.8887,8.9629,3,8.7777,9.3333,3,29.5,26.288869999999996,-2.6113,0.5998300000000043
Erin Andrews_S10,Erin Andrews,10,10,26.9998,8.999933333333333,3,8.8888,9.2222,2,28.0,24.94998,-1.0001999999999995,2.0498200000000004
Jennifer Grey_S11,Jennifer Grey,11,1,24.0,8.0,3,8.0,8.0,1,,24.0,,0.0
Bristol Palin_S11,Bristol Palin,11,1,18.0,6.0,3,6.0,6.0,8,,18.0,,0.0
Kurt Warner_S11,Kurt Warner,11,1,19.0,6.333333333333333,3,5.0,7.0,6,,19.0,,0.0
Michael Bolton_S11,Michael Bolton,11,1,16.0,5.333333333333333,3,5.0,6.0,9,,16.0,,0.0
Brandy_S11,Brandy,11,1,23.0,7.666666666666667,3,7.0,8.0,2,,23.0,,0.0
The Situation_S11,The Situation,11,1,15.0,5.0,3,5.0,5.0,11,,15.0,,0.0
Kyle Massey_S11,Kyle Massey,11,1,23.0,7.666666666666667,3,7.0,8.0,3,,23.0,,0.0
Audrina Patridge_S11,Audrina Patridge,11,1,19.0,6.333333333333333,3,6.0,7.0,5,,19.0,,0.0
Florence Henderson_S11,Florence Henderson,11,1,18.0,6.0,3,6.0,6.0,7,,18.0,,0.0
