contestant_id,celebrity_name,season,weeks_competed,season_total_score,season_avg_weekly_score,season_avg_score,score_stddev,avg_rank,weeks_ranked_first,voting_method,celebrity_name_right,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,season_right,results,placement,is_controversy
Rick Fox_S11,Rick Fox,11,7,175.0,25.0,7.922619047619047,5.361902647381804,3.857142857142857,0,percentage,Rick Fox,Cheryl Burke,Athlete,,Canada,41,11,Eliminated Week 7,6,false
Brandy_S11,Brandy,11,9,248.4999,27.6111,8.865737037037038,5.504398367669257,2.3333333333333335,4,percentage,Brandy,Maksim Chmerkoskiy,Singer/Rapper,Mississippi,United States,31,11,Eliminated Week 9,4,false
Mike Catherwood_S12,Mike Catherwood,12,2,30.0,15.0,5.0,2.8284271247461903,10.0,0,percentage,Mike Catherwood,Lacey Schwimmer,Radio Personality,California,United States,32,12,Eliminated Week 2,11,false
Petra Nemcova_S12,Petra Nemcova,12,5,106.0,21.2,7.066666666666667,3.1144823004794877,5.6,1,percentage,Petra Nemcova,Dmitry Chaplin,Model,,Czechoslovakia,31,12,Eliminated Week 5,8,false
Kirstie Alley_S12,Kirstie Alley,12,10,246.4999,24.64999,7.966663333333334,3.3002412371252827,4.3,0,percentage,Kirstie Alley,Maksim Chmerkoskiy,Actor/Actress,Kansas,United States,60,12,2nd Place,2,false
Kendra Wilkinson_S12,Kendra Wilkinson,12,7,155.5,22.214285714285715,7.041666666666667,4.526377717126051,6.285714285714286,0,percentage,Kendra Wilkinson,Louis van Amstel,TV Personality,California,United States,25,12,Eliminated Week 7,6,false
Hines Ward_S12,Hines Ward,12,10,267.6666,26.76666,8.64722,3.5208313412854344,1.9,3,percentage,Hines Ward,Kym Johnson,Athlete,,South Korea,35,12,1st Place,1,false
Romeo_S12,Romeo,12,8,195.0,24.375,7.8125,3.8149143409218813,4.625,0,percentage,Romeo,Chelsie Hightower,Singer/Rapper,Louisiana,United States,21,12,Eliminated Week 8,5,false
Ralph Macchio_S12,Ralph Macchio,12,9,217.0,24.11111111111111,7.731481481481481,3.6209268304000712,4.0,1,percentage,Ralph Macchio,Karina Smirnoff,Actor/Actress,New York,United States,49,12,Eliminated Week 9,4,false
Chelsea Kane_S12,Chelsea Kane,12,10,267.6666,26.76666,8.655553333333334,5.354813826040599,2.8,4,percentage,Chelsea Kane,Mark Ballas,Actor/Actress,Arizona,United States,22,12,3rd Place,3,false
Wendy Williams_S12,Wendy Williams,12,3,46.0,15.333333333333334,5.111111111111112,1.5275252316519468,10.0,0,percentage,Wendy Williams,Tony Dovolani,TV Personality,New Jersey,United States,46,12,Eliminated Week 3,10,false
Sugar Ray Leonard_S12,Sugar Ray Leonard,12,4,75.0,18.75,6.25,2.0615528128088303,9.0,0,percentage,Sugar Ray Leonard,Anna Trebunskaya,Athlete,North Carolina,United States,54,12,Eliminated Week 4,9,false
Chris Jericho_S12,Chris Jericho,12,6,134.0,22.333333333333332,7.444444444444444,2.3380903889000244,4.5,1,percentage,Chris Jericho,Cheryl Burke,Athlete,New York,United States,40,12,Eliminated Week 6,7,false
Hope Solo_S13,Hope Solo,13,9,207.4998,23.055533333333333,7.685177777777778,2.4295484271773637,4.333333333333333,0,percentage,Hope Solo,Maksim Chmerkoskiy,Athlete,Washington,United States,30,13,Eliminated Week 9,4,false
Ricki Lake_S13,Ricki Lake,13,10,265.9998,26.59998,8.86666,3.725264196686068,2.2,5,percentage,Ricki Lake,Derek Hough,Actor/Actress,New York,United States,42,13,3rd Place,3,false
Elisabetta Canalis_S13,Elisabetta Canalis,13,2,36.0,18.0,6.0,4.242640687119285,9.0,0,percentage,Elisabetta Canalis,Valentin Chmerkovskiy,Actor/Actress,,Italy,33,13,Eliminated Week 2,11,false
David Arquette_S13,David Arquette,13,7,154.5,22.071428571428573,7.357142857142857,2.863979914800547,5.714285714285714,0,percentage,David Arquette,Kym Johnson,Actor/Actress,Virginia,United States,40,13,Eliminated Week 7,6,false
Rob Kardashian_S13,Rob Kardashian,13,10,243.833,24.3833,8.127766666666666,4.372312296714405,3.8,1,percentage,Rob Kardashian,Cheryl Burke,TV Personality,California,United States,24,13,2nd Place,2,false
Carson Kressley_S13,Carson Kressley,13,5,97.0,19.4,6.466666666666667,2.302172886644268,8.4,0,percentage,Carson Kressley,Anna Trebunskaya,TV Personality,Pennsylvania,United States,41,13,Eliminated Week 5,8,false
Metta World Peace (Ron)_S13,Metta World Peace (Ron),13,1,14.0,14.0,4.666666666666667,,12.0,0,percentage,Metta World Peace (Ron),Peta Murgatroyd,Athlete,New York,United States,31,13,Eliminated Week 1,12,false
Chynna Phillips_S13,Chynna Phillips,13,4,90.0,22.5,7.5,2.3804761428476167,3.5,1,percentage,Chynna Phillips,Tony Dovolani,Singer/Rapper,California,United States,43,13,Eliminated Week 4,9,false
Chaz Bono_S13,Chaz Bono,13,6,113.0,18.833333333333332,6.277777777777778,1.834847859269718,8.166666666666666,0,percentage,Chaz Bono,Lacey Schwimmer,TV Personality,California,United States,42,13,Eliminated Week 6,7,false
Kristin Cavallari_S13,Kristin Cavallari,13,3,65.0,21.666666666666668,7.222222222222221,2.5166114784235827,4.333333333333333,0,percentage,Kristin Cavallari,Mark Ballas,TV Personality,Colorado,United States,24,13,Eliminated Week 3,10,false
Nancy Grace_S13,Nancy Grace,13,8,169.0,21.125,7.041666666666666,2.2951812875799473,6.625,0,percentage,Nancy Grace,Tristan MacManus,TV Personality,Georgia,United States,51,13,Eliminated Week 8,5,false
J.R. Martinez_S13,J.R. Martinez,13,10,263.1665,26.31665,8.772216666666667,2.8419682151831167,2.0,3,percentage,J.R. Martinez,Karina Smirnoff,Actor/Actress,Louisiana,United States,28,13,1st Place,1,false
William Levy_S14,William Levy,14,10,277.6666,27.76666,9.255553333333333,3.8258344043271566,2.9,1,percentage,William Levy,Cheryl Burke,Actor/Actress,,Cuba,31,14,3rd Place,3,false
Gavin DeGraw_S14,Gavin DeGraw,14,5,107.0,21.4,7.133333333333333,2.0736441353327715,9.0,0,percentage,Gavin DeGraw,Karina Smirnoff,Singer/Rapper,New York,United States,35,14,Eliminated Week 5,9,false
Jaleel White_S14,Jaleel White,14,7,181.4998,25.928542857142855,8.642847619047618,5.135008230716268,5.0,1,percentage,Jaleel White,Kym Johnson,Actor/Actress,California,United States,35,14,Eliminated Week 7,7,false
Donald Driver_S14,Donald Driver,14,10,271.1665,27.11665,9.038883333333334,3.411146489329748,4.1,1,percentage,Donald Driver,Peta Murgatroyd,Athlete,Texas,United States,37,14,1st Place,1,false
Jack Wagner_S14,Jack Wagner,14,3,68.0,22.666666666666668,7.555555555555556,1.5275252316519463,7.666666666666667,0,percentage,Jack Wagner,Anna Trebunskaya,Actor/Actress,Missouri,United States,52,14,Eliminated Week 3,11,false
Sherri Sheperd_S14,Sherri Sheperd,14,4,91.0,22.75,7.583333333333334,1.2583057392117916,6.5,0,percentage,Sherri Sheperd,Valentin Chmerkovskiy,Actor/Actress,Illinois,United States,44,14,Eliminated Week 4,10,false
Melissa Gilbert_S14,Melissa Gilbert,14,8,186.0,23.25,7.75,3.3594217189442426,7.5,0,percentage,Melissa Gilbert,Maksim Chmerkoskiy,Actor/Actress,California,United States,47,14,Eliminated Week 8,5,false
Gladys Knight_S14,Gladys Knight,14,6,132.0,22.0,7.333333333333333,2.097617696340303,8.666666666666666,0,percentage,Gladys Knight,Tristan MacManus,Singer/Rapper,Georgia,United States,67,14,Eliminated Week 6,8,false
Maria Menounos_S14,Maria Menounos,14,9,240.4999,26.72221111111111,8.907403703703704,2.6938564366185345,3.5555555555555554,2,percentage,Maria Menounos,Derek Hough,TV Personality,Massachusetts,United States,33,14,Eliminated Week 9,4,false
Roshon Fegan_S14,Roshon Fegan,14,8,207.9998,25.999975,8.666658333333334,1.6035318178053988,4.625,0,percentage,Roshon Fegan,Chelsie Hightower,Actor/Actress,California,United States,20,14,Eliminated Week 8,6,false
Katherine Jenkins_S14,Katherine Jenkins,14,10,285.4999,28.54999,9.516663333333332,4.071894317677379,2.0,5,percentage,Katherine Jenkins,Mark Ballas,Singer/Rapper,,Wales,31,14,2nd Place,2,false
Martina Navratilova_S14,Martina Navratilova,14,2,37.0,18.5,6.166666666666667,2.1213203435596424,11.5,0,percentage,Martina Navratilova,Tony Dovolani,Athlete,,Czechoslovakia,55,14,Eliminated Week 2,12,false
Helio Castroneves_S15,Helio Castroneves,15,3,70.0,23.333333333333332,7.777777777777779,2.0207259421636907,6.333333333333333,0,percentage,Helio Castroneves,Chelsie Hightower,Racing Driver,,Brazil,37,15,Eliminated Week 3,10,false
Gilles Marini_S15,Gilles Marini,15,8,233.0275,29.1284375,9.298020833333332,5.109596682416753,3.0,1,percentage,Gilles Marini,Peta Murgatroyd,Actor/Actress,,France,36,15,Eliminated Week 8,6,false
Pamela Anderson_S15,Pamela Anderson,15,1,17.0,17.0,5.666666666666667,,13.0,0,percentage,Pamela Anderson,Tristan MacManus,Model,,Canada,45,15,Eliminated Week 1,13,false
Joey Fatone_S15,Joey Fatone,15,2,43.0,21.5,7.166666666666666,1.4142135623730951,8.5,0,percentage,Joey Fatone,Kym Johnson,Singer/Rapper,New York,United States,35,15,Eliminated Week 2,12,false
Sabrina Bryan_S15,Sabrina Bryan,15,6,168.75,28.125,8.881944444444445,4.521476528745892,2.8333333333333335,3,percentage,Sabrina Bryan,Louis van Amstel,Actor/Actress,California,United States,28,15,Eliminated Week 6,8,false
Melissa Rycroft_S15,Melissa Rycroft,15,10,293.3607,29.33607,9.470356666666666,5.406697929019768,3.1,4,percentage,Melissa Rycroft,Tony Dovolani,TV Personality,Texas,United States,29,15,1st Place,1,false
Apolo Anton Ohno_S15,Apolo Anton Ohno,15,9,255.6387,28.4043,9.148655555555555,3.974091277889827,4.555555555555555,0,percentage,Apolo Anton Ohno,Karina Smirnoff,Athlete,Washington,United States,30,15,Eliminated Week 9,5,false
Kelly Monaco_S15,Kelly Monaco,15,10,281.3052,28.13052,9.06434,5.180386665062325,5.2,0,percentage,Kelly Monaco,Valentin Chmerkovskiy,Actor/Actress,Pennsylvania,United States,36,15,3rd Place,3,false
Kirstie Alley_S15,Kirstie Alley,15,8,201.2499,25.1562375,8.0729125,3.681354928337236,8.375,0,percentage,Kirstie Alley,Maksim Chmerkoskiy,Actor/Actress,Kansas,United States,61,15,Eliminated Week 8,7,false
Drew Lachey_S15,Drew Lachey,15,3,68.0,22.666666666666668,7.555555555555556,1.2583057392117911,8.333333333333334,0,percentage,Drew Lachey,Anna Trebunskaya,Singer/Rapper,Ohio,United States,36,15,Eliminated Week 3,11,false
Shawn Johnson_S15,Shawn Johnson,15,10,293.5274,29.35274,9.455079999999999,5.420423685203133,3.1,1,percentage,Shawn Johnson,Derek Hough,Athlete,Iowa,United States,20,15,2nd Place,2,false
Bristol Palin_S15,Bristol Palin,15,4,92.0,23.0,7.0,6.284902544988268,10.5,0,percentage,Bristol Palin,Mark Ballas,TV Personality,Alaska,United States,21,15,Eliminated Week 4,9,false
Emmitt Smith_S15,Emmitt Smith,15,9,253.0553,28.117255555555555,9.039085185185185,4.499844849856245,5.555555555555555,1,percentage,Emmitt Smith,Cheryl Burke,Athlete,Florida,United States,43,15,Eliminated Week 9,4,false
Alexandra Raisman_S16,Alexandra Raisman,16,10,264.5,26.45,8.816666666666666,3.3203915431767985,2.4,3,percentage,Alexandra Raisman,Mark Ballas,Athlete,Massachusetts,United States,18,16,Eliminated Week 10,4,false
Ingo Rademacher_S16,Ingo Rademacher,16,9,202.5,22.5,7.5,2.091650066335189,5.555555555555555,0,percentage,Ingo Rademacher,Kym Johnson,Actor/Actress,,Germany,41,16,Eliminated Week 9,5,false
Kellie Pickler_S16,Kellie Pickler,16,10,267.5,26.75,8.916666666666666,2.5522321385189257,2.1,3,percentage,Kellie Pickler,Derek Hough,Singer/Rapper,North Carolina,United States,26,16,1st Place,1,false
Jacoby Jones_S16,Jacoby Jones,16,10,251.9997,25.19997,8.399989999999999,2.830373356624332,3.8,0,percentage,Jacoby Jones,Karina Smirnoff,Athlete,Louisiana,United States,28,16,3rd Place,3,false
Wynonna Judd_S16,Wynonna Judd,16,3,51.0,17.0,5.666666666666667,1.7320508075688772,9.0,0,percentage,Wynonna Judd,Tony Dovolani,Singer/Rapper,Kentucky,United States,48,16,Eliminated Week 3,11,false
Zendaya_S16,Zendaya,16,10,272.9998,27.299979999999998,9.099993333333334,2.097631469485949,2.0,4,percentage,Zendaya,Valentin Chmerkovskiy,Actor/Actress,California,United States,16,16,2nd Place,2,false
D. L. Hughley_S16,D. L. Hughley,16,5,83.0,16.6,5.533333333333333,3.2863353450309964,9.6,0,percentage,D. L. Hughley,Cheryl Burke,Comedian,Virginia,United States,50,16,Eliminated Week 5,9,false
Andy Dick_S16,Andy Dick,16,7,132.5,18.928571428571427,6.30952380952381,1.880349511584026,8.0,0,percentage,Andy Dick,Sharna Burgess,Comedian,South Carolina,United States,47,16,Eliminated Week 7,7,false
Victor Ortiz_S16,Victor Ortiz,16,6,118.0,19.666666666666668,6.555555555555556,2.065591117977289,7.833333333333333,0,percentage,Victor Ortiz,Lindsay Arnold,Athlete,Kansas,United States,26,16,Eliminated Week 6,8,false
Dorothy Hamill_S16,Dorothy Hamill,16,2,36.0,18.0,6.0,4.242640687119285,8.0,0,percentage,Dorothy Hamill,Tristan MacManus,Athlete,Illinois,United States,56,16,Withdrew,12,false
Sean Lowe_S16,Sean Lowe,16,8,172.0,21.5,7.166666666666667,1.9272482233188626,6.25,0,percentage,Sean Lowe,Peta Murgatroyd,TV Personality,Texas,United States,29,16,Eliminated Week 8,6,false
Lisa Vanderpump_S16,Lisa Vanderpump,16,4,75.0,18.75,6.25,1.5,8.75,0,percentage,Lisa Vanderpump,Gleb Savchenko,TV Personality,,England,52,16,Eliminated Week 4,10,false
Christina Milian_S17,Christina Milian,17,5,125.0,25.0,8.333333333333332,2.23606797749979,4.2,0,percentage,Christina Milian,Mark Ballas,Singer/Rapper,New Jersey,United States,31,17,Eliminated Week 5,9,false
Keyshawn Johnson_S17,Keyshawn Johnson,17,2,35.0,17.5,5.833333333333334,0.7071067811865476,11.0,0,percentage,Keyshawn Johnson,Sharna Burgess,Athlete,California,United States,41,17,Eliminated Week 2,12,false
"Nicole ""Snooki"" Polizzi_S17","Nicole ""Snooki"" Polizzi",17,7,176.0,25.142857142857142,8.380952380952381,3.2366943748507473,5.285714285714286,0,percentage,"Nicole ""Snooki"" Polizzi",Sasha Farber,TV Personality,,Chile,25,17,Eliminated Week 7,8,false
Leah Remini_S17,Leah Remini,17,10,256.9999,25.699990000000003,8.29583,3.392795307854574,6.1,0,percentage,Leah Remini,Tony Dovolani,Actor/Actress,New York,United States,43,17,Eliminated Week 10,5,false
Elizabeth Berkley Lauren_S17,Elizabeth Berkley Lauren,17,9,238.9998,26.555533333333333,8.851844444444446,2.4036442249218166,3.4444444444444446,1,percentage,Elizabeth Berkley Lauren,Valentin Chmerkovskiy,Actor/Actress,Michigan,United States,39,17,Eliminated Week 9,6,false
Valerie Harper_S17,Valerie Harper,17,4,74.0,18.5,6.166666666666666,2.081665999466133,9.5,0,percentage,Valerie Harper,Tristan MacManus,Actor/Actress,New York,United States,74,17,Eliminated Week 4,10,false
Brant Daugherty_S17,Brant Daugherty,17,8,206.5,25.8125,8.604166666666666,3.463457191057183,4.75,1,percentage,Brant Daugherty,Peta Murgatroyd,Actor/Actress,Ohio,United States,28,17,Eliminated Week 8,7,false
Corbin Bleu_S17,Corbin Bleu,17,11,313.6663,28.51511818181818,9.220948484848485,3.5122396674538545,2.0,5,percentage,Corbin Bleu,Karina Smirnoff,Actor/Actress,New York,United States,24,17,2nd Place,2,false
Jack Osbourne_S17,Jack Osbourne,17,11,295.9997,26.909063636363637,8.700748484848486,3.7869359171427037,4.454545454545454,0,percentage,Jack Osbourne,Cheryl Burke,TV Personality,,England,27,17,3rd Place,3,false
Amber Riley_S17,Amber Riley,17,11,313.8331,28.53028181818182,9.210851515151516,4.502957199178819,3.272727272727273,4,percentage,Amber Riley,Derek Hough,Actor/Actress,California,United States,27,17,1st Place,1,false
Bill Engvall_S17,Bill Engvall,17,11,257.4998,23.409072727272726,7.575751515151516,3.1370137800433424,7.090909090909091,0,percentage,Bill Engvall,Emma Slater,Comedian,Texas,United States,56,17,Eliminated Week 11,4,false
Bill Nye_S17,Bill Nye,17,3,47.0,15.666666666666666,5.222222222222222,1.5275252316519468,11.666666666666666,0,percentage,Bill Nye,Tyne Stecklein,TV Personality,Washington D.C.,United States,57,17,Eliminated Week 3,11,false
Sean Avery_S18,Sean Avery,18,2,41.0,20.5,6.833333333333334,0.7071067811865476,9.0,0,percentage,Sean Avery,Karina Smirnoff,Athlete,,Canada,33,18,Eliminated Week 2,11,false
Amy Purdy_S18,Amy Purdy,18,10,339.1666,33.91666,9.126386666666667,5.971775280470997,2.7,1,percentage,Amy Purdy,Derek Hough,Athlete,Nevada,United States,34,18,2nd Place,2,false
Danica McKellar_S18,Danica McKellar,18,8,265.0,33.125,8.78125,5.986592162013855,4.125,0,percentage,Danica McKellar,Valentin Chmerkovskiy,Actor/Actress,California,United States,39,18,Eliminated Week 8,6,false
Cody Simpson_S18,Cody Simpson,18,5,144.0,28.8,7.933333333333333,6.3796551630946325,6.8,0,percentage,Cody Simpson,Witney Carson,Singer/Rapper,,Australia,17,18,Eliminated Week 5,9,false
Charlie White_S18,Charlie White,18,9,307.5,34.166666666666664,9.023148148148147,5.024937810560446,2.888888888888889,1,percentage,Charlie White,Sharna Burgess,Athlete,Michigan,United States,26,18,Eliminated Week 9,5,false
Meryl Davis_S18,Meryl Davis,18,10,348.0,34.8,9.358333333333333,6.196773353931867,2.2,6,percentage,Meryl Davis,Maksim Chmerkoskiy,Athlete,Michigan,United States,27,18,1st Place,1,false
Candace Cameron Bure_S18,Candace Cameron Bure,18,10,307.9998,30.799979999999998,8.299993333333333,5.513638847198221,5.9,0,percentage,Candace Cameron Bure,Mark Ballas,Actor/Actress,California,United States,37,18,3rd Place,3,false
Drew Carey_S18,Drew Carey,18,6,165.0,27.5,7.458333333333333,5.319774431308154,7.833333333333333,0,percentage,Drew Carey,Cheryl Burke,Comedian,Ohio,United States,55,18,Eliminated Week 6,8,false
James Maslow_S18,James Maslow,18,10,330.0,33.0,8.875,6.036923425424945,3.9,2,percentage,James Maslow,Peta Murgatroyd,Actor/Actress,New York,United States,23,18,Eliminated Week 10,4,false
Diana Nyad_S18,Diana Nyad,18,1,18.0,18.0,6.0,,11.0,0,percentage,Diana Nyad,Henry Byalikov,Athlete,New York,United States,64,18,Eliminated Week 2,12,false
Billy Dee Williams_S18,Billy Dee Williams,18,2,30.0,15.0,5.0,0.0,11.5,0,percentage,Billy Dee Williams,Emma Slater,Actor/Actress,New York,United States,76,18,Withdrew,10,false
NeNe Leakes_S18,NeNe Leakes,18,7,207.0,29.571428571428573,7.892857142857143,6.0513674172907095,7.142857142857143,0,percentage,NeNe Leakes,Tony Dovolani,TV Personality,New York,United States,46,18,Eliminated Week 7,7,false
Lolo Jones_S19,Lolo Jones,19,1,22.0,22.0,5.5,,12.0,0,percentage,Lolo Jones,Keo Motsepe,Athlete,Iowa,United States,32,19,Eliminated Week 1,13,false
Alfonso Ribeiro_S19,Alfonso Ribeiro,19,11,404.0,36.72727272727273,9.181818181818182,3.2966925574250654,2.1818181818181817,4,percentage,Alfonso Ribeiro,Witney Carson,Actor/Actress,New York,United States,42,19,1st Place,1,false
Antonio Sabato Jr._S19,Antonio Sabato Jr.,19,7,199.5,28.5,7.125,1.848422751068236,7.428571428571429,0,percentage,Antonio Sabato Jr.,Cheryl Burke,Actor/Actress,,Italy,42,19,Eliminated Week 7,8,false
Randy Couture_S19,Randy Couture,19,3,85.0,28.333333333333332,7.083333333333333,2.5166114784235827,8.333333333333334,0,percentage,Randy Couture,Karina Smirnoff,Athlete,Washington,United States,51,19,Eliminated Week 3,11,false
Betsey Johnson_S19,Betsey Johnson,19,4,106.0,26.5,6.625,4.358898943540673,9.75,0,percentage,Betsey Johnson,Tony Dovolani,Fashion Designer,Connecticut,United States,72,19,Eliminated Week 4,10,false
Tavis Smiley_S19,Tavis Smiley,19,2,57.0,28.5,7.125,0.7071067811865476,9.0,0,percentage,Tavis Smiley,Sharna Burgess,Radio Personality,Mississippi,United States,50,19,Eliminated Week 2,12,false
Jonathan Bennett_S19,Jonathan Bennett,19,6,172.0,28.666666666666668,7.166666666666667,3.7237973450050514,7.0,0,percentage,Jonathan Bennett,Allison Holker,Actor/Actress,Ohio,United States,33,19,Eliminated Week 6,9,false
Sadie Robertson_S19,Sadie Robertson,19,11,386.83320000000003,35.16665454545455,8.791663636363637,2.84114609140876,3.4545454545454546,1,percentage,Sadie Robertson,Mark Ballas,TV Personality,Louisiana,United States,17,19,2nd Place,2,false
Lea Thompson_S19,Lea Thompson,19,9,305.0,33.888888888888886,8.472222222222221,2.472066162365221,3.6666666666666665,1,percentage,Lea Thompson,Artem Chigvintsev,Actor/Actress,Minnesota,United States,53,19,Eliminated Week 9,6,false
Tommy Chong_S19,Tommy Chong,19,10,286.5,28.65,7.1625,2.828918128503859,6.8,0,percentage,Tommy Chong,Peta Murgatroyd,Comedian,,Canada,76,19,Eliminated Week 10,5,false
Janel Parrish_S19,Janel Parrish,19,11,397.9998,36.1818,9.04545,4.07596904306203,2.909090909090909,4,percentage,Janel Parrish,Valentin Chmerkovskiy,Actor/Actress,Hawaii,United States,25,19,3rd Place,3,false
Bethany Mota_S19,Bethany Mota,19,11,396.5,36.04545454545455,9.011363636363637,3.0533141457647743,3.090909090909091,1,percentage,Bethany Mota,Derek Hough,Social Media Personality,California,United States,18,19,Eliminated Week 11,4,false
Michael Waltrip_S19,Michael Waltrip,19,8,205.0,25.625,6.40625,3.067688753070345,9.125,0,percentage,Michael Waltrip,Emma Slater,Racing Driver,Kentucky,United States,51,19,Eliminated Week 8,7,false
Rumer Willis_S20,Rumer Willis,20,10,362.5,36.25,9.0625,3.2080627591533553,2.5,4,percentage,Rumer Willis,Valentin Chmerkovskiy,Actor/Actress,Kentucky,United States,26,20,1st Place,1,false
Charlotte McKinney_S20,Charlotte McKinney,20,3,70.0,23.333333333333332,5.833333333333333,2.309401076758503,11.0,0,percentage,Charlotte McKinney,Keo Motsepe,Model,Florida,United States,21,20,Eliminated Week 3,11,false
Redfoo_S20,Redfoo,20,2,53.0,26.5,6.625,6.363961030678928,8.0,0,percentage,Redfoo,Emma Slater,Singer/Rapper,California,United States,39,20,Eliminated Week 2,12,false
Suzanne Somers_S20,Suzanne Somers,20,5,134.0,26.8,6.7,1.6431676725154982,8.0,0,percentage,Suzanne Somers,Tony Dovolani,Actor/Actress,California,United States,68,20,Eliminated Week 5,9,false
Nastia Liukin_S20,Nastia Liukin,20,9,327.5,36.388888888888886,9.097222222222221,3.389116567943793,2.0,3,percentage,Nastia Liukin,Derek Hough,Athlete,,Russia,25,20,Eliminated Week 9,4,false
Robert Herjavec_S20,Robert Herjavec,20,8,238.5,29.8125,7.453125,3.272586351583626,6.375,0,percentage,Robert Herjavec,Kym Johnson,Entrepreneur,,Croatia,52,20,Eliminated Week 8,6,false
Noah Galloway_S20,Noah Galloway,20,10,320.5,32.05,8.0125,4.387165625118594,5.4,0,percentage,Noah Galloway,Sharna Burgess,Motivational Speaker,Alabama,United States,33,20,3rd Place,3,false
Chris Soules_S20,Chris Soules,20,8,227.0,28.375,7.09375,4.274091382136926,7.125,0,percentage,Chris Soules,Witney Carson,TV Personality,Iowa,United States,33,20,Eliminated Week 8,5,false
Michael Sam_S20,Michael Sam,20,4,108.0,27.0,6.75,2.581988897471611,7.5,0,percentage,Michael Sam,Peta Murgatroyd,Athlete,Texas,United States,25,20,Eliminated Week 4,10,false
Willow Shields_S20,Willow Shields,20,7,237.5,33.92857142857143,8.482142857142858,4.919591543246346,3.2857142857142856,1,percentage,Willow Shields,Mark Ballas,Actor/Actress,New Mexico,United States,14,20,Eliminated Week 7,7,false
Riker Lynch_S20,Riker Lynch,20,10,363.0,36.3,9.075,3.301514803843837,2.6,2,percentage,Riker Lynch,Allison Holker,Actor/Actress,Colorado,United States,23,20,2nd Place,2,false
Patti LaBelle_S20,Patti LaBelle,20,6,166.0,27.666666666666668,6.916666666666667,4.1311822359545785,8.333333333333334,0,percentage,Patti LaBelle,Artem Chigvintsev,Singer/Rapper,Pennsylvania,United States,70,20,Eliminated Week 6,8,false
Tamar Braxton_S21,Tamar Braxton,21,9,256.0,28.444444444444443,8.537037037037036,5.240732561176707,3.888888888888889,1,percentage,Tamar Braxton,Valentin Chmerkovskiy,Singer/Rapper,Maryland,United States,38,21,Withdrew,5,false
Kim Zolciak-Biermann_S21,Kim Zolciak-Biermann,21,2,30.5,15.25,5.083333333333334,4.596194077712559,12.0,0,percentage,Kim Zolciak-Biermann,Tony Dovolani,TV Personality,Florida,United States,37,21,Withdrew,11,false
Gary Busey_S21,Gary Busey,21,4,72.5,18.125,5.520833333333333,4.62556302879264,10.0,0,percentage,Gary Busey,Anna Trebunskaya,Actor/Actress,Texas,United States,71,21,Eliminated Week 4,10,false
Andy Grammer_S21,Andy Grammer,21,8,222.9998,27.874975,8.197908333333334,6.916610958255289,5.625,0,percentage,Andy Grammer,Allison Holker,Singer/Rapper,California,United States,31,21,Eliminated Week 8,7,false
Carlos PenaVega_S21,Carlos PenaVega,21,11,323.9998,29.454527272727272,8.999993939393939,5.377987119562654,3.5454545454545454,2,percentage,Carlos PenaVega,Witney Carson,Actor/Actress,Missouri,United States,26,21,Eliminated Week 11,4,false
Hayes Grier_S21,Hayes Grier,21,7,190.5,27.214285714285715,7.976190476190476,4.081024614574371,5.285714285714286,0,percentage,Hayes Grier,Emma Slater,Social Media Personality,North Carolina,United States,15,21,Eliminated Week 7,8,false
Nick Carter_S21,Nick Carter,21,11,328.0,29.818181818181817,9.106060606060607,5.254867873090281,3.727272727272727,2,percentage,Nick Carter,Sharna Burgess,Singer/Rapper,New York,United States,35,21,2nd Place,2,false
Alek Skarlatos_S21,Alek Skarlatos,21,11,293.9999,26.727263636363638,8.212118181818182,3.349351633457654,5.545454545454546,0,percentage,Alek Skarlatos,Lindsay Arnold,Military,California,United States,22,21,3rd Place,3,false
Chaka Khan_S21,Chaka Khan,21,2,28.0,14.0,4.666666666666666,1.4142135623730951,12.5,0,percentage,Chaka Khan,Keo Motsepe,Singer/Rapper,Illinois,United States,62,21,Eliminated Week 2,13,false
Paula Deen_S21,Paula Deen,21,6,121.5,20.25,5.777777777777778,4.071240597164456,9.333333333333334,0,percentage,Paula Deen,Louis van Amstel,TV Personality,Georgia,United States,68,21,Eliminated Week 6,9,false
Alexa PenaVega_S21,Alexa PenaVega,21,9,256.4998,28.499977777777776,8.518511111111112,6.373780275820971,4.444444444444445,1,percentage,Alexa PenaVega,Mark Ballas,Actor/Actress,Florida,United States,27,21,Eliminated Week 9,6,false
Bindi Irwin_S21,Bindi Irwin,21,11,333.5,30.318181818181817,9.28030303030303,4.849086136957804,2.090909090909091,5,percentage,Bindi Irwin,Derek Hough,TV Personality,,Australia,17,21,1st Place,1,false
Victor Espinoza_S21,Victor Espinoza,21,2,33.5,16.75,5.583333333333334,2.4748737341529163,10.5,0,percentage,Victor Espinoza,Karina Smirnoff,Athlete,,Mexico,43,21,Eliminated Week 2,12,false
Nyle DiMarco_S22,Nyle DiMarco,22,10,278.4998,27.84998,8.69166,5.011370848558085,2.9,4,percentage,Nyle DiMarco,Peta Murgatroyd,Model,New York,United States,26,22,1st Place,1,false
Jodie Sweetin_S22,Jodie Sweetin,22,8,206.5,25.8125,7.958333333333334,4.913083843895081,5.125,1,percentage,Jodie Sweetin,Keo Motsepe,Actor/Actress,California,United States,34,22,Eliminated Week 8,6,false
