season,week,contestant_id,judges_score
8,1,David Alan Grier_S8,19.0
8,1,Denise Richards_S8,18.0
8,1,Gilles Marini_S8,24.0
8,1,Holly Madison_S8,18.0
8,1,Lawrence Taylor_S8,16.0
8,1,Lil' Kim_S8,21.0
8,1,Melissa Rycroft_S8,23.0
8,1,Shawn Johnson_S8,23.0
8,1,Steve Wozniak_S8,13.0
8,1,Steve-O_S8,17.0
8,1,Ty Murray_S8,14.0
8,2,Belinda Carlisle_S8,18.0
8,2,Chuck Wicks_S8,20.0
8,2,David Alan Grier_S8,17.0
8,2,Denise Richards_S8,21.0
8,2,Gilles Marini_S8,27.0
8,2,Holly Madison_S8,18.0
8,2,Lawrence Taylor_S8,20.0
8,2,Lil' Kim_S8,23.0
8,2,Melissa Rycroft_S8,26.0
8,2,Shawn Johnson_S8,24.0
8,2,Steve Wozniak_S8,17.0
8,2,Steve-O_S8,14.0
8,2,Ty Murray_S8,20.0
8,3,Belinda Carlisle_S8,0.0
8,3,Chuck Wicks_S8,23.0
8,3,David Alan Grier_S8,24.0
8,3,Denise Richards_S8,16.0
8,3,Gilles Marini_S8,27.0
8,3,Holly Madison_S8,17.0
8,3,Lawrence Taylor_S8,20.0
8,3,Lil' Kim_S8,25.0
8,3,Melissa Rycroft_S8,27.0
8,3,Shawn Johnson_S8,27.0
8,3,Steve Wozniak_S8,10.0
8,3,Steve-O_S8,15.0
8,3,Ty Murray_S8,23.0
8,4,Belinda Carlisle_S8,0.0
8,4,Chuck Wicks_S8,22.0
8,4,David Alan Grier_S8,22.0
8,4,Denise Richards_S8,0.0
8,4,Gilles Marini_S8,30.0
8,4,Holly Madison_S8,16.0
8,4,Lawrence Taylor_S8,19.0
8,4,Lil' Kim_S8,27.0
8,4,Melissa Rycroft_S8,29.0
8,4,Shawn Johnson_S8,25.0
8,4,Steve Wozniak_S8,12.0
8,4,Steve-O_S8,15.0
8,4,Ty Murray_S8,25.0
8,5,Belinda Carlisle_S8,0.0
8,5,Chuck Wicks_S8,23.0
8,5,David Alan Grier_S8,22.0
8,5,Denise Richards_S8,0.0
8,5,Gilles Marini_S8,29.0
8,5,Holly Madison_S8,0.0
8,5,Lawrence Taylor_S8,20.0
8,5,Lil' Kim_S8,26.0
8,5,Melissa Rycroft_S8,25.0
8,5,Shawn Johnson_S8,26.0
8,5,Steve Wozniak_S8,0.0
8,5,Steve-O_S8,18.0
8,5,Ty Murray_S8,21.0
8,6,Belinda Carlisle_S8,0.0
8,6,Chuck Wicks_S8,23.0
8,6,David Alan Grier_S8,0.0
8,6,Denise Richards_S8,0.0
8,6,Gilles Marini_S8,26.0
8,6,Holly Madison_S8,0.0
8,6,Lawrence Taylor_S8,22.0
8,6,Lil' Kim_S8,28.0
8,6,Melissa Rycroft_S8,27.0
8,6,Shawn Johnson_S8,26.0
8,6,Steve Wozniak_S8,0.0
8,6,Steve-O_S8,16.0
8,6,Ty Murray_S8,18.0
8,7,Belinda Carlisle_S8,0.0
8,7,Chuck Wicks_S8,27.0
8,7,David Alan Grier_S8,0.0
8,7,Denise Richards_S8,0.0
8,7,Gilles Marini_S8,27.0
8,7,Holly Madison_S8,0.0
8,7,Lawrence Taylor_S8,21.0
8,7,Lil' Kim_S8,26.0
8,7,Melissa Rycroft_S8,29.0
8,7,Shawn Johnson_S8,28.0
8,7,Steve Wozniak_S8,0.0
8,7,Steve-O_S8,0.0
8,7,Ty Murray_S8,24.0
8,8,Belinda Carlisle_S8,0.0
8,8,Chuck Wicks_S8,25.5
8,8,David Alan Grier_S8,0.0
8,8,Denise Richards_S8,0.0
8,8,Gilles Marini_S8,27.5
8,8,Holly Madison_S8,0.0
8,8,Lawrence Taylor_S8,0.0
8,8,Lil' Kim_S8,28.0
8,8,Melissa Rycroft_S8,23.0
8,8,Shawn Johnson_S8,26.0
8,8,Steve Wozniak_S8,0.0
8,8,Steve-O_S8,0.0
8,8,Ty Murray_S8,26.0
8,9,Belinda Carlisle_S8,0.0
8,9,Chuck Wicks_S8,0.0
8,9,David Alan Grier_S8,0.0
8,9,Denise Richards_S8,0.0
8,9,Gilles Marini_S8,28.0
8,9,Holly Madison_S8,0.0
8,9,Lawrence Taylor_S8,0.0
8,9,Lil' Kim_S8,26.0
8,9,Melissa Rycroft_S8,28.5
8,9,Shawn Johnson_S8,28.0
8,9,Steve Wozniak_S8,0.0
8,9,Steve-O_S8,0.0
8,9,Ty Murray_S8,23.0
8,10,Belinda Carlisle_S8,0.0
8,10,Chuck Wicks_S8,0.0
8,10,David Alan Grier_S8,0.0
8,10,Denise Richards_S8,0.0
8,10,Gilles Marini_S8,30.0
8,10,Holly Madison_S8,0.0
8,10,Lawrence Taylor_S8,0.0
8,10,Lil' Kim_S8,0.0
8,10,Melissa Rycroft_S8,27.5
8,10,Shawn Johnson_S8,28.0
8,10,Steve Wozniak_S8,0.0
8,10,Steve-O_S8,0.0
8,10,Ty Murray_S8,24.0
8,11,Belinda Carlisle_S8,0.0
8,11,Chuck Wicks_S8,0.0
8,11,David Alan Grier_S8,0.0
8,11,Denise Richards_S8,0.0
8,11,Gilles Marini_S8,29.0
8,11,Holly Madison_S8,0.0
8,11,Lawrence Taylor_S8,0.0
8,11,Lil' Kim_S8,0.0
8,11,Melissa Rycroft_S8,28.5
8,11,Shawn Johnson_S8,30.0
8,11,Steve Wozniak_S8,0.0
8,11,Steve-O_S8,0.0
8,11,Ty Murray_S8,0.0
9,1,Aaron Carter_S9,31.999899999999997
9,1,Ashley Hamiliton_S9,18.9999
9,1,Chuck Liddell_S9,22.0
9,1,Debi Mazar_S9,22.0
9,1,Donny Osmond_S9,29.999899999999997
9,1,Joanna Krupa_S9,33.9999
9,1,Kathy Ireland_S9,19.9999
9,1,Kelly Osbourne_S9,30.9998
9,1,Louie Vito_S9,26.9998
9,1,Macy Gray_S9,18.9999
9,1,Mark Dacascos_S9,28.9998
9,1,Melissa Joan Hart_S9,24.0
9,1,Michael Irvin_S9,19.0
9,1,Mya_S9,30.999899999999997
9,1,Natalie Coughlin_S9,26.9998
9,1,Tom DeLay_S9,19.9999
9,2,Aaron Carter_S9,27.0
9,2,Ashley Hamiliton_S9,0.0
9,2,Chuck Liddell_S9,19.0
9,2,Debi Mazar_S9,21.0
9,2,Donny Osmond_S9,25.0
9,2,Joanna Krupa_S9,20.0
9,2,Kathy Ireland_S9,18.0
9,2,Kelly Osbourne_S9,19.0
9,2,Louie Vito_S9,19.0
9,2,Macy Gray_S9,0.0
9,2,Mark Dacascos_S9,21.0
9,2,Melissa Joan Hart_S9,19.0
9,2,Michael Irvin_S9,20.0
9,2,Mya_S9,27.0
9,2,Natalie Coughlin_S9,21.0
9,2,Tom DeLay_S9,18.0
9,3,Aaron Carter_S9,21.0
9,3,Ashley Hamiliton_S9,0.0
9,3,Chuck Liddell_S9,17.0
9,3,Debi Mazar_S9,17.0
9,3,Donny Osmond_S9,21.0
9,3,Joanna Krupa_S9,23.0
9,3,Kathy Ireland_S9,0.0
9,3,Kelly Osbourne_S9,20.0
9,3,Louie Vito_S9,20.0
9,3,Macy Gray_S9,0.0
9,3,Mark Dacascos_S9,18.0
9,3,Melissa Joan Hart_S9,19.0
9,3,Michael Irvin_S9,14.0
9,3,Mya_S9,27.0
9,3,Natalie Coughlin_S9,26.0
9,3,Tom DeLay_S9,15.0
9,4,Aaron Carter_S9,18.0
9,4,Ashley Hamiliton_S9,0.0
9,4,Chuck Liddell_S9,17.0
9,4,Debi Mazar_S9,0.0
9,4,Donny Osmond_S9,24.0
9,4,Joanna Krupa_S9,26.0
9,4,Kathy Ireland_S9,0.0
9,4,Kelly Osbourne_S9,23.0
9,4,Louie Vito_S9,16.0
9,4,Macy Gray_S9,0.0
9,4,Mark Dacascos_S9,22.0
9,4,Melissa Joan Hart_S9,28.0
9,4,Michael Irvin_S9,16.0
9,4,Mya_S9,28.0
9,4,Natalie Coughlin_S9,24.0
9,4,Tom DeLay_S9,0.0
9,5,Aaron Carter_S9,24.0
9,5,Ashley Hamiliton_S9,0.0
9,5,Chuck Liddell_S9,0.0
9,5,Debi Mazar_S9,0.0
9,5,Donny Osmond_S9,29.0
9,5,Joanna Krupa_S9,24.0
9,5,Kathy Ireland_S9,0.0
9,5,Kelly Osbourne_S9,24.0
9,5,Louie Vito_S9,22.0
9,5,Macy Gray_S9,0.0
9,5,Mark Dacascos_S9,26.0
9,5,Melissa Joan Hart_S9,23.0
9,5,Michael Irvin_S9,21.0
9,5,Mya_S9,27.0
9,5,Natalie Coughlin_S9,22.0
9,5,Tom DeLay_S9,0.0
9,6,Aaron Carter_S9,32.9998
9,6,Ashley Hamiliton_S9,0.0
9,6,Chuck Liddell_S9,0.0
9,6,Debi Mazar_S9,0.0
9,6,Donny Osmond_S9,30.999899999999997
9,6,Joanna Krupa_S9,35.9999
9,6,Kathy Ireland_S9,0.0
9,6,Kelly Osbourne_S9,24.9998
9,6,Louie Vito_S9,24.0
9,6,Macy Gray_S9,0.0
9,6,Mark Dacascos_S9,32.0
9,6,Melissa Joan Hart_S9,23.9999
9,6,Michael Irvin_S9,21.9998
9,6,Mya_S9,33.0
9,6,Natalie Coughlin_S9,0.0
9,6,Tom DeLay_S9,0.0
9,7,Aaron Carter_S9,26.5
9,7,Ashley Hamiliton_S9,0.0
9,7,Chuck Liddell_S9,0.0
9,7,Debi Mazar_S9,0.0
9,7,Donny Osmond_S9,26.0
9,7,Joanna Krupa_S9,27.5
9,7,Kathy Ireland_S9,0.0
9,7,Kelly Osbourne_S9,26.0
9,7,Louie Vito_S9,0.0
9,7,Macy Gray_S9,0.0
9,7,Mark Dacascos_S9,21.5
9,7,Melissa Joan Hart_S9,0.0
9,7,Michael Irvin_S9,23.5
9,7,Mya_S9,24.5
9,7,Natalie Coughlin_S9,0.0
9,7,Tom DeLay_S9,0.0
9,8,Aaron Carter_S9,25.0
9,8,Ashley Hamiliton_S9,0.0
9,8,Chuck Liddell_S9,0.0
9,8,Debi Mazar_S9,0.0
9,8,Donny Osmond_S9,25.0
9,8,Joanna Krupa_S9,26.0
9,8,Kathy Ireland_S9,0.0
9,8,Kelly Osbourne_S9,25.5
9,8,Louie Vito_S9,0.0
9,8,Macy Gray_S9,0.0
9,8,Mark Dacascos_S9,0.0
9,8,Melissa Joan Hart_S9,0.0
9,8,Michael Irvin_S9,0.0
9,8,Mya_S9,29.5
9,8,Natalie Coughlin_S9,0.0
9,8,Tom DeLay_S9,0.0
9,9,Aaron Carter_S9,0.0
9,9,Ashley Hamiliton_S9,0.0
9,9,Chuck Liddell_S9,0.0
9,9,Debi Mazar_S9,0.0
9,9,Donny Osmond_S9,24.6666
9,9,Joanna Krupa_S9,27.0
9,9,Kathy Ireland_S9,0.0
9,9,Kelly Osbourne_S9,25.9998
9,9,Louie Vito_S9,0.0
9,9,Macy Gray_S9,0.0
9,9,Mark Dacascos_S9,0.0
9,9,Melissa Joan Hart_S9,0.0
9,9,Michael Irvin_S9,0.0
9,9,Mya_S9,28.9999
9,9,Natalie Coughlin_S9,0.0
9,9,Tom DeLay_S9,0.0
9,10,Aaron Carter_S9,0.0
9,10,Ashley Hamiliton_S9,0.0
9,10,Chuck Liddell_S9,0.0
9,10,Debi Mazar_S9,0.0
9,10,Donny Osmond_S9,28.9998
9,10,Joanna Krupa_S9,0.0
9,10,Kathy Ireland_S9,0.0
9,10,Kelly Osbourne_S9,25.2222
9,10,Louie Vito_S9,0.0
9,10,Macy Gray_S9,0.0
9,10,Mark Dacascos_S9,0.0
9,10,Melissa Joan Hart_S9,0.0
9,10,Michael Irvin_S9,0.0
9,10,Mya_S9,28.333199999999998
9,10,Natalie Coughlin_S9,0.0
9,10,Tom DeLay_S9,0.0
10,1,Aiden Turner_S10,15.0
10,1,Buzz Aldrin_S10,14.0
10,1,Chad Ochocinco_S10,18.0
10,1,Erin Andrews_S10,21.0
10,1,Evan Lysacek_S10,23.0
10,1,Jake Pavelka_S10,20.0
10,1,Kate Gosselin_S10,16.0
10,1,Nicole Scherzinger_S10,25.0
10,1,Niecy Nash_S10,18.0
10,1,Pamela Anderson_S10,21.0
10,1,Shannen Doherty_S10,18.0
10,2,Aiden Turner_S10,19.0
10,2,Buzz Aldrin_S10,12.0
10,2,Chad Ochocinco_S10,16.0
10,2,Erin Andrews_S10,23.0
10,2,Evan Lysacek_S10,24.0
10,2,Jake Pavelka_S10,20.0
10,2,Kate Gosselin_S10,15.0
10,2,Nicole Scherzinger_S10,28.0
10,2,Niecy Nash_S10,21.0
10,2,Pamela Anderson_S10,22.0
10,2,Shannen Doherty_S10,20.0
10,3,Aiden Turner_S10,20.0
10,3,Buzz Aldrin_S10,13.0
10,3,Chad Ochocinco_S10,20.0
10,3,Erin Andrews_S10,23.0
10,3,Evan Lysacek_S10,26.0
10,3,Jake Pavelka_S10,21.0
10,3,Kate Gosselin_S10,15.0
10,3,Nicole Scherzinger_S10,23.0
10,3,Niecy Nash_S10,21.0
10,3,Pamela Anderson_S10,21.0
10,3,Shannen Doherty_S10,0.0
10,4,Aiden Turner_S10,16.5
10,4,Buzz Aldrin_S10,0.0
10,4,Chad Ochocinco_S10,22.0
10,4,Erin Andrews_S10,19.5
10,4,Evan Lysacek_S10,26.0
10,4,Jake Pavelka_S10,19.0
10,4,Kate Gosselin_S10,16.0
10,4,Nicole Scherzinger_S10,25.0
10,4,Niecy Nash_S10,18.0
10,4,Pamela Anderson_S10,23.5
10,4,Shannen Doherty_S10,0.0
10,5,Aiden Turner_S10,0.0
10,5,Buzz Aldrin_S10,0.0
10,5,Chad Ochocinco_S10,18.0
10,5,Erin Andrews_S10,22.0
10,5,Evan Lysacek_S10,27.0
10,5,Jake Pavelka_S10,23.0
10,5,Kate Gosselin_S10,15.0
10,5,Nicole Scherzinger_S10,29.0
10,5,Niecy Nash_S10,18.0
10,5,Pamela Anderson_S10,21.0
10,5,Shannen Doherty_S10,0.0
10,6,Aiden Turner_S10,0.0
10,6,Buzz Aldrin_S10,0.0
10,6,Chad Ochocinco_S10,30.999899999999997
10,6,Erin Andrews_S10,34.0
10,6,Evan Lysacek_S10,27.0
10,6,Jake Pavelka_S10,24.999899999999997
10,6,Kate Gosselin_S10,0.0
10,6,Nicole Scherzinger_S10,35.9999
10,6,Niecy Nash_S10,25.9998
10,6,Pamela Anderson_S10,29.9998
10,6,Shannen Doherty_S10,0.0
10,7,Aiden Turner_S10,0.0
10,7,Buzz Aldrin_S10,0.0
10,7,Chad Ochocinco_S10,26.0
10,7,Erin Andrews_S10,25.5
10,7,Evan Lysacek_S10,27.0
10,7,Jake Pavelka_S10,0.0
10,7,Kate Gosselin_S10,0.0
10,7,Nicole Scherzinger_S10,27.0
10,7,Niecy Nash_S10,24.5
10,7,Pamela Anderson_S10,25.5
10,7,Shannen Doherty_S10,0.0
10,8,Aiden Turner_S10,0.0
10,8,Buzz Aldrin_S10,0.0
10,8,Chad Ochocinco_S10,22.5
10,8,Erin Andrews_S10,26.5
10,8,Evan Lysacek_S10,26.5
10,8,Jake Pavelka_S10,0.0
10,8,Kate Gosselin_S10,0.0
10,8,Nicole Scherzinger_S10,29.5
10,8,Niecy Nash_S10,21.5
10,8,Pamela Anderson_S10,0.0
10,8,Shannen Doherty_S10,0.0
10,9,Aiden Turner_S10,0.0
10,9,Buzz Aldrin_S10,0.0
10,9,Chad Ochocinco_S10,26.0
10,9,Erin Andrews_S10,28.0
10,9,Evan Lysacek_S10,29.5
10,9,Jake Pavelka_S10,0.0
10,9,Kate Gosselin_S10,0.0
10,9,Nicole Scherzinger_S10,29.5
10,9,Niecy Nash_S10,0.0
10,9,Pamela Anderson_S10,0.0
10,9,Shannen Doherty_S10,0.0
10,10,Aiden Turner_S10,0.0
10,10,Buzz Aldrin_S10,0.0
10,10,Chad Ochocinco_S10,0.0
10,10,Erin Andrews_S10,26.9998
10,10,Evan Lysacek_S10,26.8887
10,10,Jake Pavelka_S10,0.0
10,10,Kate Gosselin_S10,0.0
10,10,Nicole Scherzinger_S10,28.7777
10,10,Niecy Nash_S10,0.0
10,10,Pamela Anderson_S10,0.0
10,10,Shannen Doherty_S10,0.0
11,1,Audrina Patridge_S11,19.0
11,1,Brandy_S11,23.0
11,1,Bristol Palin_S11,18.0
11,1,David Hasselhoff_S11,15.0
11,1,Florence Henderson_S11,18.0
11,1,Jennifer Grey_S11,24.0
11,1,Kurt Warner_S11,19.0
11,1,Kyle Massey_S11,23.0
11,1,Margaret Cho_S11,15.0
11,1,Michael Bolton_S11,16.0
11,1,Rick Fox_S11,22.0
11,1,The Situation_S11,15.0
11,2,Audrina Patridge_S11,23.0
11,2,Brandy_S11,21.0
11,2,Bristol Palin_S11,22.0
11,2,David Hasselhoff_S11,0.0
11,2,Florence Henderson_S11,19.0
11,2,Jennifer Grey_S11,24.0
11,2,Kurt Warner_S11,21.0
11,2,Kyle Massey_S11,22.0
11,2,Margaret Cho_S11,18.0
11,2,Michael Bolton_S11,12.0
11,2,Rick Fox_S11,21.0
11,2,The Situation_S11,18.0
11,3,Audrina Patridge_S11,26.0
11,3,Brandy_S11,24.0
11,3,Bristol Palin_S11,19.0
11,3,David Hasselhoff_S11,0.0
11,3,Florence Henderson_S11,20.0
11,3,Jennifer Grey_S11,24.0
11,3,Kurt Warner_S11,23.0
11,3,Kyle Massey_S11,23.0
11,3,Margaret Cho_S11,18.0
11,3,Michael Bolton_S11,0.0
11,3,Rick Fox_S11,24.0
11,3,The Situation_S11,20.0
11,4,Audrina Patridge_S11,23.0
11,4,Brandy_S11,24.0
11,4,Bristol Palin_S11,16.0
11,4,David Hasselhoff_S11,0.0
11,4,Florence Henderson_S11,17.5
11,4,Jennifer Grey_S11,28.0
11,4,Kurt Warner_S11,17.0
11,4,Kyle Massey_S11,20.0
11,4,Margaret Cho_S11,0.0
11,4,Michael Bolton_S11,0.0
11,4,Rick Fox_S11,19.5
11,4,The Situation_S11,14.0
11,5,Audrina Patridge_S11,23.0
11,5,Brandy_S11,27.0
11,5,Bristol Palin_S11,18.0
11,5,David Hasselhoff_S11,0.0
11,5,Florence Henderson_S11,21.0
11,5,Jennifer Grey_S11,25.0
11,5,Kurt Warner_S11,24.0
11,5,Kyle Massey_S11,20.0
11,5,Margaret Cho_S11,0.0
11,5,Michael Bolton_S11,0.0
11,5,Rick Fox_S11,24.0
11,5,The Situation_S11,0.0
11,6,Audrina Patridge_S11,31.9998
11,6,Brandy_S11,35.9999
11,6,Bristol Palin_S11,27.9998
11,6,David Hasselhoff_S11,0.0
11,6,Florence Henderson_S11,0.0
11,6,Jennifer Grey_S11,29.0
11,6,Kurt Warner_S11,21.9999
11,6,Kyle Massey_S11,29.999899999999997
11,6,Margaret Cho_S11,0.0
11,6,Michael Bolton_S11,0.0
11,6,Rick Fox_S11,30.0
11,6,The Situation_S11,0.0
11,7,Audrina Patridge_S11,0.0
11,7,Brandy_S11,36.5
11,7,Bristol Palin_S11,32.5
11,7,David Hasselhoff_S11,0.0
11,7,Florence Henderson_S11,0.0
11,7,Jennifer Grey_S11,36.5
11,7,Kurt Warner_S11,35.0
11,7,Kyle Massey_S11,33.5
11,7,Margaret Cho_S11,0.0
11,7,Michael Bolton_S11,0.0
11,7,Rick Fox_S11,34.5
11,7,The Situation_S11,0.0
11,8,Audrina Patridge_S11,0.0
11,8,Brandy_S11,28.5
11,8,Bristol Palin_S11,23.5
11,8,David Hasselhoff_S11,0.0
11,8,Florence Henderson_S11,0.0
11,8,Jennifer Grey_S11,28.5
11,8,Kurt Warner_S11,24.0
11,8,Kyle Massey_S11,28.0
11,8,Margaret Cho_S11,0.0
11,8,Michael Bolton_S11,0.0
11,8,Rick Fox_S11,0.0
11,8,The Situation_S11,0.0
11,9,Audrina Patridge_S11,0.0
11,9,Brandy_S11,28.5
11,9,Bristol Palin_S11,26.5
11,9,David Hasselhoff_S11,0.0
11,9,Florence Henderson_S11,0.0
11,9,Jennifer Grey_S11,30.0
11,9,Kurt Warner_S11,0.0
11,9,Kyle Massey_S11,29.0
11,9,Margaret Cho_S11,0.0
11,9,Michael Bolton_S11,0.0
11,9,Rick Fox_S11,0.0
11,9,The Situation_S11,0.0
11,10,Audrina Patridge_S11,0.0
11,10,Brandy_S11,0.0
11,10,Bristol Palin_S11,25.6666
11,10,David Hasselhoff_S11,0.0
11,10,Florence Henderson_S11,0.0
11,10,Jennifer Grey_S11,30.0
11,10,Kurt Warner_S11,0.0
11,10,Kyle Massey_S11,27.333199999999998
11,10,Margaret Cho_S11,0.0
11,10,Michael Bolton_S11,0.0
11,10,Rick Fox_S11,0.0
11,10,The Situation_S11,0.0
12,1,Chelsea Kane_S12,21.0
12,1,Chris Jericho_S12,19.0
12,1,Hines Ward_S12,21.0
12,1,Kendra Wilkinson_S12,18.0
12,1,Kirstie Alley_S12,23.0
12,1,Mike Catherwood_S12,13.0
12,1,Petra Nemcova_S12,18.0
12,1,Ralph Macchio_S12,24.0
12,1,Romeo_S12,19.0
12,1,Sugar Ray Leonard_S12,17.0
12,1,Wendy Williams_S12,14.0
12,2,Chelsea Kane_S12,18.0
12,2,Chris Jericho_S12,23.0
12,2,Hines Ward_S12,23.0
12,2,Kendra Wilkinson_S12,19.0
12,2,Kirstie Alley_S12,20.0
12,2,Mike Catherwood_S12,17.0
12,2,Petra Nemcova_S12,18.0
12,2,Ralph Macchio_S12,21.0
12,2,Romeo_S12,23.0
12,2,Sugar Ray Leonard_S12,17.0
12,2,Wendy Williams_S12,17.0
12,3,Chelsea Kane_S12,23.0
12,3,Chris Jericho_S12,21.0
12,3,Hines Ward_S12,25.0
12,3,Kendra Wilkinson_S12,23.0
12,3,Kirstie Alley_S12,21.0
12,3,Mike Catherwood_S12,0.0
12,3,Petra Nemcova_S12,25.0
12,3,Ralph Macchio_S12,21.0
12,3,Romeo_S12,20.0
12,3,Sugar Ray Leonard_S12,20.0
12,3,Wendy Williams_S12,15.0
12,4,Chelsea Kane_S12,26.0
12,4,Chris Jericho_S12,23.0
12,4,Hines Ward_S12,25.0
12,4,Kendra Wilkinson_S12,18.0
12,4,Kirstie Alley_S12,22.0
12,4,Mike Catherwood_S12,0.0
12,4,Petra Nemcova_S12,23.0
12,4,Ralph Macchio_S12,25.0
12,4,Romeo_S12,23.0
12,4,Sugar Ray Leonard_S12,21.0
12,4,Wendy Williams_S12,0.0
12,5,Chelsea Kane_S12,26.0
12,5,Chris Jericho_S12,26.0
12,5,Hines Ward_S12,27.0
12,5,Kendra Wilkinson_S12,22.0
12,5,Kirstie Alley_S12,23.0
12,5,Mike Catherwood_S12,0.0
12,5,Petra Nemcova_S12,22.0
12,5,Ralph Macchio_S12,22.0
12,5,Romeo_S12,26.0
12,5,Sugar Ray Leonard_S12,0.0
12,5,Wendy Williams_S12,0.0
12,6,Chelsea Kane_S12,28.0
12,6,Chris Jericho_S12,22.0
12,6,Hines Ward_S12,27.0
12,6,Kendra Wilkinson_S12,25.0
12,6,Kirstie Alley_S12,26.0
12,6,Mike Catherwood_S12,0.0
12,6,Petra Nemcova_S12,0.0
12,6,Ralph Macchio_S12,24.0
12,6,Romeo_S12,28.0
12,6,Sugar Ray Leonard_S12,0.0
12,6,Wendy Williams_S12,0.0
12,7,Chelsea Kane_S12,32.0
12,7,Chris Jericho_S12,0.0
12,7,Hines Ward_S12,33.0
12,7,Kendra Wilkinson_S12,30.5
12,7,Kirstie Alley_S12,30.0
12,7,Mike Catherwood_S12,0.0
12,7,Petra Nemcova_S12,0.0
12,7,Ralph Macchio_S12,33.0
12,7,Romeo_S12,30.0
12,7,Sugar Ray Leonard_S12,0.0
12,7,Wendy Williams_S12,0.0
12,8,Chelsea Kane_S12,27.5
12,8,Chris Jericho_S12,0.0
12,8,Hines Ward_S12,27.0
12,8,Kendra Wilkinson_S12,0.0
12,8,Kirstie Alley_S12,26.5
12,8,Mike Catherwood_S12,0.0
12,8,Petra Nemcova_S12,0.0
12,8,Ralph Macchio_S12,23.0
12,8,Romeo_S12,26.0
12,8,Sugar Ray Leonard_S12,0.0
12,8,Wendy Williams_S12,0.0
12,9,Chelsea Kane_S12,36.5
12,9,Chris Jericho_S12,0.0
12,9,Hines Ward_S12,30.0
12,9,Kendra Wilkinson_S12,0.0
12,9,Kirstie Alley_S12,27.0
12,9,Mike Catherwood_S12,0.0
12,9,Petra Nemcova_S12,0.0
12,9,Ralph Macchio_S12,24.0
12,9,Romeo_S12,0.0
12,9,Sugar Ray Leonard_S12,0.0
12,9,Wendy Williams_S12,0.0
12,10,Chelsea Kane_S12,29.666600000000003
12,10,Chris Jericho_S12,0.0
12,10,Hines Ward_S12,29.666600000000003
12,10,Kendra Wilkinson_S12,0.0
12,10,Kirstie Alley_S12,27.999899999999997
12,10,Mike Catherwood_S12,0.0
12,10,Petra Nemcova_S12,0.0
12,10,Ralph Macchio_S12,0.0
12,10,Romeo_S12,0.0
12,10,Sugar Ray Leonard_S12,0.0
12,10,Wendy Williams_S12,0.0
13,1,Carson Kressley_S13,17.0
13,1,Chaz Bono_S13,17.0
13,1,Chynna Phillips_S13,22.0
13,1,David Arquette_S13,18.0
13,1,Elisabetta Canalis_S13,15.0
13,1,Hope Solo_S13,21.0
13,1,J.R. Martinez_S13,22.0
13,1,Kristin Cavallari_S13,19.0
13,1,Metta World Peace (Ron)_S13,14.0
13,1,Nancy Grace_S13,16.0
13,1,Ricki Lake_S13,20.0
13,1,Rob Kardashian_S13,16.0
13,2,Carson Kressley_S13,18.0
13,2,Chaz Bono_S13,17.0
13,2,Chynna Phillips_S13,21.0
13,2,David Arquette_S13,18.0
13,2,Elisabetta Canalis_S13,21.0
13,2,Hope Solo_S13,19.0
13,2,J.R. Martinez_S13,22.0
13,2,Kristin Cavallari_S13,22.0
13,2,Metta World Peace (Ron)_S13,0.0
13,2,Nancy Grace_S13,21.0
13,2,Ricki Lake_S13,23.0
13,2,Rob Kardashian_S13,21.0
13,3,Carson Kressley_S13,23.0
13,3,Chaz Bono_S13,18.0
13,3,Chynna Phillips_S13,26.0
13,3,David Arquette_S13,24.0
13,3,Elisabetta Canalis_S13,0.0
13,3,Hope Solo_S13,24.0
13,3,J.R. Martinez_S13,26.0
13,3,Kristin Cavallari_S13,24.0
13,3,Metta World Peace (Ron)_S13,0.0
13,3,Nancy Grace_S13,21.0
13,3,Ricki Lake_S13,27.0
13,3,Rob Kardashian_S13,24.0
13,4,Carson Kressley_S13,20.0
13,4,Chaz Bono_S13,21.0
13,4,Chynna Phillips_S13,21.0
13,4,David Arquette_S13,23.0
13,4,Elisabetta Canalis_S13,0.0
13,4,Hope Solo_S13,24.0
13,4,J.R. Martinez_S13,26.0
13,4,Kristin Cavallari_S13,0.0
13,4,Metta World Peace (Ron)_S13,0.0
13,4,Nancy Grace_S13,21.0
13,4,Ricki Lake_S13,29.0
13,4,Rob Kardashian_S13,24.0
13,5,Carson Kressley_S13,19.0
13,5,Chaz Bono_S13,21.0
13,5,Chynna Phillips_S13,0.0
13,5,David Arquette_S13,25.0
13,5,Elisabetta Canalis_S13,0.0
13,5,Hope Solo_S13,24.0
13,5,J.R. Martinez_S13,28.0
13,5,Kristin Cavallari_S13,0.0
13,5,Metta World Peace (Ron)_S13,0.0
13,5,Nancy Grace_S13,22.0
13,5,Ricki Lake_S13,24.0
13,5,Rob Kardashian_S13,25.0
13,6,Carson Kressley_S13,0.0
13,6,Chaz Bono_S13,19.0
13,6,Chynna Phillips_S13,0.0
13,6,David Arquette_S13,23.0
13,6,Elisabetta Canalis_S13,0.0
13,6,Hope Solo_S13,20.0
13,6,J.R. Martinez_S13,29.0
13,6,Kristin Cavallari_S13,0.0
13,6,Metta World Peace (Ron)_S13,0.0
13,6,Nancy Grace_S13,24.0
13,6,Ricki Lake_S13,29.0
13,6,Rob Kardashian_S13,22.0
13,7,Carson Kressley_S13,0.0
